"x, mkm","Potential energy, eV, VCh=0.21, VSG=-0.36","Potential energy, eV, VCh=0.24, VSG=-0.27"
21.4,-0.08745,-0.13028
21.5,-0.08745,-0.13029
21.6,-0.08746,-0.13029
21.7,-0.08746,-0.1303
21.8,-0.08747,-0.1303
21.9,-0.08747,-0.1303
22,-0.08747,-0.1303
22.1,-0.08748,-0.13031
22.2,-0.08749,-0.13032
22.3,-0.0875,-0.13032
22.4,-0.0875,-0.13033
22.5,-0.08751,-0.13033
22.6,-0.08752,-0.13034
22.7,-0.08753,-0.13035
22.8,-0.08753,-0.13035
22.9,-0.08754,-0.13036
23,-0.08755,-0.13037
23.1,-0.08756,-0.13037
23.2,-0.08756,-0.13038
23.3,-0.08757,-0.13039
23.4,-0.08758,-0.13039
23.5,-0.08759,-0.1304
23.6,-0.0876,-0.13041
23.7,-0.08761,-0.13041
23.8,-0.08762,-0.13042
23.9,-0.08762,-0.13043
24,-0.08763,-0.13044
24.1,-0.08764,-0.13044
24.2,-0.08765,-0.13045
24.3,-0.08766,-0.13046
24.4,-0.08767,-0.13046
24.5,-0.08768,-0.13047
24.6,-0.08769,-0.13048
24.7,-0.0877,-0.13049
24.8,-0.08771,-0.1305
24.9,-0.08772,-0.13051
25,-0.08772,-0.13051
25.1,-0.08773,-0.13052
25.2,-0.08774,-0.13052
25.3,-0.08775,-0.13053
25.4,-0.08775,-0.13054
25.5,-0.08776,-0.13054
25.6,-0.08778,-0.13055
25.7,-0.08779,-0.13057
25.8,-0.0878,-0.13058
25.9,-0.08782,-0.13059
26,-0.08783,-0.1306
26.1,-0.08785,-0.13062
26.2,-0.08786,-0.13063
26.3,-0.08788,-0.13064
26.4,-0.08789,-0.13065
26.5,-0.0879,-0.13066
26.6,-0.08791,-0.13067
26.7,-0.08793,-0.13068
26.8,-0.08794,-0.13069
26.9,-0.08795,-0.1307
27,-0.08796,-0.13071
27.1,-0.08797,-0.13072
27.2,-0.08798,-0.13073
27.3,-0.08799,-0.13073
27.4,-0.088,-0.13074
27.5,-0.08801,-0.13075
27.6,-0.08802,-0.13076
27.7,-0.08803,-0.13077
27.8,-0.08804,-0.13078
27.9,-0.08806,-0.13079
28,-0.08807,-0.1308
28.1,-0.08809,-0.13081
28.2,-0.0881,-0.13083
28.3,-0.08811,-0.13084
28.4,-0.08813,-0.13085
28.5,-0.08814,-0.13086
28.6,-0.08816,-0.13087
28.7,-0.08817,-0.13088
28.8,-0.08818,-0.13089
28.9,-0.08819,-0.1309
29,-0.08821,-0.13092
29.1,-0.08822,-0.13093
29.2,-0.08824,-0.13094
29.3,-0.08825,-0.13095
29.4,-0.08826,-0.13096
29.5,-0.08828,-0.13097
29.6,-0.08829,-0.13099
29.7,-0.08831,-0.131
29.8,-0.08832,-0.13101
29.9,-0.08834,-0.13102
30,-0.08835,-0.13103
30.1,-0.08836,-0.13105
30.2,-0.08838,-0.13106
30.3,-0.08839,-0.13107
30.4,-0.08841,-0.13108
30.5,-0.08842,-0.13109
30.6,-0.08844,-0.13111
30.7,-0.08845,-0.13112
30.8,-0.08847,-0.13113
30.9,-0.08849,-0.13115
31,-0.0885,-0.13116
31.1,-0.08852,-0.13117
31.2,-0.08854,-0.13119
31.3,-0.08856,-0.1312
31.4,-0.08858,-0.13122
31.5,-0.0886,-0.13124
31.6,-0.08862,-0.13126
31.7,-0.08864,-0.13127
31.8,-0.08866,-0.13129
31.9,-0.08868,-0.13131
32,-0.0887,-0.13133
32.1,-0.08872,-0.13135
32.2,-0.08874,-0.13136
32.3,-0.08876,-0.13138
32.4,-0.08878,-0.1314
32.5,-0.0888,-0.13141
32.6,-0.08882,-0.13143
32.7,-0.08884,-0.13145
32.8,-0.08886,-0.13146
32.9,-0.08888,-0.13148
33,-0.0889,-0.1315
33.1,-0.08892,-0.13151
33.2,-0.08894,-0.13153
33.3,-0.08896,-0.13155
33.4,-0.08898,-0.13157
33.5,-0.08901,-0.13158
33.6,-0.08903,-0.1316
33.7,-0.08905,-0.13162
33.8,-0.08908,-0.13164
33.9,-0.0891,-0.13166
34,-0.08912,-0.13168
34.1,-0.08915,-0.1317
34.2,-0.08917,-0.13172
34.3,-0.08919,-0.13174
34.4,-0.08921,-0.13176
34.5,-0.08924,-0.13178
34.6,-0.08926,-0.1318
34.7,-0.08928,-0.13181
34.8,-0.08931,-0.13184
34.9,-0.08934,-0.13186
35,-0.08937,-0.13189
35.1,-0.0894,-0.13192
35.2,-0.08943,-0.13194
35.3,-0.08946,-0.13197
35.4,-0.08949,-0.13199
35.5,-0.08952,-0.13201
35.6,-0.08955,-0.13204
35.7,-0.08957,-0.13206
35.8,-0.0896,-0.13209
35.9,-0.08963,-0.13211
36,-0.08966,-0.13213
36.1,-0.08968,-0.13216
36.2,-0.08971,-0.13218
36.3,-0.08974,-0.1322
36.4,-0.08977,-0.13223
36.5,-0.0898,-0.13226
36.6,-0.08983,-0.13228
36.7,-0.08987,-0.13231
36.8,-0.0899,-0.13234
36.9,-0.08994,-0.13237
37,-0.08997,-0.1324
37.1,-0.09001,-0.13243
37.2,-0.09004,-0.13246
37.3,-0.09008,-0.13249
37.4,-0.09011,-0.13252
37.5,-0.09015,-0.13255
37.6,-0.09018,-0.13258
37.7,-0.09022,-0.13261
37.8,-0.09026,-0.13265
37.9,-0.0903,-0.13268
38,-0.09034,-0.13271
38.1,-0.09038,-0.13275
38.2,-0.09042,-0.13278
38.3,-0.09047,-0.13282
38.4,-0.09051,-0.13286
38.5,-0.09056,-0.1329
38.6,-0.0906,-0.13294
38.7,-0.09065,-0.13298
38.8,-0.0907,-0.13302
38.9,-0.09075,-0.13306
39,-0.0908,-0.13311
39.1,-0.09085,-0.13315
39.2,-0.09091,-0.1332
39.3,-0.09096,-0.13325
39.4,-0.09102,-0.13329
39.5,-0.09107,-0.13334
39.6,-0.09112,-0.13338
39.7,-0.09118,-0.13343
39.8,-0.09123,-0.13348
39.9,-0.09129,-0.13353
40,-0.09135,-0.13358
40.1,-0.09141,-0.13363
40.2,-0.09148,-0.13369
40.3,-0.09154,-0.13375
40.4,-0.09161,-0.1338
40.5,-0.09168,-0.13386
40.6,-0.09174,-0.13392
40.7,-0.09181,-0.13398
40.8,-0.09188,-0.13404
40.9,-0.09196,-0.1341
41,-0.09203,-0.13417
41.1,-0.09211,-0.13424
41.2,-0.09219,-0.1343
41.3,-0.09227,-0.13438
41.4,-0.09235,-0.13445
41.5,-0.09244,-0.13452
41.6,-0.09253,-0.1346
41.7,-0.09261,-0.13467
41.8,-0.0927,-0.13475
41.9,-0.09279,-0.13483
42,-0.09288,-0.13491
42.1,-0.09298,-0.13499
42.2,-0.09308,-0.13508
42.3,-0.09318,-0.13517
42.4,-0.09328,-0.13526
42.5,-0.09339,-0.13535
42.6,-0.0935,-0.13545
42.7,-0.09361,-0.13554
42.8,-0.09373,-0.13564
42.9,-0.09385,-0.13575
43,-0.09398,-0.13586
43.1,-0.09411,-0.13598
43.2,-0.09425,-0.13611
43.3,-0.0944,-0.13623
43.4,-0.09455,-0.13636
43.5,-0.0947,-0.1365
43.6,-0.09486,-0.13664
43.7,-0.09502,-0.13678
43.8,-0.09519,-0.13693
43.9,-0.09536,-0.13708
44,-0.09554,-0.13724
44.1,-0.09572,-0.1374
44.2,-0.09591,-0.13756
44.3,-0.09611,-0.13774
44.4,-0.09633,-0.13793
44.5,-0.09655,-0.13812
44.6,-0.09678,-0.13833
44.7,-0.09702,-0.13854
44.8,-0.09727,-0.13876
44.9,-0.09753,-0.13899
45,-0.0978,-0.13923
45.1,-0.09808,-0.13948
45.2,-0.09838,-0.13974
45.3,-0.09867,-0.14
45.4,-0.09898,-0.14028
45.5,-0.09932,-0.14057
45.6,-0.09967,-0.14088
45.7,-0.10004,-0.14121
45.8,-0.10042,-0.14155
45.9,-0.10083,-0.14192
46,-0.10125,-0.14229
46.1,-0.1017,-0.14269
46.2,-0.10216,-0.1431
46.3,-0.10264,-0.14352
46.4,-0.10314,-0.14396
46.5,-0.10367,-0.14443
46.6,-0.10424,-0.14494
46.7,-0.10485,-0.14549
46.8,-0.1055,-0.14607
46.9,-0.1062,-0.14669
47,-0.10694,-0.14735
47.1,-0.10772,-0.14804
47.2,-0.10854,-0.14878
47.3,-0.1094,-0.14955
47.4,-0.11031,-0.15035
47.5,-0.11126,-0.1512
47.6,-0.11224,-0.15207
47.7,-0.1133,-0.15302
47.8,-0.11446,-0.15405
47.9,-0.11572,-0.15518
48,-0.11709,-0.1564
48.1,-0.11856,-0.15771
48.2,-0.12013,-0.15912
48.3,-0.1218,-0.16061
48.4,-0.12358,-0.16219
48.5,-0.12545,-0.16387
48.6,-0.12743,-0.16564
48.7,-0.12951,-0.1675
48.8,-0.13172,-0.16947
48.9,-0.13413,-0.17163
49,-0.13677,-0.17398
49.1,-0.13963,-0.17654
49.2,-0.14271,-0.17929
49.3,-0.14601,-0.18224
49.4,-0.14953,-0.18539
49.5,-0.15326,-0.18873
49.6,-0.15722,-0.19228
49.7,-0.1614,-0.19601
49.8,-0.1658,-0.19995
49.9,-0.17043,-0.20409
50,-0.17541,-0.20855
50.1,-0.18046,-0.21307
50.2,-0.18558,-0.21765
50.3,-0.19077,-0.2223
50.4,-0.19604,-0.22702
50.5,-0.20138,-0.2318
50.6,-0.20679,-0.23665
50.7,-0.21228,-0.24156
50.8,-0.21784,-0.24654
50.9,-0.22347,-0.25158
51,-0.22917,-0.2567
51.1,-0.23451,-0.26148
51.2,-0.23937,-0.26584
51.3,-0.24405,-0.27003
51.4,-0.24853,-0.27404
51.5,-0.25281,-0.27787
51.6,-0.2569,-0.28154
51.7,-0.26079,-0.28502
51.8,-0.26448,-0.28833
51.9,-0.26799,-0.29147
52,-0.27129,-0.29443
52.1,-0.2744,-0.29721
52.2,-0.27729,-0.2998
52.3,-0.27981,-0.30206
52.4,-0.28221,-0.30421
52.5,-0.28449,-0.30625
52.6,-0.28665,-0.30818
52.7,-0.28869,-0.31
52.8,-0.2906,-0.31171
52.9,-0.2924,-0.31331
53,-0.29407,-0.3148
53.1,-0.29562,-0.31618
53.2,-0.29704,-0.31746
53.3,-0.29835,-0.31862
53.4,-0.29955,-0.31969
53.5,-0.3007,-0.32072
53.6,-0.30181,-0.32171
53.7,-0.30287,-0.32265
53.8,-0.30389,-0.32356
53.9,-0.30485,-0.32442
54,-0.30577,-0.32523
54.1,-0.30664,-0.326
54.2,-0.30746,-0.32673
54.3,-0.30824,-0.32742
54.4,-0.30897,-0.32807
54.5,-0.30964,-0.32867
54.6,-0.31028,-0.32923
54.7,-0.31091,-0.32978
54.8,-0.31151,-0.33031
54.9,-0.31209,-0.33083
55,-0.31265,-0.33132
55.1,-0.31319,-0.3318
55.2,-0.31371,-0.33226
55.3,-0.31421,-0.33269
55.4,-0.31469,-0.33312
55.5,-0.31515,-0.33352
55.6,-0.31559,-0.3339
55.7,-0.31601,-0.33427
55.8,-0.31641,-0.33462
55.9,-0.3168,-0.33496
56,-0.31718,-0.33529
56.1,-0.31755,-0.33561
56.2,-0.31792,-0.33593
56.3,-0.31827,-0.33624
56.4,-0.31862,-0.33654
56.5,-0.31896,-0.33684
56.6,-0.31929,-0.33712
56.7,-0.31961,-0.3374
56.8,-0.31993,-0.33767
56.9,-0.32023,-0.33793
57,-0.32053,-0.33819
57.1,-0.32084,-0.33845
57.2,-0.32114,-0.33871
57.3,-0.32144,-0.33897
57.4,-0.32173,-0.33922
57.5,-0.32203,-0.33947
57.6,-0.32232,-0.33972
57.7,-0.3226,-0.33997
57.8,-0.32289,-0.34021
57.9,-0.32317,-0.34045
58,-0.32345,-0.34068
58.1,-0.32372,-0.34092
58.2,-0.324,-0.34115
58.3,-0.32426,-0.34137
58.4,-0.32453,-0.3416
58.5,-0.3248,-0.34182
58.6,-0.32506,-0.34205
58.7,-0.32533,-0.34228
58.8,-0.3256,-0.3425
58.9,-0.32587,-0.34273
59,-0.32614,-0.34296
59.1,-0.32641,-0.34318
59.2,-0.32668,-0.34341
59.3,-0.32695,-0.34364
59.4,-0.32722,-0.34387
59.5,-0.32751,-0.3441
59.6,-0.32779,-0.34434
59.7,-0.32808,-0.34458
59.8,-0.32837,-0.34483
59.9,-0.32867,-0.34508
60,-0.32897,-0.34533
60.1,-0.32927,-0.34558
60.2,-0.32958,-0.34584
60.3,-0.32989,-0.34609
60.4,-0.3302,-0.34635
60.5,-0.33051,-0.34662
60.6,-0.33083,-0.34688
60.7,-0.33115,-0.34714
60.8,-0.33147,-0.34741
60.9,-0.33179,-0.34769
61,-0.33213,-0.34796
61.1,-0.33247,-0.34825
61.2,-0.33282,-0.34854
61.3,-0.33317,-0.34883
61.4,-0.33353,-0.34913
61.5,-0.3339,-0.34944
61.6,-0.33427,-0.34975
61.7,-0.33465,-0.35007
61.8,-0.33504,-0.35039
61.9,-0.33542,-0.3507
62,-0.33581,-0.35103
62.1,-0.33621,-0.35136
62.2,-0.33662,-0.3517
62.3,-0.33703,-0.35204
62.4,-0.33746,-0.3524
62.5,-0.33789,-0.35276
62.6,-0.33833,-0.35312
62.7,-0.33878,-0.35349
62.8,-0.33923,-0.35387
62.9,-0.3397,-0.35426
63,-0.34017,-0.35465
63.1,-0.34066,-0.35506
63.2,-0.34115,-0.35546
63.3,-0.34165,-0.35588
63.4,-0.34216,-0.3563
63.5,-0.34267,-0.35673
63.6,-0.34319,-0.35716
63.7,-0.34372,-0.3576
63.8,-0.34426,-0.35805
63.9,-0.34481,-0.3585
64,-0.34536,-0.35896
64.1,-0.34592,-0.35942
64.2,-0.3465,-0.3599
64.3,-0.34709,-0.36039
64.4,-0.34768,-0.36088
64.5,-0.34828,-0.36137
64.6,-0.34889,-0.36187
64.7,-0.3495,-0.36237
64.8,-0.35011,-0.36288
64.9,-0.35073,-0.36339
65,-0.35136,-0.36391
65.1,-0.35199,-0.36443
65.2,-0.35263,-0.36495
65.3,-0.35328,-0.36548
65.4,-0.35392,-0.36601
65.5,-0.35457,-0.36654
65.6,-0.35521,-0.36706
65.7,-0.35585,-0.36758
65.8,-0.35649,-0.3681
65.9,-0.35713,-0.36862
66,-0.35777,-0.36914
66.1,-0.35841,-0.36965
66.2,-0.35904,-0.37016
66.3,-0.35968,-0.37068
66.4,-0.36032,-0.37118
66.5,-0.36094,-0.37169
66.6,-0.36156,-0.37218
66.7,-0.36217,-0.37265
66.8,-0.36276,-0.37312
66.9,-0.36333,-0.37357
67,-0.3639,-0.37401
67.1,-0.36445,-0.37443
67.2,-0.36499,-0.37485
67.3,-0.36551,-0.37525
67.4,-0.36602,-0.37563
67.5,-0.36652,-0.37601
67.6,-0.36701,-0.37637
67.7,-0.36748,-0.37672
67.8,-0.36792,-0.37704
67.9,-0.36835,-0.37734
68,-0.36874,-0.37762
68.1,-0.36912,-0.37787
68.2,-0.36947,-0.3781
68.3,-0.36979,-0.37831
68.4,-0.37009,-0.37849
68.5,-0.37037,-0.37866
68.6,-0.37062,-0.37879
68.7,-0.37085,-0.37891
68.8,-0.37105,-0.379
68.9,-0.37121,-0.37905
69,-0.37134,-0.37907
69.1,-0.37143,-0.37905
69.2,-0.37148,-0.379
69.3,-0.37149,-0.37891
69.4,-0.37147,-0.37878
69.5,-0.37141,-0.37862
69.6,-0.37131,-0.37843
69.7,-0.37118,-0.3782
69.8,-0.37101,-0.37793
69.9,-0.37081,-0.37763
70,-0.37055,-0.37728
70.1,-0.37021,-0.37685
70.2,-0.3698,-0.37636
70.3,-0.36932,-0.37579
70.4,-0.36877,-0.37515
70.5,-0.36815,-0.37444
70.6,-0.36745,-0.37366
70.7,-0.36668,-0.37281
70.8,-0.36584,-0.37189
70.9,-0.36492,-0.3709
71,-0.36393,-0.36983
71.1,-0.36281,-0.36864
71.2,-0.36154,-0.36729
71.3,-0.3601,-0.36579
71.4,-0.35851,-0.36413
71.5,-0.35676,-0.36231
71.6,-0.35485,-0.36033
71.7,-0.35278,-0.3582
71.8,-0.35055,-0.35591
71.9,-0.34817,-0.35347
72,-0.34563,-0.35087
72.1,-0.34293,-0.34811
72.2,-0.33997,-0.3451
72.3,-0.33675,-0.34183
72.4,-0.33329,-0.33831
72.5,-0.32958,-0.33455
72.6,-0.32562,-0.33055
72.7,-0.32143,-0.3263
72.8,-0.31698,-0.32181
72.9,-0.3123,-0.31707
73,-0.30737,-0.3121
73.1,-0.30219,-0.30688
73.2,-0.29677,-0.30141
73.3,-0.29116,-0.29575
73.4,-0.28565,-0.29019
73.5,-0.28026,-0.28476
73.6,-0.27499,-0.27945
73.7,-0.26985,-0.27426
73.8,-0.26484,-0.26919
73.9,-0.25995,-0.26426
74,-0.25518,-0.25944
74.1,-0.25054,-0.25475
74.2,-0.24602,-0.25018
74.3,-0.24163,-0.24574
74.4,-0.23736,-0.24142
74.5,-0.2336,-0.23762
74.6,-0.23007,-0.23404
74.7,-0.22672,-0.23064
74.8,-0.22355,-0.22743
74.9,-0.22057,-0.22441
75,-0.21778,-0.22157
75.1,-0.21517,-0.21892
75.2,-0.21274,-0.21645
75.3,-0.2105,-0.21417
75.4,-0.20845,-0.21208
75.5,-0.20658,-0.21017
75.6,-0.20493,-0.20849
75.7,-0.20342,-0.20695
75.8,-0.202,-0.20548
75.9,-0.20065,-0.2041
76,-0.19938,-0.2028
76.1,-0.1982,-0.20158
76.2,-0.1971,-0.20045
76.3,-0.19607,-0.19939
76.4,-0.19513,-0.19842
76.5,-0.19427,-0.19752
76.6,-0.19349,-0.19671
76.7,-0.19279,-0.19598
76.8,-0.19214,-0.19531
76.9,-0.19153,-0.19467
77,-0.19096,-0.19407
77.1,-0.19042,-0.1935
77.2,-0.18992,-0.19297
77.3,-0.18945,-0.19248
77.4,-0.18901,-0.19202
77.5,-0.18862,-0.19159
77.6,-0.18826,-0.19121
77.7,-0.18793,-0.19086
77.8,-0.18764,-0.19054
77.9,-0.18737,-0.19025
78,-0.18712,-0.18997
78.1,-0.18688,-0.18971
78.2,-0.18666,-0.18946
78.3,-0.18645,-0.18924
78.4,-0.18626,-0.18902
78.5,-0.18608,-0.18882
78.6,-0.18592,-0.18864
78.7,-0.18578,-0.18848
78.8,-0.18565,-0.18833
78.9,-0.18554,-0.18819
79,-0.18544,-0.18808
79.1,-0.18535,-0.18797
79.2,-0.18527,-0.18786
79.3,-0.1852,-0.18777
79.4,-0.18513,-0.18768
79.5,-0.18507,-0.1876
79.6,-0.18502,-0.18753
79.7,-0.18497,-0.18747
79.8,-0.18493,-0.18741
79.9,-0.18491,-0.18737
80,-0.18488,-0.18733
80.1,-0.18487,-0.18729
80.2,-0.18486,-0.18726
80.3,-0.18485,-0.18724
80.4,-0.18484,-0.18722
80.5,-0.18484,-0.1872
80.6,-0.18485,-0.18719
80.7,-0.18485,-0.18718
80.8,-0.18486,-0.18717
80.9,-0.18488,-0.18717
81,-0.1849,-0.18717
81.1,-0.18492,-0.18718
81.2,-0.18494,-0.18719
81.3,-0.18497,-0.1872
81.4,-0.185,-0.18721
81.5,-0.18503,-0.18723
81.6,-0.18506,-0.18725
81.7,-0.1851,-0.18727
81.8,-0.18514,-0.18729
81.9,-0.18517,-0.18731
82,-0.18521,-0.18734
82.1,-0.18525,-0.18737
82.2,-0.1853,-0.1874
82.3,-0.18534,-0.18743
82.4,-0.18539,-0.18746
82.5,-0.18543,-0.18749
82.6,-0.18548,-0.18752
82.7,-0.18553,-0.18756
82.8,-0.18557,-0.18759
82.9,-0.18562,-0.18763
83,-0.18567,-0.18767
83.1,-0.18572,-0.18771
83.2,-0.18577,-0.18774
83.3,-0.18582,-0.18778
83.4,-0.18588,-0.18782
83.5,-0.18593,-0.18787
83.6,-0.18598,-0.18791
83.7,-0.18603,-0.18795
83.8,-0.18609,-0.18799
83.9,-0.18614,-0.18803
84,-0.18619,-0.18807
84.1,-0.18624,-0.18811
84.2,-0.1863,-0.18816
84.3,-0.18635,-0.1882
84.4,-0.1864,-0.18824
84.5,-0.18646,-0.18829
84.6,-0.18651,-0.18833
84.7,-0.18656,-0.18837
84.8,-0.18662,-0.18842
84.9,-0.18667,-0.18846
85,-0.18672,-0.1885
85.1,-0.18677,-0.18854
85.2,-0.18683,-0.18859
85.3,-0.18688,-0.18863
85.4,-0.18693,-0.18867
85.5,-0.18698,-0.18872
85.6,-0.18703,-0.18876
85.7,-0.18708,-0.1888
85.8,-0.18713,-0.18884
85.9,-0.18718,-0.18888
86,-0.18723,-0.18893
86.1,-0.18728,-0.18897
86.2,-0.18733,-0.18901
86.3,-0.18738,-0.18905
86.4,-0.18743,-0.18909
86.5,-0.18748,-0.18913
86.6,-0.18753,-0.18917
86.7,-0.18757,-0.18921
86.8,-0.18762,-0.18925
86.9,-0.18767,-0.18929
87,-0.18771,-0.18933
87.1,-0.18776,-0.18936
87.2,-0.1878,-0.1894
87.3,-0.18785,-0.18944
87.4,-0.18789,-0.18948
87.5,-0.18794,-0.18951
87.6,-0.18798,-0.18955
87.7,-0.18802,-0.18959
87.8,-0.18807,-0.18962
87.9,-0.18811,-0.18966
88,-0.18815,-0.18969
88.1,-0.18819,-0.18973
88.2,-0.18823,-0.18976
88.3,-0.18827,-0.1898
88.4,-0.18831,-0.18983
88.5,-0.18835,-0.18986
88.6,-0.18839,-0.1899
88.7,-0.18843,-0.18993
88.8,-0.18846,-0.18996
88.9,-0.1885,-0.18999
89,-0.18854,-0.19002
89.1,-0.18857,-0.19005
89.2,-0.18861,-0.19008
89.3,-0.18864,-0.19011
89.4,-0.18868,-0.19014
89.5,-0.18871,-0.19017
89.6,-0.18875,-0.1902
89.7,-0.18878,-0.19023
89.8,-0.18881,-0.19026
89.9,-0.18884,-0.19028
90,-0.18887,-0.19031
90.1,-0.1889,-0.19034
90.2,-0.18893,-0.19036
90.3,-0.18896,-0.19039
90.4,-0.18899,-0.19041
90.5,-0.18902,-0.19044
90.6,-0.18905,-0.19046
90.7,-0.18908,-0.19048
90.8,-0.18911,-0.19051
90.9,-0.18913,-0.19053
91,-0.18916,-0.19055
91.1,-0.18918,-0.19058
91.2,-0.18921,-0.1906
91.3,-0.18923,-0.19062
91.4,-0.18926,-0.19064
91.5,-0.18928,-0.19066
91.6,-0.1893,-0.19068
91.7,-0.18933,-0.1907
91.8,-0.18935,-0.19072
91.9,-0.18937,-0.19073
92,-0.18939,-0.19075
92.1,-0.18941,-0.19077
92.2,-0.18943,-0.19079
92.3,-0.18945,-0.1908
92.4,-0.18947,-0.19082
92.5,-0.18949,-0.19084
92.6,-0.18951,-0.19085
92.7,-0.18952,-0.19087
92.8,-0.18954,-0.19088
92.9,-0.18956,-0.19089
93,-0.18957,-0.19091
93.1,-0.18959,-0.19092
93.2,-0.1896,-0.19093
93.3,-0.18962,-0.19094
93.4,-0.18963,-0.19096
93.5,-0.18964,-0.19097
93.6,-0.18966,-0.19098
93.7,-0.18967,-0.19099
93.8,-0.18968,-0.191
93.9,-0.18969,-0.19101
94,-0.1897,-0.19102
94.1,-0.18971,-0.19103
94.2,-0.18972,-0.19103
94.3,-0.18973,-0.19104
94.4,-0.18974,-0.19105
94.5,-0.18975,-0.19106
94.6,-0.18975,-0.19106
94.7,-0.18976,-0.19107
94.8,-0.18977,-0.19107
94.9,-0.18977,-0.19108
95,-0.18978,-0.19108
95.1,-0.18978,-0.19109
95.2,-0.18979,-0.19109
95.3,-0.18979,-0.19109
95.4,-0.18979,-0.1911
95.5,-0.1898,-0.1911
95.6,-0.1898,-0.1911
95.7,-0.1898,-0.1911
95.8,-0.1898,-0.1911
95.9,-0.1898,-0.19111
96,-0.1898,-0.19111
