SG_voltage,CH_voltage,lockinIC_R,lockinIC_T,lockinIC_X,lockinIC_Y
-0.4,0.0184,2.833753e-06,92.64336,-1.307129e-07,2.830585e-06
-0.4,0.0188,3.456853e-06,99.95099,-5.973279e-07,3.404589e-06
-0.4,0.0192,3.918193e-06,107.8773,-1.202775e-06,3.728896e-06
-0.4,0.0196,3.14114e-06,112.5142,-1.202775e-06,2.901736e-06
-0.4,0.02,2.34819e-06,123.9026,-1.309767e-06,1.948921e-06
-0.4,0.0204,2.32909e-06,108.8063,-7.508173e-07,2.204613e-06
-0.4,0.0208,3.538314e-06,115.0559,-1.498438e-06,3.205256e-06
-0.4,0.0212,3.670329e-06,104.5733,-9.235013e-07,3.552222e-06
-0.4,0.0216,2.758003e-06,118.9722,-1.335885e-06,2.412736e-06
-0.4,0.022,3.876535e-06,117.5604,-1.79357e-06,3.436569e-06
-0.4,0.0224,1.524237e-06,120.6189,-7.762704e-07,1.311628e-06
-0.4,0.0228,2.532826e-06,111.0801,-9.109787e-07,2.363305e-06
-0.4,0.0232,2.757512e-06,126.5076,-1.640472e-06,2.216337e-06
-0.4,0.0236,2.760635e-06,104.1559,-6.75274e-07,2.677353e-06
-0.4,0.024,3.39258e-06,99.14592,-5.392301e-07,3.349425e-06
-0.4,0.0244,3.171483e-06,110.9852,-1.136418e-06,2.960896e-06
-0.4,0.0248,3.556575e-06,98.08677,-5.003269e-07,3.521176e-06
-0.4,0.0252,2.463122e-06,108.3022,-7.734708e-07,2.338523e-06
-0.4,0.0256,3.753606e-06,86.37091,2.375654e-07,3.745956e-06
-0.4,0.026,2.318406e-06,116.0756,-1.019032e-06,2.082299e-06
-0.4,0.0264,2.670871e-06,116.8974,-1.20824e-06,2.381823e-06
-0.4,0.0268,1.756483e-06,105.5244,-4.700794e-07,1.6923e-06
-0.4,0.0272,1.39709e-06,65.14554,5.871914e-07,1.267656e-06
-0.4,0.0276,3.11952e-06,99.28667,-5.033891e-07,3.078544e-06
-0.4,0.028,3.422699e-06,115.9244,-1.496309e-06,3.078147e-06
-0.4,0.0284,3.367764e-06,119.3097,-1.648603e-06,2.936644e-06
-0.4,0.0288,3.38331e-06,119.8211,-1.682443e-06,2.93518e-06
-0.4,0.0292,2.191023e-06,115.7736,-9.526815e-07,1.973038e-06
-0.4,0.0296,2.133669e-06,138.1059,-1.588242e-06,1.42475e-06
-0.4,0.03,2.707611e-06,100.1477,-4.770085e-07,2.665232e-06
-0.4,0.0304,2.576373e-06,92.66784,-1.199226e-07,2.572629e-06
-0.4,0.0308,1.934118e-06,121.9485,-1.02343e-06,1.641137e-06
-0.4,0.0312,2.51713e-06,127.5344,-1.53348e-06,1.99596e-06
-0.4,0.0316,2.523852e-06,110.3177,-8.763335e-07,2.36677e-06
-0.4,0.032,2.029074e-06,93.68197,-1.303106e-07,2.024872e-06
-0.4,0.0324,2.268958e-06,81.89443,3.199093e-07,2.246187e-06
-0.4,0.0328,2.334896e-06,85.40868,1.869332e-07,2.32733e-06
-0.4,0.0332,2.200316e-06,88.99048,3.876909e-08,2.199953e-06
-0.4,0.0336,2.023654e-06,97.99322,-2.814084e-07,2.00395e-06
-0.4,0.034,3.074247e-06,91.0353,-5.556643e-08,3.073615e-06
-0.4,0.0344,2.85012e-06,112.0491,-1.069933e-06,2.641646e-06
-0.4,0.0348,1.961527e-06,96.15404,-2.102572e-07,1.950122e-06
-0.4,0.0352,1.626793e-06,112.3778,-6.193108e-07,1.50416e-06
-0.4,0.0356,3.133825e-06,129.5507,-1.995429e-06,2.416335e-06
-0.4,0.036,3.208944e-06,132.8351,-2.181703e-06,2.35318e-06
-0.4,0.0364,3.140145e-06,84.22626,3.159139e-07,3.124114e-06
-0.4,0.0368,2.487989e-06,91.166,-5.063228e-08,2.487352e-06
-0.4,0.0372,2.396218e-06,84.23369,2.407673e-07,2.384092e-06
-0.4,0.0376,2.213018e-06,84.63148,2.070553e-07,2.203283e-06
-0.4,0.038,2.374833e-06,117.1325,-1.082992e-06,2.113346e-06
-0.4,0.0384,3.516281e-06,93.00618,-1.844074e-07,3.511313e-06
-0.4,0.0388,3.045983e-06,81.03155,4.748683e-07,3.008728e-06
-0.4,0.0392,3.287868e-06,88.00345,1.145862e-07,3.285868e-06
-0.4,0.0396,2.589555e-06,76.16579,6.191711e-07,2.514403e-06
-0.4,0.04,2.949133e-06,73.50863,8.371565e-07,2.827785e-06
-0.4,0.0404,2.210922e-06,87.79363,8.513778e-08,2.209279e-06
-0.4,0.0408,2.409076e-06,96.63738,-2.784803e-07,2.392882e-06
-0.4,0.0412,2.542594e-06,101.8572,-5.22444e-07,2.488285e-06
-0.4,0.0416,3.041546e-06,117.223,-1.391312e-06,2.704538e-06
-0.4,0.042,1.704169e-06,90.99465,-2.958253e-08,1.703627e-06
-0.4,0.0424,2.447828e-06,95.19411,-2.215839e-07,2.437653e-06
-0.4,0.0428,2.516191e-06,123.0231,-1.371195e-06,2.109613e-06
-0.4,0.0432,3.000246e-06,89.18794,4.250183e-08,2.999799e-06
-0.4,0.0436,2.19028e-06,120.7919,-1.12123e-06,1.881502e-06
-0.4,0.044,3.2665e-06,83.18076,3.878641e-07,3.243366e-06
-0.4,0.0444,2.074828e-06,83.54096,2.33436e-07,2.061646e-06
-0.4,0.0448,2.789776e-06,96.11164,-2.969987e-07,2.773823e-06
-0.4,0.0452,1.171108e-06,86.31452,7.528066e-08,1.16866e-06
-0.4,0.0456,2.406623e-06,109.0961,-7.873289e-07,2.274032e-06
-0.4,0.046,2.212246e-06,97.12345,-2.739485e-07,2.194488e-06
-0.4,0.0464,2.248378e-06,90.4995,-1.95913e-08,2.248182e-06
-0.4,0.0468,2.390887e-06,94.78889,-1.99601e-07,2.382494e-06
-0.4,0.0472,1.954386e-06,84.86008,1.750756e-07,1.946389e-06
-0.4,0.0476,2.815028e-06,75.90177,6.856564e-07,2.730119e-06
-0.4,0.048,2.259705e-06,98.98636,-3.529619e-07,2.231927e-06
-0.4,0.0484,2.117268e-06,126.2903,-1.253139e-06,1.706555e-06
-0.4,0.0488,2.085216e-06,110.4554,-7.287003e-07,1.953586e-06
-0.4,0.0492,1.726046e-06,94.5559,-1.371111e-07,1.720547e-06
-0.4,0.0496,2.548104e-06,128.7591,-1.595171e-06,1.986896e-06
-0.4,0.05,2.579653e-06,115.8645,-1.125231e-06,2.320932e-06
-0.4,0.0504,2.470985e-06,146.2224,-2.053789e-06,1.373721e-06
-0.4,0.0508,1.806484e-06,162.2847,-1.720687e-06,5.500204e-07
-0.4,0.0512,1.9904e-06,137.1268,-1.458602e-06,1.354129e-06
-0.4,0.0516,2.629028e-06,142.2635,-2.079108e-06,1.609023e-06
-0.4,0.052,2.155087e-06,147.6165,-1.819817e-06,1.154137e-06
-0.4,0.0524,3.067418e-06,163.8766,-2.946641e-06,8.518137e-07
-0.4,0.0528,2.048855e-06,154.1489,-1.8438e-06,8.933823e-07
-0.4,0.0532,2.797393e-06,154.5703,-2.526266e-06,1.201171e-06
-0.4,0.0536,3.104411e-06,133.6039,-2.140928e-06,2.24792e-06
-0.4,0.054,1.552272e-06,-156.0975,-1.419028e-06,-6.289053e-07
-0.4,0.0544,1.438938e-06,121.1433,-7.440224e-07,1.231949e-06
-0.4,0.0548,2.34263e-06,173.5907,-2.328e-06,2.615489e-07
-0.4,0.0552,4.03564e-06,156.1045,-3.68973e-06,1.634739e-06
-0.4,0.0556,2.975123e-06,175.1035,-2.964232e-06,2.539549e-07
-0.4,0.056,4.43083e-06,177.2818,-4.425756e-06,2.101175e-07
-0.4,0.0564,5.505541e-06,174.2498,-5.477836e-06,5.516186e-07
-0.4,0.0568,4.584018e-06,178.4893,-4.582319e-06,1.208446e-07
-0.4,0.0572,5.472538e-06,-165.5341,-5.299022e-06,-1.36706e-06
-0.4,0.0576,5.681924e-06,-161.181,-5.378169e-06,-1.832876e-06
-0.4,0.058,4.115073e-06,-158.6318,-3.832167e-06,-1.499371e-06
-0.4,0.0584,4.858519e-06,-150.6917,-4.236554e-06,-2.37823e-06
-0.4,0.0588,6.067017e-06,-161.8433,-5.764838e-06,-1.890571e-06
-0.4,0.0592,6.452305e-06,-161.1748,-6.107132e-06,-2.082036e-06
-0.4,0.0596,6.614852e-06,-159.8103,-6.208397e-06,-2.283632e-06
-0.4,0.06,6.934806e-06,-149.84,-5.996011e-06,-3.484139e-06
-0.4,0.0604,6.877284e-06,-153.5138,-6.155367e-06,-3.067094e-06
-0.4,0.0608,8.840074e-06,-148.2418,-7.516432e-06,-4.6528e-06
-0.4,0.0612,8.914461e-06,-146.2406,-7.411306e-06,-4.953794e-06
-0.4,0.0616,8.48657e-06,-145.7135,-7.011847e-06,-4.780713e-06
-0.4,0.062,9.759183e-06,-144.2369,-7.918953e-06,-5.703544e-06
-0.4,0.0624,1.123555e-05,-142.4559,-8.908543e-06,-6.846629e-06
-0.4,0.0628,1.306699e-05,-138.3146,-9.758491e-06,-8.690027e-06
-0.4,0.0632,1.356927e-05,-139.0511,-1.024882e-05,-8.893087e-06
-0.4,0.0636,1.50942e-05,-138.705,-1.13406e-05,-9.961148e-06
-0.4,0.064,1.767241e-05,-136.051,-1.272338e-05,-1.226489e-05
-0.4,0.0644,1.777572e-05,-134.8843,-1.25439e-05,-1.259467e-05
-0.4,0.0648,1.788112e-05,-136.3996,-1.294896e-05,-1.233125e-05
-0.4,0.0652,1.981493e-05,-137.9408,-1.471161e-05,-1.327393e-05
-0.4,0.0656,2.213921e-05,-133.7537,-1.531054e-05,-1.599153e-05
-0.4,0.066,2.185988e-05,-135.5049,-1.559287e-05,-1.532039e-05
-0.4,0.0664,2.234103e-05,-131.6392,-1.484419e-05,-1.669638e-05
-0.4,0.0668,2.371514e-05,-133.4501,-1.630945e-05,-1.721656e-05
-0.4,0.0672,2.683649e-05,-130.1549,-1.73057e-05,-2.051122e-05
-0.4,0.0676,2.883695e-05,-130.6028,-1.876749e-05,-2.189414e-05
-0.4,0.068,3.051646e-05,-131.4977,-2.021996e-05,-2.285628e-05
-0.4,0.0684,3.262303e-05,-129.3999,-2.070682e-05,-2.520893e-05
-0.4,0.0688,3.815939e-05,-125.0866,-2.193451e-05,-3.122519e-05
-0.4,0.0692,4.252252e-05,-124.5117,-2.409223e-05,-3.503897e-05
-0.4,0.0696,4.285121e-05,-126.104,-2.525023e-05,-3.462152e-05
-0.4,0.07,4.449083e-05,-125.5946,-2.589578e-05,-3.617831e-05
-0.4,0.0704,5.009488e-05,-121.6812,-2.63095e-05,-4.262987e-05
-0.4,0.0708,5.544298e-05,-120.7771,-2.837022e-05,-4.76347e-05
-0.4,0.0712,5.763583e-05,-121.4732,-3.00917e-05,-4.915672e-05
-0.4,0.0716,6.016499e-05,-119.7467,-2.985186e-05,-5.223686e-05
-0.4,0.072,7.082904e-05,-117.5838,-3.279717e-05,-6.277828e-05
-0.4,0.0724,7.871519e-05,-116.6067,-3.525375e-05,-7.037946e-05
-0.4,0.0728,8.058733e-05,-116.2125,-3.559565e-05,-7.229987e-05
-0.4,0.0732,8.387264e-05,-116.3214,-3.718975e-05,-7.517682e-05
-0.4,0.0736,8.678358e-05,-115.6899,-3.762079e-05,-7.82054e-05
-0.4,0.074,9.089838e-05,-115.7231,-3.945206e-05,-8.18906e-05
-0.4,0.0744,9.134046e-05,-115.3725,-3.913974e-05,-8.25299e-05
-0.4,0.0748,9.127844e-05,-115.9187,-3.989749e-05,-8.209726e-05
-0.4,0.0752,9.566192e-05,-115.4609,-4.112477e-05,-8.637112e-05
-0.4,0.0756,9.975934e-05,-114.8132,-4.18652e-05,-9.054971e-05
-0.4,0.076,0.0001013338,-114.252,-4.16231e-05,-9.239098e-05
-0.4,0.0764,0.0001032327,-114.6131,-4.299536e-05,-9.385318e-05
-0.4,0.0768,0.0001039509,-114.3582,-4.287358e-05,-9.469779e-05
-0.4,0.0772,0.0001094818,-113.4782,-4.361773e-05,-0.0001004179
-0.4,0.0776,0.0001116486,-113.5407,-4.459252e-05,-0.0001023569
-0.4,0.078,0.0001137072,-113.5593,-4.54486e-05,-0.0001042295
-0.4,0.0784,0.0001085454,-112.9858,-4.238751e-05,-9.992713e-05
-0.4,0.0788,0.0001044658,-114.5185,-4.335205e-05,-9.504595e-05
-0.4,0.0792,0.0001034488,-113.9685,-4.202456e-05,-9.452844e-05
-0.4,0.0796,0.0001023718,-114.2122,-4.198458e-05,-9.336658e-05
-0.4,0.08,9.950822e-05,-114.9205,-4.192889e-05,-9.024339e-05
-0.4,0.0804,9.497391e-05,-114.6905,-3.967231e-05,-8.629117e-05
-0.4,0.0808,9.4897e-05,-114.8259,-3.984379e-05,-8.612743e-05
-0.4,0.0812,9.455238e-05,-115.3067,-4.041779e-05,-8.54784e-05
-0.4,0.0816,9.139563e-05,-116.1602,-4.029482e-05,-8.203357e-05
-0.4,0.082,8.432234e-05,-116.9898,-3.826821e-05,-7.513858e-05
-0.4,0.0824,8.001092e-05,-117.0143,-3.634207e-05,-7.128124e-05
-0.4,0.0828,7.681535e-05,-118.7059,-3.689555e-05,-6.737445e-05
-0.4,0.0832,6.90098e-05,-118.8753,-3.332521e-05,-6.043003e-05
-0.4,0.0836,6.059791e-05,-122.1929,-3.228486e-05,-5.128152e-05
-0.4,0.084,5.318128e-05,-123.2392,-2.915061e-05,-4.44802e-05
-0.4,0.0844,5.041768e-05,-122.8984,-2.738449e-05,-4.233248e-05
-0.4,0.0848,4.731049e-05,-124.6119,-2.687311e-05,-3.893735e-05
-0.4,0.0852,4.201046e-05,-126.5995,-2.504744e-05,-3.372693e-05
-0.4,0.0856,3.82249e-05,-130.1379,-2.464091e-05,-2.92227e-05
-0.4,0.086,3.905405e-05,-127.9011,-2.399096e-05,-3.08164e-05
-0.4,0.0864,3.818626e-05,-127.7578,-2.338245e-05,-3.01903e-05
-0.4,0.0868,3.91196e-05,-127.4757,-2.380136e-05,-3.104571e-05
-0.4,0.0872,3.933792e-05,-128.558,-2.451967e-05,-3.076137e-05
-0.4,0.0876,3.950802e-05,-128.5668,-2.463039e-05,-3.089062e-05
-0.4,0.088,3.900505e-05,-129.1312,-2.4616e-05,-3.025625e-05
-0.4,0.0884,4.064618e-05,-127.887,-2.49611e-05,-3.207887e-05
-0.4,0.0888,4.366412e-05,-127.5657,-2.662075e-05,-3.461059e-05
-0.4,0.0892,4.390408e-05,-126.5271,-2.613162e-05,-3.52804e-05
-0.4,0.0896,4.495865e-05,-124.5267,-2.54822e-05,-3.703972e-05
-0.4,0.09,4.66677e-05,-125.5809,-2.715372e-05,-3.795456e-05
-0.4,0.0904,4.957439e-05,-124.4705,-2.80583e-05,-4.087002e-05
-0.4,0.0908,4.719054e-05,-125.328,-2.728829e-05,-3.850058e-05
-0.4,0.0912,4.732075e-05,-125.9335,-2.776996e-05,-3.831551e-05
-0.4,0.0916,4.630357e-05,-125.4699,-2.686885e-05,-3.771059e-05
-0.4,0.092,4.616299e-05,-125.4336,-2.676346e-05,-3.761306e-05
-0.4,0.0924,4.610974e-05,-124.7755,-2.629937e-05,-3.787421e-05
-0.4,0.0928,4.672602e-05,-124.1365,-2.622116e-05,-3.867526e-05
-0.4,0.0932,4.631018e-05,-125.7974,-2.70879e-05,-3.756176e-05
-0.4,0.0936,4.540777e-05,-125.9224,-2.664021e-05,-3.677177e-05
-0.4,0.094,4.694245e-05,-125.271,-2.710589e-05,-3.832524e-05
-0.4,0.0944,4.598631e-05,-124.5003,-2.604715e-05,-3.789833e-05
-0.4,0.0948,4.2912e-05,-126.3917,-2.545982e-05,-3.45433e-05
-0.4,0.0952,3.950938e-05,-127.5857,-2.409862e-05,-3.130886e-05
-0.4,0.0956,3.619223e-05,-129.54,-2.304055e-05,-2.791067e-05
-0.4,0.096,3.476962e-05,-131.2072,-2.290571e-05,-2.615827e-05
-0.4,0.0964,3.05508e-05,-132.8494,-2.077677e-05,-2.239806e-05
-0.4,0.0968,2.465989e-05,-138.9375,-1.859334e-05,-1.619859e-05
-0.4,0.0972,2.284266e-05,-139.5271,-1.737671e-05,-1.482687e-05
-0.4,0.0976,2.142081e-05,-141.8464,-1.684441e-05,-1.323316e-05
-0.4,0.098,1.683111e-05,-143.7235,-1.356866e-05,-9.958617e-06
-0.4,0.0984,1.334124e-05,-149.5615,-1.150249e-05,-6.75882e-06
-0.4,0.0988,1.14681e-05,-149.5136,-9.882671e-06,-5.818136e-06
-0.4,0.0992,1.065068e-05,-150.2588,-9.247642e-06,-5.283566e-06
-0.4,0.0996,8.523613e-06,-154.1115,-7.668195e-06,-3.721576e-06
-0.4,0.1,6.179496e-06,-161.2887,-5.852775e-06,-1.98237e-06
-0.4,0.1004,4.790229e-06,-172.2096,-4.745939e-06,-6.492901e-07
-0.4,0.1008,3.904452e-06,-178.3946,-3.902787e-06,-1.09395e-07
-0.4,0.1012,2.613376e-06,149.8758,-2.260314e-06,1.311494e-06
-0.4,0.1016,1.810194e-06,142.6447,-1.438882e-06,1.098308e-06
-0.4,0.102,3.277597e-06,129.6464,-2.091228e-06,2.523729e-06
-0.4,0.1024,2.748057e-06,149.5493,-2.368904e-06,1.392642e-06
-0.4,0.1028,1.425029e-06,173.0225,-1.414362e-06,1.730807e-07
-0.4,0.1032,1.249898e-06,119.4098,-6.137117e-07,1.088714e-06
-0.4,0.1036,3.592036e-06,124.9546,-2.057919e-06,2.94397e-06
-0.4,0.104,3.300564e-06,131.5473,-2.189029e-06,2.470163e-06
-0.4,0.1044,2.701213e-06,136.9003,-1.972245e-06,1.845527e-06
-0.4,0.1048,2.734757e-06,107.1875,-8.08116e-07,2.6126e-06
-0.4,0.1052,3.952665e-06,104.8728,-1.014506e-06,3.820169e-06
-0.4,0.1056,2.413708e-06,107.9009,-7.418934e-07,2.296814e-06
-0.4,0.106,3.36368e-06,108.8998,-1.089518e-06,3.182206e-06
-0.4,0.1064,3.417665e-06,85.89269,2.447627e-07,3.408584e-06
-0.4,0.1068,2.248546e-06,114.3613,-9.274967e-07,2.048319e-06
-0.4,0.1072,2.988584e-06,94.98735,-2.598222e-07,2.977151e-06
-0.4,0.1076,2.907067e-06,102.4621,-6.273072e-07,2.838442e-06
-0.4,0.108,2.999732e-06,119.9396,-1.497108e-06,2.599406e-06
-0.4,0.1084,2.567538e-06,119.1169,-1.249277e-06,2.242986e-06
-0.4,0.1088,2.753483e-06,113.1432,-1.082193e-06,2.531854e-06
-0.4,0.1092,3.393894e-06,90.65031,-3.851205e-08,3.393664e-06
-0.4,0.1096,2.095218e-06,96.80786,-2.483669e-07,2.080433e-06
-0.4,0.11,3.443744e-06,99.16384,-5.484279e-07,3.399789e-06
-0.4,0.1104,2.589052e-06,107.911,-7.962528e-07,2.463771e-06
-0.4,0.1108,3.370212e-06,95.06909,-2.977978e-07,3.35689e-06
-0.4,0.1112,3.839749e-06,101.4044,-7.59216e-07,3.763943e-06
-0.4,0.1116,3.134882e-06,90.49426,-2.705119e-08,3.134641e-06
-0.4,0.112,3.40313e-06,98.30446,-4.915315e-07,3.367412e-06
-0.4,0.1124,2.199148e-06,106.9585,-6.414279e-07,2.103483e-06
-0.4,0.1128,4.672609e-06,85.99061,3.267042e-07,4.661059e-06
-0.4,0.1132,3.14988e-06,97.52299,-4.12384e-07,3.12265e-06
-0.4,0.1136,2.719447e-06,95.43714,-2.576932e-07,2.707069e-06
-0.4,0.114,3.060456e-06,105.1218,-7.983874e-07,2.954363e-06
-0.4,0.1144,3.460032e-06,101.8266,-7.091145e-07,3.386199e-06
-0.4,0.1148,2.92273e-06,106.0485,-8.079819e-07,2.808731e-06
-0.4,0.1152,3.392653e-06,101.545,-6.790012e-07,3.323977e-06
-0.4,0.1156,2.771375e-06,64.63551,1.187179e-06,2.504143e-06
-0.4,0.116,3.627e-06,82.08708,4.99254e-07,3.592327e-06
-0.4,0.1164,3.451606e-06,100.0939,-6.049219e-07,3.398062e-06
-0.4,0.1168,3.796912e-06,103.3669,-8.777976e-07,3.693988e-06
-0.4,0.1172,2.558939e-06,106.3558,-7.205754e-07,2.455372e-06
-0.4,0.1176,2.569796e-06,102.0005,-5.343016e-07,2.513604e-06
-0.4,0.118,2.750543e-06,98.53045,-4.079863e-07,2.719994e-06
-0.4,0.1184,3.439921e-06,102.0303,-7.17245e-07,3.364216e-06
-0.4,0.1188,3.284705e-06,96.99495,-3.999955e-07,3.260152e-06
-0.4,0.1192,2.869572e-06,95.95995,-2.979319e-07,2.854032e-06
-0.4,0.1196,3.383008e-06,106.2719,-9.478814e-07,3.247495e-06
-0.4,0.12,3.126578e-06,81.40091,4.674084e-07,3.090938e-06
-0.4,0.1204,2.235939e-06,116.7965,-1.007974e-06,1.995826e-06
-0.4,0.1208,3.193605e-06,88.5634,8.007511e-08,3.192465e-06
-0.4,0.1212,3.558084e-06,98.88801,-5.497578e-07,3.515314e-06
-0.4,0.1216,2.449505e-06,99.90159,-4.211794e-07,2.413004e-06
-0.4,0.122,3.286639e-06,84.24156,3.29772e-07,3.270015e-06
-0.4,0.1224,1.906905e-06,101.1814,-3.697481e-07,1.870712e-06
-0.4,0.1228,3.886895e-06,78.64976,7.64938e-07,3.810843e-06
-0.4,0.1232,3.490962e-06,86.02776,2.41829e-07,3.482535e-06
-0.4,0.1236,3.386512e-06,93.18497,-1.881401e-07,3.38127e-06
-0.4,0.124,2.752091e-06,102.6807,-6.041228e-07,2.684818e-06
-0.4,0.1244,3.741793e-06,108.8797,-1.210771e-06,3.540359e-06
-0.4,0.1248,2.174925e-06,102.1089,-4.562214e-07,2.126399e-06
-0.4,0.1252,3.594288e-06,87.97111,1.272428e-07,3.591924e-06
-0.4,0.1256,3.202904e-06,82.55874,4.147812e-07,3.175813e-06
-0.4,0.126,3.092452e-06,85.66538,2.337042e-07,3.083478e-06
-0.4,0.1264,2.148287e-06,112.9119,-8.36363e-07,1.978771e-06
-0.4,0.1268,3.520164e-06,86.79754,1.966618e-07,3.514643e-06
-0.4,0.1272,3.004912e-06,103.1038,-6.812699e-07,2.926653e-06
-0.4,0.1276,4.43653e-06,96.53072,-5.045905e-07,4.407629e-06
-0.4,0.128,2.667188e-06,100.879,-5.033891e-07,2.619126e-06
-0.4,0.1284,2.671217e-06,86.56498,1.600217e-07,2.666294e-06
-0.4,0.1288,2.997474e-06,89.1875,4.250183e-08,2.997133e-06
-0.4,0.1292,2.332068e-06,119.3289,-1.142285e-06,2.033131e-06
-0.4,0.1296,2.963528e-06,107.7326,-9.0258e-07,2.822723e-06
-0.4,0.13,2.891499e-06,96.48788,-3.267098e-07,2.872953e-06
-0.4,0.1304,3.536419e-06,112.286,-1.341082e-06,3.272144e-06
-0.4,0.1308,2.385757e-06,95.75319,-2.391692e-07,2.373699e-06
-0.4,0.1312,1.354644e-06,118.6738,-6.499551e-07,1.188514e-06
-0.4,0.1316,2.244338e-06,76.17148,5.364306e-07,2.179166e-06
-0.4,0.132,3.404919e-06,112.8573,-1.322558e-06,3.137441e-06
-0.4,0.1324,2.045564e-06,90.42912,-1.53277e-08,2.045391e-06
-0.4,0.1328,3.36606e-06,106.167,-9.372252e-07,3.232838e-06
-0.4,0.1332,3.37414e-06,82.60377,4.343669e-07,3.34596e-06
-0.4,0.1336,2.914443e-06,96.42319,-3.260448e-07,2.896003e-06
-0.4,0.134,3.201691e-06,104.7731,-8.16375e-07,3.095733e-06
-0.4,0.1344,3.208184e-06,94.41864,-2.471655e-07,3.198595e-06
-0.4,0.1348,3.644904e-06,97.13132,-4.524942e-07,3.616578e-06
-0.4,0.1352,2.71012e-06,114.7394,-1.134155e-06,2.461368e-06
-0.4,0.1356,2.020781e-06,133.749,-1.397307e-06,1.459792e-06
-0.4,0.136,2.032343e-06,100.5975,-3.737434e-07,1.997558e-06
-0.4,0.1364,2.839358e-06,80.61977,4.627481e-07,2.801271e-06
-0.4,0.1368,3.102611e-06,91.465,-7.928162e-08,3.101594e-06
-0.4,0.1372,2.428337e-06,93.10803,-1.316461e-07,2.424728e-06
-0.4,0.1376,3.358192e-06,80.33826,5.636103e-07,3.310522e-06
