deplition,CH_voltage,lockinIC_R,lockinIC_T,lockinIC_X,lockinIC_Y
-0.294852,0.1548,1.169644e-06,136.7964,-8.524842e-07,8.006449e-07
-0.294852,0.1547,1.253334e-06,137.7484,-9.276308e-07,8.426159e-07
-0.294852,0.1546,1.6165e-06,103.3293,-3.726817e-07,1.572914e-06
-0.294852,0.1545,1.64639e-06,123.5236,-9.092465e-07,1.372519e-06
-0.294852,0.1544,2.419201e-06,129.6722,-1.544404e-06,1.86205e-06
-0.294852,0.1543,2.170315e-06,149.4134,-1.868315e-06,1.104304e-06
-0.294852,0.1542,9.992122e-07,112.105,-3.760121e-07,9.257588e-07
-0.294852,0.1541,1.738099e-06,111.0245,-6.235744e-07,1.622345e-06
-0.294852,0.154,1.642595e-06,105.242,-4.318412e-07,1.584772e-06
-0.294852,0.1539,7.21855e-07,100.4873,-1.313779e-07,7.097739e-07
-0.294852,0.1538,1.956408e-06,101.754,-3.985259e-07,1.915348e-06
-0.294852,0.1537,1.783613e-06,136.1101,-1.285387e-06,1.236481e-06
-0.294852,0.1536,1.727437e-06,107.3174,-5.14185e-07,1.649128e-06
-0.294852,0.1535,1.206206e-06,108.5986,-3.846734e-07,1.143079e-06
-0.294852,0.1534,1.659454e-06,112.2869,-6.293021e-07,1.535341e-06
-0.294852,0.1533,1.027666e-06,108.805,-3.312416e-07,9.727925e-07
-0.294852,0.1532,1.076851e-06,152.1182,-9.517483e-07,5.035176e-07
-0.294852,0.1531,1.70128e-06,123.333,-9.34828e-07,1.421419e-06
-0.294852,0.153,1.376437e-06,138.9171,-1.037422e-06,9.044408e-07
-0.294852,0.1529,2.161005e-06,126.0963,-1.273127e-06,1.746129e-06
-0.294852,0.1528,2.48035e-06,118.9103,-1.199042e-06,2.171169e-06
-0.294852,0.1527,2.07575e-06,143.957,-1.678314e-06,1.221287e-06
-0.294852,0.1526,1.760182e-06,135.5515,-1.256469e-06,1.23248e-06
-0.294852,0.1525,5.93042e-07,70.10043,2.018585e-07,5.576144e-07
-0.294852,0.1524,5.943775e-07,100.2285,-1.055281e-07,5.847942e-07
-0.294852,0.1523,1.138318e-07,131.3825,-7.515214e-08,8.527189e-08
-0.294852,0.1522,1.462519e-06,117.1186,-6.666127e-07,1.301636e-06
-0.294852,0.1521,1.933928e-06,91.71766,-5.796365e-08,1.932933e-06
-0.294852,0.152,1.279821e-06,81.47522,1.897327e-07,1.265661e-06
-0.294852,0.1519,1.024933e-06,106.4109,-2.895388e-07,9.83186e-07
-0.294852,0.1518,1.827031e-06,97.26946,-2.311784e-07,1.812217e-06
-0.294852,0.1517,1.512324e-06,68.86612,5.452204e-07,1.410495e-06
-0.294852,0.1516,1.523578e-06,121.4222,-7.942579e-07,1.300038e-06
-0.294852,0.1515,9.502675e-07,125.3821,-5.501601e-07,7.746666e-07
-0.294852,0.1514,1.081578e-06,90.41601,-7.862225e-09,1.081522e-06
-0.294852,0.1513,1.727689e-06,85.41786,1.380331e-07,1.722145e-06
-0.294852,0.1512,2.326464e-06,92.25794,-9.167566e-08,2.32453e-06
-0.294852,0.1511,2.007666e-06,72.54794,6.021168e-07,1.915214e-06
-0.294852,0.151,1.303464e-06,66.18852,5.261711e-07,1.192376e-06
-0.294852,0.1509,1.687411e-06,117.4918,-7.789358e-07,1.496834e-06
-0.294852,0.1508,1.537336e-06,108.6476,-4.915315e-07,1.456461e-06
-0.294852,0.1507,1.136681e-06,102.9185,-2.540946e-07,1.107769e-06
-0.294852,0.1506,1.368943e-06,105.1729,-3.582872e-07,1.321088e-06
-0.294852,0.1505,1.821326e-06,79.17956,3.418978e-07,1.788899e-06
-0.294852,0.1504,2.197489e-06,102.331,-4.692804e-07,2.146789e-06
-0.294852,0.1503,1.886095e-06,82.93686,2.319719e-07,1.871773e-06
-0.294852,0.1502,1.428309e-06,84.25511,1.429673e-07,1.421017e-06
-0.294852,0.1501,1.306375e-06,101.8064,-2.672877e-07,1.278586e-06
-0.294852,0.15,1.321384e-06,114.6935,-5.520209e-07,1.200506e-06
-0.295138,0.2,6.155222e-07,66.27245,2.476908e-07,5.634762e-07
-0.295138,0.1999,1.915426e-06,94.70715,-1.572277e-07,1.908816e-06
-0.295138,0.1998,1.430841e-06,93.62514,-9.047426e-08,1.427946e-06
-0.295138,0.1997,1.79723e-06,94.9467,-1.549646e-07,1.790497e-06
-0.295138,0.1996,1.607956e-06,84.36963,1.57753e-07,1.600094e-06
-0.295138,0.1995,2.460809e-06,116.4402,-1.095648e-06,2.203283e-06
-0.295138,0.1994,1.518683e-06,103.7813,-3.617517e-07,1.474851e-06
-0.295138,0.1993,1.909542e-06,109.0104,-6.219763e-07,1.805288e-06
-0.295138,0.1992,1.5245e-06,92.80073,-7.448717e-08,1.52255e-06
-0.295138,0.1991,1.07713e-06,116.2225,-4.759412e-07,9.662657e-07
-0.295138,0.199,1.572774e-06,143.3293,-1.261403e-06,9.392201e-07
-0.295138,0.1989,1.959946e-06,127.6813,-1.19798e-06,1.551065e-06
-0.295138,0.1988,2.009879e-06,95.3742,-1.882743e-07,2.000888e-06
-0.295138,0.1987,1.15088e-06,106.7291,-3.312416e-07,1.102041e-06
-0.295138,0.1986,1.984639e-06,115.8527,-8.654091e-07,1.785971e-06
-0.295138,0.1985,1.426214e-06,102.7707,-3.152545e-07,1.390909e-06
-0.295138,0.1984,1.620618e-06,102.9806,-3.640204e-07,1.579178e-06
-0.295138,0.1983,1.027576e-06,93.08574,-5.52982e-08,1.02609e-06
-0.295138,0.1982,1.327631e-06,103.5653,-3.113877e-07,1.290444e-06
-0.295138,0.1981,1.503836e-06,122.6336,-8.1091e-07,1.266326e-06
-0.295138,0.198,1.703934e-06,69.04272,6.094425e-07,1.59117e-06
-0.295138,0.1979,2.068614e-06,105.673,-5.588158e-07,1.991562e-06
-0.295138,0.1978,1.479282e-06,107.4389,-4.432965e-07,1.411294e-06
-0.295138,0.1977,1.624373e-06,98.61919,-2.434328e-07,1.605961e-06
-0.295138,0.1976,1.789933e-06,59.98517,8.953828e-07,1.549864e-06
-0.295138,0.1975,1.406695e-06,89.57786,1.038797e-08,1.406628e-06
-0.295138,0.1974,1.428298e-06,122.1706,-7.604118e-07,1.208899e-06
-0.295138,0.1973,1.648575e-06,104.9326,-4.24778e-07,1.592768e-06
-0.295138,0.1972,1.356611e-06,146.291,-1.128427e-06,7.528122e-07
-0.295138,0.1971,1.956861e-06,85.20454,1.636203e-07,1.949988e-06
-0.295138,0.197,2.384377e-06,113.3246,-9.440202e-07,2.189425e-06
-0.295138,0.1969,1.337427e-06,82.08446,1.841392e-07,1.324553e-06
-0.295138,0.1968,2.13197e-06,85.87127,1.534894e-07,2.126399e-06
-0.295138,0.1967,1.176383e-06,94.69753,-9.6336e-08,1.172393e-06
-0.295138,0.1966,1.541063e-06,82.76725,1.939963e-07,1.52868e-06
-0.295138,0.1965,9.804535e-07,74.92042,2.550221e-07,9.465459e-07
-0.295138,0.1964,2.033494e-06,91.25518,-4.45079e-08,2.032997e-06
-0.295138,0.1963,5.037523e-07,94.6748,-4.104338e-08,5.020536e-07
-0.295138,0.1962,9.012781e-07,96.97222,-1.09395e-07,8.945837e-07
-0.295138,0.1961,9.831078e-07,89.46421,9.192153e-09,9.830519e-07
-0.295138,0.196,1.834345e-06,94.47372,-1.43107e-07,1.828607e-06
-0.295138,0.1959,1.254642e-06,89.50705,1.07903e-08,1.254469e-06
-0.295138,0.1958,1.497723e-06,90.67304,-1.759082e-08,1.497499e-06
-0.295138,0.1957,2.181664e-06,95.62555,-2.138558e-07,2.171035e-06
-0.295138,0.1956,8.626487e-07,117.4962,-3.982633e-07,7.652062e-07
-0.295138,0.1955,1.829411e-06,127.5309,-1.114435e-06,1.450734e-06
-0.295138,0.1954,1.674721e-06,94.43525,-1.295115e-07,1.669647e-06
-0.295138,0.1953,2.241181e-06,84.74992,2.050548e-07,2.231664e-06
-0.295138,0.1952,1.972021e-06,114.0737,-8.043833e-07,1.80036e-06
-0.295138,0.1951,1.020837e-06,107.3445,-3.043245e-07,9.743962e-07
-0.295138,0.195,1.475237e-06,84.38712,1.442972e-07,1.468056e-06
-0.295138,0.1949,1.625407e-06,126.2956,-9.621419e-07,1.310029e-06
-0.295138,0.1948,1.592952e-06,120.0917,-7.986556e-07,1.378247e-06
-0.295138,0.1947,9.625442e-07,82.68507,1.225769e-07,9.546764e-07
-0.295138,0.1946,1.441106e-06,95.92323,-1.487005e-07,1.433277e-06
-0.295138,0.1945,1.84598e-06,137.7064,-1.365462e-06,1.242209e-06
-0.295138,0.1944,1.10536e-06,83.04088,1.339036e-07,1.097107e-06
-0.295138,0.1943,1.556061e-06,78.3465,3.143157e-07,1.52388e-06
-0.295138,0.1942,1.509251e-06,106.6531,-4.325062e-07,1.445934e-06
-0.295138,0.1941,1.789592e-06,63.04568,8.111726e-07,1.595165e-06
-0.295138,0.194,1.105332e-06,108.7752,-3.557559e-07,1.046475e-06
-0.295138,0.1939,7.976666e-07,110.7002,-2.819448e-07,7.461514e-07
-0.295138,0.1938,1.436563e-06,113.6401,-5.760043e-07,1.315891e-06
-0.295138,0.1937,1.563219e-06,114.7783,-6.551519e-07,1.419285e-06
-0.295138,0.1936,1.549651e-06,114.9235,-6.530229e-07,1.405298e-06
-0.295138,0.1935,1.014618e-06,91.49822,-2.652034e-08,1.014232e-06
-0.295138,0.1934,1.52816e-06,108.784,-4.920624e-07,1.446733e-06
-0.295138,0.1933,1.094749e-06,162.5549,-1.044351e-06,3.281738e-07
-0.295138,0.1932,1.931654e-06,116.1368,-8.508861e-07,1.734003e-06
-0.295138,0.1931,1.017982e-06,126.4355,-6.045196e-07,8.189007e-07
-0.295138,0.193,4.104115e-07,129.837,-2.6289e-07,3.151148e-07
-0.295138,0.1929,1.149114e-06,97.09985,-1.420397e-07,1.140279e-06
-0.295138,0.1928,8.829999e-07,140.8911,-6.851311e-07,5.569495e-07
-0.295138,0.1927,1.967137e-06,137.5307,-1.451002e-06,1.328151e-06
-0.295138,0.1926,2.239169e-06,82.1815,3.045871e-07,2.218337e-06
-0.295138,0.1925,1.383885e-06,137.0787,-1.013305e-06,9.422823e-07
-0.295138,0.1924,1.646758e-06,99.57649,-2.739485e-07,1.62368e-06
-0.295138,0.1923,2.414278e-06,89.26881,3.077834e-08,2.413937e-06
-0.295138,0.1922,1.453947e-06,83.26907,1.704152e-07,1.443805e-06
-0.295138,0.1921,1.191576e-06,125.0788,-6.847344e-07,9.750612e-07
-0.295138,0.192,1.119034e-06,78.67512,2.19712e-07,1.097107e-06
-0.295138,0.1919,1.394156e-06,104.9326,-3.592204e-07,1.346938e-06
-0.295138,0.1918,1.465056e-06,77.48362,3.17512e-07,1.430215e-06
-0.295138,0.1917,1.518934e-06,79.59395,2.743396e-07,1.493901e-06
-0.295138,0.1916,1.060936e-06,55.57776,5.997195e-07,8.751265e-07
-0.295138,0.1915,1.013215e-06,100.6936,-1.88006e-07,9.955801e-07
-0.295138,0.1914,1.309443e-06,77.78784,2.770051e-07,1.279782e-06
-0.295138,0.1913,1.076253e-06,109.7089,-3.629531e-07,1.013165e-06
-0.295138,0.1912,7.626693e-07,124.188,-4.285108e-07,6.307605e-07
-0.295138,0.1911,1.148024e-06,103.2804,-2.63689e-07,1.117229e-06
-0.295138,0.191,1.684293e-06,131.4402,-1.114703e-06,1.262594e-06
-0.295138,0.1909,1.756154e-06,106.2317,-4.908666e-07,1.686036e-06
-0.295138,0.1908,1.607565e-06,91.41079,-3.957375e-08,1.607157e-06
-0.295138,0.1907,1.395005e-06,97.07275,-1.717507e-07,1.384243e-06
-0.295138,0.1906,2.50492e-06,106.2225,-6.997883e-07,2.405142e-06
-0.295138,0.1905,1.729007e-06,88.9319,3.224238e-08,1.728672e-06
-0.295138,0.1904,1.01497e-06,119.9711,-5.069877e-07,8.791275e-07
-0.295138,0.1903,1.13739e-06,121.7151,-5.978588e-07,9.674672e-07
-0.295138,0.1902,1.145241e-06,126.7074,-6.844662e-07,9.180307e-07
-0.295138,0.1901,1.332079e-06,87.67298,5.409121e-08,1.330945e-06
-0.295138,0.19,2.018854e-06,118.4194,-9.608063e-07,1.775577e-06
-0.295138,0.1899,1.231335e-06,101.8274,-2.523623e-07,1.205032e-06
-0.295138,0.1898,5.505345e-07,89.94505,5.308538e-10,5.504172e-07
-0.295138,0.1897,1.599144e-06,122.4267,-8.574128e-07,1.349737e-06
-0.295138,0.1896,1.199031e-06,90.05057,-1.067295e-09,1.198908e-06
-0.295138,0.1895,2.055013e-06,95.66358,-2.027973e-07,2.044854e-06
-0.295138,0.1894,1.487055e-06,105.3321,-3.932006e-07,1.434076e-06
-0.295138,0.1893,1.547399e-06,109.0996,-5.063228e-07,1.46206e-06
-0.295138,0.1892,1.461982e-06,102.2882,-3.111194e-07,1.428483e-06
-0.295138,0.1891,2.428539e-06,110.0742,-8.335635e-07,2.280961e-06
-0.295138,0.189,7.676091e-07,135.7368,-5.496237e-07,5.356315e-07
-0.295138,0.1889,1.716155e-06,99.6508,-2.876725e-07,1.691764e-06
-0.295138,0.1888,1.378258e-06,133.186,-9.432211e-07,1.004906e-06
-0.295138,0.1887,7.434189e-07,92.19761,-2.851523e-08,7.42821e-07
-0.295138,0.1886,1.368675e-06,92.11456,-5.050376e-08,1.367725e-06
-0.295138,0.1885,1.608174e-06,114.0842,-6.562191e-07,1.468056e-06
-0.295138,0.1884,1.177165e-06,97.91204,-1.620221e-07,1.165861e-06
-0.295138,0.1883,8.210465e-07,76.65669,1.894645e-07,7.987786e-07
-0.295138,0.1882,1.955604e-06,116.6588,-8.774008e-07,1.747593e-06
-0.295138,0.1881,1.037925e-06,85.63959,7.88737e-08,1.034751e-06
-0.295138,0.188,1.970775e-06,106.4563,-5.58285e-07,1.890029e-06
-0.295138,0.1879,1.401621e-06,131.859,-9.352248e-07,1.043815e-06
-0.295138,0.1878,1.261565e-06,119.5331,-6.218422e-07,1.097643e-06
-0.295138,0.1877,7.783379e-07,87.09435,3.943406e-08,7.77198e-07
-0.295138,0.1876,1.101968e-06,104.5532,-2.768766e-07,1.066597e-06
-0.295138,0.1875,1.430701e-06,125.9215,-8.392911e-07,1.158535e-06
-0.295138,0.1874,1.455657e-06,105.7115,-3.941338e-07,1.401169e-06
-0.295138,0.1873,1.283023e-06,88.24563,3.930553e-08,1.282313e-06
-0.295138,0.1872,1.471722e-06,134.5778,-1.03289e-06,1.048207e-06
-0.295138,0.1871,1.595802e-06,122.049,-8.46751e-07,1.352531e-06
-0.295138,0.187,1.158418e-06,89.09801,1.825019e-08,1.158267e-06
-0.295138,0.1869,2.047838e-06,114.704,-8.558146e-07,1.860318e-06
-0.295138,0.1868,1.449795e-06,84.74818,1.327078e-07,1.443671e-06
-0.295138,0.1867,1.558933e-06,113.7668,-6.282348e-07,1.426616e-06
-0.295138,0.1866,2.053527e-06,124.7395,-1.17013e-06,1.687372e-06
-0.295138,0.1865,1.199617e-06,117.4848,-5.536247e-07,1.064199e-06
-0.295138,0.1864,1.638242e-06,87.16167,8.114241e-08,1.636203e-06
-0.295138,0.1863,1.23462e-06,79.91743,2.161134e-07,1.215426e-06
-0.295138,0.1862,1.251921e-06,94.32106,-9.433552e-08,1.248339e-06
-0.295138,0.1861,9.148791e-07,114.5808,-3.805384e-07,8.318256e-07
-0.295138,0.186,8.209403e-07,127.8098,-5.03255e-07,6.486196e-07
-0.295138,0.1859,1.167565e-06,118.1501,-5.508251e-07,1.02942e-06
-0.295138,0.1858,1.389171e-06,130.7707,-9.071119e-07,1.05194e-06
-0.295138,0.1857,1.466916e-06,126.5614,-8.738022e-07,1.178255e-06
-0.295138,0.1856,1.001218e-06,69.5148,3.50425e-07,9.378846e-07
-0.295138,0.1855,1.457255e-06,132.9195,-9.922552e-07,1.067128e-06
-0.295138,0.1854,9.055305e-07,116.1604,-3.991965e-07,8.126366e-07
-0.295138,0.1853,1.272892e-06,154.7136,-1.150812e-06,5.436223e-07
-0.295138,0.1852,1.579474e-06,145.3784,-1.299776e-06,8.973777e-07
-0.295138,0.1851,1.338299e-06,127.7495,-8.193086e-07,1.058204e-06
-0.295138,0.185,1.115368e-06,107.5866,-3.369692e-07,1.063132e-06
-0.295138,0.1849,1.911023e-06,115.8789,-8.340943e-07,1.719346e-06
-0.295138,0.1848,4.579648e-07,111.3996,-1.670904e-07,4.263706e-07
-0.295138,0.1847,1.537078e-06,144.0285,-1.243947e-06,9.028427e-07
-0.295138,0.1846,1.551026e-06,139.6445,-1.181853e-06,1.004241e-06
-0.295138,0.1845,1.391597e-06,97.14531,-1.730863e-07,1.38065e-06
-0.295138,0.1844,2.212408e-06,122.3931,-1.185189e-06,1.868046e-06
-0.295138,0.1843,6.353538e-07,85.06816,5.462765e-08,6.328951e-07
-0.295138,0.1842,1.15478e-06,149.6713,-9.966529e-07,5.830619e-07
-0.295138,0.1841,1.621004e-06,144.644,-1.322027e-06,9.380187e-07
-0.295138,0.184,1.091379e-06,165.2727,-1.05541e-06,2.774074e-07
-0.295138,0.1839,9.762011e-07,131.019,-6.406288e-07,7.364228e-07
-0.295138,0.1838,1.061037e-06,111.5605,-3.898702e-07,9.866505e-07
-0.295138,0.1837,2.290517e-06,143.3515,-1.83767e-06,1.367188e-06
-0.295138,0.1836,5.874596e-07,-169.7032,-5.780048e-07,-1.049973e-07
-0.295138,0.1835,1.259582e-06,89.62507,8.258968e-09,1.259531e-06
-0.295138,0.1834,1.032002e-06,150.1967,-8.953884e-07,5.128439e-07
-0.295138,0.1833,8.515175e-07,157.9404,-7.890611e-07,3.197751e-07
-0.295138,0.1832,7.537677e-07,116.1045,-3.316439e-07,6.767325e-07
-0.295138,0.1831,1.25705e-06,90.26739,-5.867332e-09,1.257e-06
-0.295138,0.183,1.692233e-06,118.0338,-7.953196e-07,1.493638e-06
-0.295138,0.1829,1.35708e-06,81.37206,2.035908e-07,1.341607e-06
-0.295138,0.1828,1.079315e-06,103.2752,-2.478305e-07,1.050475e-06
-0.295138,0.1827,2.379046e-06,106.0192,-6.564818e-07,2.286555e-06
-0.295138,0.1826,1.652296e-06,87.30504,7.767789e-08,1.650329e-06
-0.295138,0.1825,2.496739e-06,89.02195,4.263594e-08,2.496281e-06
-0.295138,0.1824,2.230698e-06,93.89136,-1.513659e-07,2.225534e-06
-0.295138,0.1823,9.152479e-07,132.533,-6.186459e-07,6.743352e-07
-0.295138,0.1822,1.678973e-06,117.1561,-7.662735e-07,1.493772e-06
-0.295138,0.1821,1.295434e-06,114.1026,-5.289707e-07,1.182384e-06
-0.295138,0.182,1.108998e-06,132.8102,-7.536169e-07,8.135698e-07
-0.295138,0.1819,8.221026e-07,140.0895,-6.305035e-07,5.273669e-07
-0.295138,0.1818,1.041803e-06,133.159,-7.125791e-07,7.600095e-07
-0.295138,0.1817,1.800918e-06,116.9333,-8.1571e-07,1.605559e-06
-0.295138,0.1816,2.075348e-06,125.3716,-1.201311e-06,1.692166e-06
-0.295138,0.1815,9.733624e-07,47.2466,6.607454e-07,7.147081e-07
-0.295138,0.1814,1.3365e-06,68.60034,4.876591e-07,1.244343e-06
-0.295138,0.1813,6.942618e-07,104.3032,-1.714825e-07,6.72603e-07
-0.295138,0.1812,1.107456e-06,125.6173,-6.448924e-07,9.001772e-07
-0.295138,0.1811,9.541679e-07,132.8058,-6.483569e-07,7.000509e-07
-0.295138,0.181,1.179244e-06,137.2885,-8.664708e-07,7.998459e-07
-0.295138,0.1809,6.602313e-07,142.1395,-5.212426e-07,4.051867e-07
-0.295138,0.1808,2.235867e-06,104.5978,-5.634818e-07,2.163575e-06
-0.295138,0.1807,9.059607e-07,125.8088,-5.30038e-07,7.346905e-07
-0.295138,0.1806,1.761613e-06,140.7521,-1.364132e-06,1.114429e-06
-0.295138,0.1805,2.3366e-06,100.1848,-4.131831e-07,2.299614e-06
-0.295138,0.1804,1.114938e-06,97.5125,-1.457668e-07,1.105237e-06
-0.295138,0.1803,1.394374e-06,99.62195,-2.330448e-07,1.374648e-06
-0.295138,0.1802,3.905128e-07,69.98516,1.33641e-07,3.668088e-07
-0.295138,0.1801,9.540952e-07,122.9483,-5.188453e-07,8.005108e-07
-0.295138,0.18,1.465067e-06,114.4689,-6.067827e-07,1.333348e-06
-0.295138,0.1799,8.281655e-07,126.661,-4.944652e-07,6.643384e-07
-0.295138,0.1798,1.033041e-06,135.4396,-7.360316e-07,7.248334e-07
-0.295138,0.1797,1.453517e-06,135.9536,-1.044748e-06,1.010499e-06
-0.295138,0.1796,1.888643e-06,161.5377,-1.791436e-06,5.981214e-07
-0.295138,0.1795,1.740781e-06,111.862,-6.482228e-07,1.61555e-06
-0.295138,0.1794,1.92587e-06,148.6074,-1.643937e-06,1.003174e-06
-0.295138,0.1793,1.521751e-06,147.1783,-1.27872e-06,8.247625e-07
-0.295138,0.1792,1.091128e-06,99.93744,-1.882743e-07,1.074722e-06
-0.295138,0.1791,9.526647e-07,-177.3321,-9.516142e-07,-4.437379e-08
-0.295138,0.179,1.183714e-06,170.7373,-1.168264e-06,1.905318e-07
-0.295138,0.1789,1.34458e-06,-174.9343,-1.339215e-06,-1.187212e-07
-0.295138,0.1788,2.793844e-06,-140.4798,-2.155188e-06,-1.777846e-06
-0.295138,0.1787,2.803355e-06,-151.8096,-2.470834e-06,-1.32429e-06
-0.295138,0.1786,2.572758e-06,-145.3928,-2.117481e-06,-1.461133e-06
-0.295138,0.1785,3.066899e-06,-155.5957,-2.792883e-06,-1.267131e-06
-0.295138,0.1784,2.249781e-06,-144.3415,-1.827947e-06,-1.311499e-06
-0.295138,0.1783,2.156971e-06,-139.7529,-1.646334e-06,-1.393575e-06
-0.295138,0.1782,2.215152e-06,-138.8699,-1.668456e-06,-1.456998e-06
-0.295138,0.1781,2.130344e-06,-143.1483,-1.704694e-06,-1.277659e-06
-0.295138,0.178,2.066139e-06,-150.0428,-1.789972e-06,-1.031694e-06
-0.295138,0.1779,2.402627e-06,-138.7956,-1.807557e-06,-1.582648e-06
-0.295138,0.1778,2.896394e-06,-123.6704,-1.605832e-06,-2.410478e-06
-0.295138,0.1777,2.819951e-06,-125.6531,-1.643674e-06,-2.29136e-06
-0.295138,0.1776,3.056282e-06,-123.538,-1.688573e-06,-2.54745e-06
-0.295138,0.1775,3.0585e-06,-131.9735,-2.045396e-06,-2.27377e-06
-0.295138,0.1774,3.587175e-06,-131.9525,-2.398084e-06,-2.667769e-06
-0.295138,0.1773,3.424281e-06,-138.2869,-2.556111e-06,-2.278435e-06
-0.295138,0.1772,3.605414e-06,-111.7362,-1.33522e-06,-3.349034e-06
-0.295138,0.1771,2.420609e-06,-118.7411,-1.163866e-06,-2.122275e-06
-0.295138,0.177,3.92458e-06,-131.0487,-2.577295e-06,-2.9597e-06
-0.295138,0.1769,3.404801e-06,-122.6126,-1.835005e-06,-2.867896e-06
-0.295138,0.1768,2.200679e-06,-125.56,-1.279788e-06,-1.79024e-06
-0.295138,0.1767,3.578703e-06,-135.6791,-2.560241e-06,-2.500282e-06
-0.295138,0.1766,4.079164e-06,-129.0223,-2.568237e-06,-3.169024e-06
-0.295138,0.1765,4.376392e-06,-130.1021,-2.818996e-06,-3.347435e-06
-0.295138,0.1764,4.824601e-06,-123.7566,-2.680823e-06,-4.011109e-06
-0.295138,0.1763,5.921769e-06,-124.573,-3.36036e-06,-4.875982e-06
-0.295138,0.1762,6.739446e-06,-128.0173,-4.150746e-06,-5.309415e-06
-0.295138,0.1761,6.371945e-06,-125.9071,-3.736898e-06,-5.160983e-06
-0.295138,0.176,6.351727e-06,-126.8346,-3.807915e-06,-5.083708e-06
-0.295138,0.1759,7.360098e-06,-122.7612,-3.982862e-06,-6.189348e-06
-0.295138,0.1758,8.041508e-06,-129.0789,-5.069185e-06,-6.242377e-06
-0.295138,0.1757,7.97923e-06,-125.7659,-4.663595e-06,-6.474349e-06
-0.295138,0.1756,7.869685e-06,-130.7278,-5.134737e-06,-5.963768e-06
-0.295138,0.1755,7.9174e-06,-125.4306,-4.589779e-06,-6.451165e-06
-0.295138,0.1754,8.435893e-06,-129.4992,-5.365775e-06,-6.509391e-06
-0.295138,0.1753,8.401606e-06,-125.4612,-4.874249e-06,-6.843164e-06
-0.295138,0.1752,8.701253e-06,-127.208,-5.261717e-06,-6.930034e-06
-0.295138,0.1751,8.767096e-06,-121.6808,-4.604302e-06,-7.460603e-06
-0.295138,0.175,8.676711e-06,-124.5148,-4.916355e-06,-7.149349e-06
-0.295138,0.1749,8.93622e-06,-125.2711,-5.160184e-06,-7.295781e-06
-0.295138,0.1748,8.922692e-06,-121.0299,-4.599507e-06,-7.647944e-06
-0.295138,0.1747,8.841052e-06,-123.1228,-4.831077e-06,-7.404377e-06
-0.295138,0.1746,8.139364e-06,-132.2299,-5.470504e-06,-6.026789e-06
-0.295138,0.1745,7.833698e-06,-126.595,-4.670122e-06,-6.289411e-06
-0.295138,0.1744,8.344855e-06,-124.1371,-4.682913e-06,-6.906984e-06
-0.295138,0.1743,7.988434e-06,-126.2392,-4.722353e-06,-6.44304e-06
-0.295138,0.1742,6.597284e-06,-133.9009,-4.574591e-06,-4.753533e-06
-0.295138,0.1741,6.468297e-06,-126.2993,-3.829233e-06,-5.212951e-06
-0.295138,0.174,7.008735e-06,-130.6463,-4.565393e-06,-5.317809e-06
-0.295138,0.1739,5.783144e-06,-132.8934,-3.936231e-06,-4.236822e-06
-0.295138,0.1738,6.088681e-06,-120.6101,-3.10027e-06,-5.240131e-06
-0.295138,0.1737,6.280543e-06,-128.899,-3.943825e-06,-4.887839e-06
-0.295138,0.1736,5.354225e-06,-130.1071,-3.449231e-06,-4.095051e-06
-0.295138,0.1735,5.102287e-06,-133.221,-3.49413e-06,-3.718111e-06
-0.295138,0.1734,5.559967e-06,-132.3977,-3.74889e-06,-4.105847e-06
-0.295138,0.1733,4.874389e-06,-131.4713,-3.228049e-06,-3.652291e-06
-0.295138,0.1732,3.720603e-06,-132.7088,-2.523466e-06,-2.733858e-06
-0.295138,0.1731,4.156256e-06,-135.6778,-2.973424e-06,-2.903871e-06
-0.295138,0.173,3.642864e-06,-123.2089,-1.995161e-06,-3.047905e-06
-0.295138,0.1729,2.718826e-06,-132.8115,-1.847667e-06,-1.994496e-06
-0.295138,0.1728,1.992657e-06,-146.3767,-1.659259e-06,-1.103376e-06
-0.295138,0.1727,3.011723e-06,-125.6575,-1.755595e-06,-2.446984e-06
-0.295138,0.1726,1.634923e-06,-141.2329,-1.274725e-06,-1.023698e-06
-0.295138,0.1725,1.889107e-06,-150.8401,-1.649536e-06,-9.204391e-07
-0.295138,0.1724,1.595942e-06,-128.3307,-9.897239e-07,-1.251809e-06
-0.295138,0.1723,1.206966e-06,-174.005,-1.200243e-06,-1.26047e-07
-0.295138,0.1722,1.168275e-06,-158.4097,-1.086188e-06,-4.298407e-07
-0.295138,0.1721,9.544529e-07,-157.9229,-8.843299e-07,-3.586895e-07
-0.295138,0.172,1.289818e-06,-155.3763,-1.172399e-06,-5.373638e-07
-0.295138,0.1719,2.082919e-06,161.9718,-1.980638e-06,6.446186e-07
-0.295138,0.1718,1.924501e-06,-178.7421,-1.924009e-06,-4.22392e-08
-0.295138,0.1717,1.335024e-06,145.8119,-1.10431e-06,7.501468e-07
-0.295138,0.1716,1.64359e-06,103.6125,-3.868024e-07,1.5973e-06
-0.295138,0.1715,1.504445e-06,116.7444,-6.770063e-07,1.343473e-06
-0.295138,0.1714,4.386026e-07,136.9423,-3.204513e-07,2.993904e-07
-0.295138,0.1713,1.676492e-06,126.2563,-9.914562e-07,1.351866e-06
-0.295138,0.1712,1.718424e-06,74.17305,4.686098e-07,1.653129e-06
-0.295138,0.1711,1.305526e-06,118.3285,-6.194449e-07,1.149075e-06
