deplition,CH_voltage,lockinIC_R,lockinIC_T,lockinIC_X,lockinIC_Y
-0.297426,0.1887,9.544081e-07,79.77492,1.69482e-07,9.396169e-07
-0.297426,0.1886,1.29236e-06,82.66059,1.650843e-07,1.281648e-06
-0.297426,0.1885,1.334683e-06,97.34202,-1.705493e-07,1.323619e-06
-0.297426,0.1884,8.661355e-07,12.06002,8.468795e-07,1.809373e-07
-0.297426,0.1883,1.172957e-06,123.6302,-6.495583e-07,9.765252e-07
-0.297426,0.1882,1.954112e-06,87.02266,1.015271e-07,1.951452e-06
-0.297426,0.1881,5.159508e-07,123.8698,-2.875383e-07,4.283711e-07
-0.297426,0.188,2.197545e-06,101.7055,-4.458278e-07,2.151718e-06
-0.297426,0.1879,1.935906e-06,123.7421,-1.075264e-06,1.609688e-06
-0.297426,0.1878,2.392703e-06,102.1221,-5.024559e-07,2.339322e-06
-0.297426,0.1877,1.599971e-06,83.87131,1.70812e-07,1.590767e-06
-0.297426,0.1876,1.309264e-06,105.3863,-3.473628e-07,1.262197e-06
-0.297426,0.1875,1.685628e-06,87.13631,8.420459e-08,1.683371e-06
-0.297426,0.1874,1.506233e-06,89.61458,1.012533e-08,1.50616e-06
-0.297426,0.1873,1.865789e-06,100.281,-3.329738e-07,1.835798e-06
-0.297426,0.1872,1.074638e-06,100.705,-1.99601e-07,1.055806e-06
-0.297426,0.1871,1.304017e-06,75.51405,3.261733e-07,1.262459e-06
-0.297426,0.187,9.545702e-07,102.3327,-2.038646e-07,9.324252e-07
-0.297426,0.1869,1.163458e-06,66.95599,4.554167e-07,1.070592e-06
-0.297426,0.1868,9.385999e-07,78.17776,1.92264e-07,9.185671e-07
-0.297426,0.1867,6.632488e-07,122.7193,-3.584213e-07,5.578827e-07
-0.297426,0.1866,2.362433e-06,125.4682,-1.370793e-06,1.924004e-06
-0.297426,0.1865,1.75607e-06,105.8759,-4.803389e-07,1.689104e-06
-0.297426,0.1864,1.559911e-06,83.46228,1.776069e-07,1.54973e-06
-0.297426,0.1863,9.140297e-07,117.7724,-4.258453e-07,8.086413e-07
-0.297426,0.1862,9.558442e-07,124.5306,-5.417615e-07,7.873233e-07
-0.297426,0.1861,2.001553e-06,97.3971,-2.576932e-07,1.984767e-06
-0.297426,0.186,1.338489e-06,83.4955,1.516286e-07,1.329749e-06
-0.297426,0.1859,1.826707e-06,104.277,-4.504937e-07,1.770246e-06
-0.297426,0.1858,1.504339e-06,120.5402,-7.644128e-07,1.295641e-06
-0.297426,0.1857,2.604592e-07,79.67526,4.663132e-08,2.560894e-07
-0.297426,0.1856,9.127669e-07,137.7169,-6.75274e-07,6.141085e-07
-0.297426,0.1855,2.316819e-06,127.718,-1.417296e-06,1.832602e-06
-0.297426,0.1854,1.69401e-06,117.8896,-7.923915e-07,1.497231e-06
-0.297426,0.1853,1.551076e-06,103.4473,-3.6069e-07,1.508424e-06
-0.297426,0.1852,1.381292e-06,134.8917,-9.747985e-07,9.785257e-07
-0.297426,0.1851,1.601474e-06,110.8008,-5.686786e-07,1.496968e-06
-0.297426,0.185,1.234866e-06,147.1941,-1.037824e-06,6.690043e-07
-0.297426,0.1849,1.970462e-06,84.24549,1.975949e-07,1.960515e-06
-0.297426,0.1848,1.567555e-06,115.2382,-6.68345e-07,1.417955e-06
-0.297426,0.1847,2.170342e-06,98.38139,-3.163162e-07,2.147052e-06
-0.297426,0.1846,1.311762e-06,107.1941,-3.877356e-07,1.253133e-06
-0.297426,0.1845,1.15027e-06,111.4739,-4.210453e-07,1.070329e-06
-0.297426,0.1844,1.015232e-06,60.17226,5.049817e-07,8.807256e-07
-0.297426,0.1843,1.370625e-06,95.15914,-1.23253e-07,1.364925e-06
-0.297426,0.1842,1.7872e-06,97.27645,-2.263784e-07,1.772643e-06
-0.297426,0.1841,1.704812e-06,79.48292,3.111138e-07,1.676045e-06
-0.297426,0.184,2.100147e-06,106.3584,-5.914606e-07,2.015143e-06
-0.297426,0.1839,1.356504e-06,95.88127,-1.389719e-07,1.349335e-06
-0.297426,0.1838,1.428896e-06,105.5017,-3.818739e-07,1.376917e-06
-0.297426,0.1837,1.176835e-06,74.64952,3.115162e-07,1.134814e-06
-0.297426,0.1836,1.289041e-06,116.3108,-5.71344e-07,1.155467e-06
-0.297426,0.1835,1.391289e-06,126.3052,-8.237008e-07,1.12109e-06
-0.297426,0.1834,1.124516e-06,107.8367,-3.444347e-07,1.070458e-06
-0.297426,0.1833,1.699067e-06,117.8756,-7.94392e-07,1.501897e-06
-0.297426,0.1832,6.527658e-07,151.4896,-5.73473e-07,3.115162e-07
-0.297426,0.1831,1.550685e-06,83.14492,1.850724e-07,1.53947e-06
-0.297426,0.183,1.013372e-06,106.7221,-2.915337e-07,9.705293e-07
-0.297426,0.1829,5.851238e-07,95.4861,-5.596317e-08,5.822628e-07
-0.297426,0.1828,1.442508e-06,112.084,-5.422979e-07,1.336544e-06
-0.297426,0.1827,1.251233e-06,119.3879,-6.139799e-07,1.090178e-06
-0.297426,0.1826,1.834435e-06,122.7752,-9.930543e-07,1.542404e-06
-0.297426,0.1825,1.534665e-06,80.41825,2.554189e-07,1.513224e-06
-0.297426,0.1824,1.082047e-06,90.02784,-5.364418e-10,1.081919e-06
-0.297426,0.1823,1.309191e-06,96.10683,-1.392401e-07,1.301636e-06
-0.297426,0.1822,1.981051e-06,104.3347,-4.904642e-07,1.919344e-06
-0.297426,0.1821,1.47023e-06,65.05899,6.199702e-07,1.33308e-06
-0.297426,0.182,1.248545e-06,124.0612,-6.992574e-07,1.034354e-06
-0.297426,0.1819,9.869914e-07,112.7135,-3.810748e-07,9.104367e-07
-0.297426,0.1818,1.084048e-06,63.40675,4.852619e-07,9.693279e-07
-0.297426,0.1817,2.44219e-06,102.5513,-5.307029e-07,2.38369e-06
-0.297426,0.1816,1.62434e-06,82.91326,2.003945e-07,1.611823e-06
-0.297426,0.1815,1.321418e-06,70.21584,4.472918e-07,1.24341e-06
-0.297426,0.1814,8.619055e-07,96.42668,-9.647011e-08,8.563399e-07
-0.297426,0.1813,1.18429e-06,91.95457,-4.037283e-08,1.183452e-06
-0.297426,0.1812,2.344748e-06,68.25239,8.687339e-07,2.17783e-06
-0.297426,0.1811,1.094866e-06,58.54801,5.712043e-07,9.338892e-07
-0.297426,0.181,1.680862e-06,90.13712,-4.000961e-09,1.680839e-06
-0.297426,0.1809,1.396492e-06,73.34165,4.002526e-07,1.337746e-06
-0.297426,0.1808,1.288281e-06,74.65127,3.409646e-07,1.242209e-06
-0.297426,0.1807,3.480836e-07,119.9291,-1.736171e-07,3.015249e-07
-0.297426,0.1806,1.374313e-06,76.55615,3.195125e-07,1.336544e-06
-0.297426,0.1805,1.165553e-06,108.1042,-3.62154e-07,1.107769e-06
-0.297426,0.1804,1.918209e-06,112.4355,-7.320307e-07,1.772912e-06
-0.297426,0.1803,4.877876e-07,98.43647,-7.155351e-08,4.824679e-07
-0.297426,0.1802,5.173422e-07,70.41167,1.734774e-07,4.873964e-07
-0.297426,0.1801,1.423442e-06,109.6477,-4.786066e-07,1.340406e-06
-0.297426,0.18,1.474376e-06,121.02,-7.597468e-07,1.263393e-06
-0.297426,0.1799,1.29606e-06,165.611,-1.255273e-06,3.220438e-07
-0.297426,0.1798,8.028242e-07,51.06424,5.044508e-07,6.243679e-07
-0.297426,0.1797,9.751506e-07,53.47355,5.803965e-07,7.835905e-07
-0.297426,0.1796,1.088926e-06,150.3322,-9.461492e-07,5.389619e-07
-0.297426,0.1795,1.366937e-06,132.3765,-9.212382e-07,1.0097e-06
-0.297426,0.1794,4.617758e-07,102.4674,-9.966641e-08,4.507564e-07
-0.297426,0.1793,3.494527e-07,70.23332,1.181848e-07,3.288388e-07
-0.297426,0.1792,9.958595e-07,88.97387,1.785345e-08,9.955801e-07
-0.297426,0.1791,5.636829e-07,150.9993,-4.929956e-07,2.732779e-07
-0.297426,0.179,1.017803e-06,170.8326,-1.004777e-06,1.621507e-07
-0.297426,0.1789,1.003464e-06,152.2205,-8.877944e-07,4.676766e-07
-0.297426,0.1788,8.070487e-07,105.9073,-2.211816e-07,7.761307e-07
-0.297426,0.1787,2.965461e-07,-153.5317,-2.654213e-07,-1.32177e-07
-0.297426,0.1786,9.952057e-07,146.84,-8.33027e-07,5.442872e-07
-0.297426,0.1785,1.582469e-06,134.7797,-1.114569e-06,1.123225e-06
-0.297426,0.1784,1.005738e-06,-153.836,-9.0258e-07,-4.434306e-07
-0.297426,0.1783,7.910169e-07,-149.2316,-6.796661e-07,-4.046559e-07
-0.297426,0.1782,6.546601e-07,172.4665,-6.488878e-07,8.580274e-08
-0.297426,0.1781,4.63441e-07,-168.703,-4.54355e-07,-9.074248e-08
-0.297426,0.178,1.417418e-06,-160.1493,-1.333085e-06,-4.812721e-07
-0.297426,0.1779,7.531754e-07,-176.1641,-7.514879e-07,-5.036965e-08
-0.297426,0.1778,1.913677e-06,-172.1273,-1.895634e-06,-2.620909e-07
-0.297426,0.1777,1.202685e-06,-162.4194,-1.146415e-06,-3.632213e-07
-0.297426,0.1776,2.289293e-06,-120.7962,-1.171996e-06,-1.966383e-06
-0.297426,0.1775,3.572294e-06,-137.4197,-2.630325e-06,-2.417005e-06
-0.297426,0.1774,3.214985e-06,-135.2866,-2.2847e-06,-2.261912e-06
-0.297426,0.1773,4.005225e-06,-129.9375,-2.571165e-06,-3.070956e-06
-0.297426,0.1772,4.436362e-06,-118.9244,-2.145728e-06,-3.882933e-06
-0.297426,0.1771,4.485597e-06,-120.5277,-2.278435e-06,-3.863744e-06
-0.297426,0.177,4.169616e-06,-128.0982,-2.572635e-06,-3.281213e-06
-0.297426,0.1769,3.714915e-06,-139.0282,-2.804875e-06,-2.435792e-06
-0.297426,0.1768,3.989003e-06,-133.4439,-2.742916e-06,-2.896143e-06
-0.297426,0.1767,3.705393e-06,-139.0929,-2.800343e-06,-2.426331e-06
-0.297426,0.1766,3.954391e-06,-145.5856,-3.262158e-06,-2.234866e-06
-0.297426,0.1765,3.932828e-06,-129.4297,-2.497751e-06,-3.037646e-06
-0.297426,0.1764,3.503166e-06,-126.3188,-2.074839e-06,-2.822594e-06
-0.297426,0.1763,3.515526e-06,-132.0321,-2.353716e-06,-2.611141e-06
-0.297426,0.1762,3.851998e-06,-132.325,-2.593684e-06,-2.847908e-06
-0.297426,0.1761,4.15568e-06,-126.0246,-2.444056e-06,-3.360891e-06
-0.297426,0.176,4.329621e-06,-137.9112,-3.21299e-06,-2.902004e-06
-0.297426,0.1759,3.297546e-06,-133.8399,-2.2839e-06,-2.378365e-06
-0.297426,0.1758,3.587214e-06,-128.7259,-2.244058e-06,-2.798477e-06
-0.297426,0.1757,4.347765e-06,-129.5289,-2.767167e-06,-3.353431e-06
-0.297426,0.1756,3.109255e-06,-131.5482,-2.062182e-06,-2.326933e-06
-0.297426,0.1755,3.208693e-06,-137.0359,-2.347989e-06,-2.186765e-06
-0.297426,0.1754,3.622613e-06,-139.2887,-2.74585e-06,-2.36278e-06
-0.297426,0.1753,3.792375e-06,-134.7282,-2.668831e-06,-2.694284e-06
-0.297426,0.1752,2.981778e-06,-136.2238,-2.152919e-06,-2.062847e-06
-0.297426,0.1751,3.376068e-06,-132.5461,-2.282833e-06,-2.487223e-06
-0.297426,0.175,2.393787e-06,-137.7558,-1.772118e-06,-1.609297e-06
-0.297426,0.1749,1.665176e-06,-140.4164,-1.283386e-06,-1.061003e-06
-0.297426,0.1748,2.012914e-06,-173.7726,-2.000894e-06,-2.183876e-07
-0.297426,0.1747,2.034768e-06,-165.8506,-1.97291e-06,-4.973933e-07
-0.297426,0.1746,9.391363e-07,-172.5556,-9.312294e-07,-1.216549e-07
-0.297426,0.1745,1.982079e-06,155.3597,-1.801561e-06,8.263606e-07
-0.297426,0.1744,1.015646e-06,135.3172,-7.220394e-07,7.140375e-07
-0.297426,0.1743,3.518164e-07,119.5549,-1.73483e-07,3.059227e-07
-0.297426,0.1742,8.048191e-07,-167.6287,-7.861275e-07,-1.724157e-07
-0.297426,0.1741,7.723253e-07,85.0734,6.635114e-08,7.694698e-07
-0.297426,0.174,1.268316e-06,115.9104,-5.541555e-07,1.140682e-06
-0.297426,0.1739,8.816532e-07,124.8191,-5.033891e-07,7.237661e-07
-0.297426,0.1738,7.427372e-07,107.6172,-2.247802e-07,7.079076e-07
-0.297426,0.1737,1.210106e-06,101.5224,-2.417005e-07,1.185715e-06
-0.297426,0.1736,6.678979e-07,103.4989,-1.558978e-07,6.494186e-07
-0.297426,0.1735,5.528815e-07,133.9658,-3.837402e-07,3.978554e-07
-0.297426,0.1734,1.076253e-06,105.9388,-2.955347e-07,1.034885e-06
-0.297426,0.1733,4.470068e-07,86.66771,2.597831e-08,4.462245e-07
-0.297426,0.1732,1.37443e-06,89.5971,9.723007e-09,1.374386e-06
-0.297426,0.1731,1.004179e-06,118.5033,-4.791375e-07,8.823238e-07
-0.297426,0.173,1.194354e-06,55.3522,6.789956e-07,9.825211e-07
-0.297426,0.1729,1.187838e-06,123.5856,-6.570182e-07,9.894501e-07
-0.297426,0.1728,1.841425e-06,119.5812,-9.089782e-07,1.601295e-06
-0.297426,0.1727,1.626547e-06,120.8198,-8.332952e-07,1.396771e-06
-0.297426,0.1726,2.611789e-06,83.06099,3.155115e-07,2.592612e-06
-0.297426,0.1725,1.113289e-06,88.60144,2.717971e-08,1.112831e-06
-0.297426,0.1724,1.774616e-06,77.06572,3.971904e-07,1.729471e-06
-0.297426,0.1723,1.799684e-06,68.31883,6.648749e-07,1.672312e-06
-0.297426,0.1722,1.692485e-06,75.93018,4.114452e-07,1.641668e-06
-0.297426,0.1721,1.702498e-06,65.44279,7.075108e-07,1.5484e-06
-0.297426,0.172,9.182039e-07,59.02011,4.726052e-07,7.871892e-07
-0.297426,0.1719,1.35171e-06,107.5219,-4.069246e-07,1.288974e-06
-0.297426,0.1718,2.090888e-06,99.80717,-3.561582e-07,2.060182e-06
-0.297426,0.1717,1.093793e-06,144.4648,-8.900575e-07,6.356947e-07
-0.297426,0.1716,2.528993e-06,96.71694,-2.957973e-07,2.511469e-06
-0.297426,0.1715,1.718066e-06,88.89868,3.304146e-08,1.717748e-06
-0.297426,0.1714,1.673078e-06,48.00807,1.119229e-06,1.24341e-06
-0.297426,0.1713,1.8054e-06,71.32089,5.782674e-07,1.710288e-06
-0.297426,0.1712,1.107987e-06,96.85857,-1.323111e-07,1.099906e-06
-0.297426,0.1711,1.672804e-06,86.55143,1.00594e-07,1.669647e-06
-0.297426,0.171,2.128673e-06,80.35356,3.566835e-07,2.098554e-06
-0.297426,0.1709,1.77104e-06,74.09699,4.852619e-07,1.703225e-06
-0.297426,0.1708,9.732618e-07,122.0709,-5.167163e-07,8.246283e-07
-0.297426,0.1707,1.577217e-06,81.65444,2.289041e-07,1.560391e-06
-0.297426,0.1706,2.07846e-06,83.37835,2.397e-07,2.064574e-06
-0.297426,0.1705,1.48967e-06,95.99142,-1.554954e-07,1.481378e-06
-0.297426,0.1704,2.215582e-06,87.18046,1.08987e-07,2.212872e-06
-0.297426,0.1703,2.022424e-06,67.56621,7.71733e-07,1.869242e-06
-0.297426,0.1702,1.126404e-06,93.9425,-7.741525e-08,1.123622e-06
-0.297426,0.1701,8.14855e-07,78.35786,1.644194e-07,7.979795e-07
-0.297426,0.17,1.645708e-06,102.4612,-3.550909e-07,1.606894e-06
-0.297426,0.1699,1.619316e-06,74.02618,4.455596e-07,1.556659e-06
-0.297426,0.1698,2.181753e-06,65.16565,9.162984e-07,1.979967e-06
-0.297426,0.1697,1.666221e-06,88.76317,3.597512e-08,1.665785e-06
-0.297426,0.1696,1.920634e-06,88.00083,6.70161e-08,1.919344e-06
-0.297426,0.1695,9.765867e-07,66.00842,3.970563e-07,8.921809e-07
-0.297426,0.1694,1.008376e-06,45.44314,7.073767e-07,7.184352e-07
-0.297426,0.1693,1.674223e-06,83.48413,1.900009e-07,1.663388e-06
-0.297426,0.1692,1.08792e-06,100.6018,-2.001319e-07,1.069262e-06
-0.297426,0.1691,1.767084e-06,90.34694,-1.066178e-08,1.76705e-06
-0.297426,0.169,1.344323e-06,98.05092,-1.882743e-07,1.330945e-06
-0.297426,0.1689,1.700956e-06,87.11708,8.554011e-08,1.698693e-06
-0.297426,0.1688,2.250647e-06,59.61405,1.138413e-06,1.941461e-06
-0.297426,0.1687,2.304609e-06,86.13049,1.554898e-07,2.299217e-06
-0.297426,0.1686,1.833681e-06,112.0762,-6.891265e-07,1.699229e-06
-0.297426,0.1685,1.971127e-06,62.75905,9.021777e-07,1.752393e-06
-0.297426,0.1684,2.086473e-06,73.66075,5.869287e-07,2.002084e-06
-0.297426,0.1683,1.67752e-06,95.59801,-1.636259e-07,1.669513e-06
-0.297426,0.1682,1.049358e-06,68.92906,3.772024e-07,9.790565e-07
-0.297426,0.1681,2.14637e-06,76.88519,4.869941e-07,2.09029e-06
-0.297426,0.168,1.941455e-06,50.11402,1.244874e-06,1.489637e-06
-0.297426,0.1679,1.852087e-06,82.10194,2.544913e-07,1.834468e-06
-0.297426,0.1678,1.428622e-06,86.58728,8.500367e-08,1.425951e-06
-0.297426,0.1677,1.306738e-06,74.13896,3.570858e-07,1.256866e-06
-0.297426,0.1676,1.524601e-06,83.92551,1.613516e-07,1.516023e-06
-0.297426,0.1675,1.112233e-06,95.34097,-1.035332e-07,1.107366e-06
-0.297426,0.1674,7.568635e-07,89.34531,8.655712e-09,7.568076e-07
-0.297426,0.1673,9.005907e-07,97.63664,-1.196544e-07,8.925832e-07
-0.297426,0.1672,9.776707e-07,94.94058,-8.421018e-08,9.739939e-07
-0.297426,0.1671,1.555284e-06,75.95816,3.773365e-07,1.508692e-06
-0.297426,0.167,2.314729e-06,55.5712,1.308694e-06,1.909218e-06
-0.297426,0.1669,1.674486e-06,67.50064,6.407573e-07,1.54693e-06
-0.297426,0.1668,1.41054e-06,80.10539,2.423655e-07,1.38944e-06
-0.297426,0.1667,1.375224e-06,90.13362,-3.201887e-09,1.375185e-06
-0.297426,0.1666,1.899931e-06,86.14666,1.276452e-07,1.895494e-06
-0.297426,0.1665,2.189191e-06,69.33558,7.72532e-07,2.048319e-06
-0.297426,0.1664,1.825114e-06,70.07945,6.218366e-07,1.715881e-06
-0.297426,0.1663,2.159368e-06,86.60389,1.279078e-07,2.155445e-06
-0.297426,0.1662,1.479875e-06,94.65295,-1.200512e-07,1.474851e-06
-0.297426,0.1661,1.47945e-06,101.0451,-2.834089e-07,1.45193e-06
-0.297426,0.166,1.681398e-06,74.8541,4.392955e-07,1.622881e-06
-0.297426,0.1659,1.358689e-06,86.77262,7.647648e-08,1.356398e-06
-0.297426,0.1658,1.735808e-06,96.01066,-1.81742e-07,1.726141e-06
-0.297426,0.1657,1.880675e-06,85.52627,1.466944e-07,1.874841e-06
-0.297426,0.1656,2.062322e-06,99.2434,-3.312416e-07,2.035528e-06
-0.297426,0.1655,1.172902e-06,90.80156,-1.638941e-08,1.17279e-06
-0.297426,0.1654,2.571193e-06,65.78461,1.054605e-06,2.344915e-06
-0.297426,0.1653,1.836474e-06,72.90726,5.39761e-07,1.755321e-06
-0.297426,0.1652,1.480652e-06,102.4464,-3.191158e-07,1.4458e-06
-0.297426,0.1651,1.647518e-06,92.05249,-5.903095e-08,1.646328e-06
-0.297426,0.165,1.954045e-06,90.82167,-2.798438e-08,1.953855e-06
-0.297426,0.1649,2.038372e-06,71.65621,6.414223e-07,1.934666e-06
-0.297426,0.1648,1.603368e-06,114.0247,-6.527546e-07,1.464324e-06
-0.297426,0.1647,3.021564e-06,90.39153,-2.0653e-08,3.021385e-06
-0.297426,0.1646,1.392882e-06,97.84647,-1.901406e-07,1.379717e-06
-0.297426,0.1645,1.823795e-06,96.74316,-2.14124e-07,1.81115e-06
-0.297426,0.1644,9.131804e-07,129.9908,-5.868002e-07,6.995145e-07
-0.297426,0.1643,1.903161e-06,113.8097,-7.68274e-07,1.741066e-06
-0.297426,0.1642,1.59407e-06,83.09596,1.915991e-07,1.582374e-06
-0.297426,0.1641,1.798275e-06,91.24031,-3.890879e-08,1.797828e-06
-0.297426,0.164,2.358231e-06,89.39776,2.478249e-08,2.357974e-06
-0.297426,0.1639,2.095034e-06,65.18838,8.791275e-07,1.901624e-06
-0.297426,0.1638,1.320775e-06,94.91959,-1.132562e-07,1.315757e-06
-0.297426,0.1637,1.924389e-06,104.0497,-4.671458e-07,1.866711e-06
-0.297426,0.1636,1.609453e-06,52.97873,9.690653e-07,1.284979e-06
-0.297426,0.1635,2.182513e-06,63.88321,9.606722e-07,1.959582e-06
-0.297426,0.1634,1.835687e-06,84.381,1.797415e-07,1.82674e-06
-0.297426,0.1633,1.094402e-06,99.59572,-1.824125e-07,1.076454e-06
-0.297426,0.1632,7.613953e-07,83.54009,8.567422e-08,7.565449e-07
-0.297426,0.1631,6.386395e-07,123.7159,-3.544259e-07,5.310997e-07
-0.297426,0.163,1.562766e-06,131.1352,-1.027962e-06,1.176919e-06
-0.297426,0.1629,7.937997e-07,162.2603,-7.560141e-07,2.41829e-07
-0.297426,0.1628,2.067055e-06,124.4152,-1.168264e-06,1.705225e-06
-0.297426,0.1627,1.482982e-06,73.6013,4.186425e-07,1.422621e-06
-0.297426,0.1626,1.255078e-06,65.34487,5.235057e-07,1.140547e-06
-0.297426,0.1625,1.748912e-06,104.5847,-4.403684e-07,1.692434e-06
-0.297426,0.1624,2.041233e-06,106.0996,-5.660131e-07,1.96118e-06
-0.297426,0.1623,1.645294e-06,127.8779,-1.010108e-06,1.298569e-06
-0.297426,0.1622,1.829836e-06,117.9001,-8.562114e-07,1.617154e-06
-0.297426,0.1621,1.878317e-06,112.7004,-7.24839e-07,1.732673e-06
-0.297426,0.162,1.197611e-06,99.19444,-1.913364e-07,1.182116e-06
-0.297426,0.1619,1.942176e-06,88.16432,6.222166e-08,1.941064e-06
-0.297426,0.1618,1.625156e-06,83.15891,1.935996e-07,1.613555e-06
-0.297426,0.1617,1.676559e-06,132.4404,-1.131355e-06,1.23728e-06
-0.297426,0.1616,1.610778e-06,112.1207,-6.065201e-07,1.492168e-06
-0.297426,0.1615,2.70741e-07,138.0718,-2.013333e-07,1.808088e-07
-0.297426,0.1614,1.506507e-06,112.3638,-5.732104e-07,1.393172e-06
-0.297426,0.1613,1.172756e-06,106.7615,-3.381706e-07,1.122822e-06
-0.297426,0.1612,1.926753e-06,73.55409,5.454886e-07,1.847924e-06
-0.297426,0.1611,1.713059e-06,89.50093,1.491978e-08,1.712953e-06
-0.297426,0.161,1.262934e-06,123.5183,-6.973911e-07,1.052873e-06
-0.297426,0.1609,1.200584e-06,94.95369,-1.036673e-07,1.195974e-06
-0.297426,0.1608,1.152724e-06,78.05974,2.384986e-07,1.127757e-06
-0.297426,0.1607,1.72623e-06,69.34345,6.089117e-07,1.615153e-06
-0.297426,0.1606,1.669999e-06,62.08412,7.818583e-07,1.47565e-06
-0.297426,0.1605,2.009527e-06,105.2744,-5.29373e-07,1.938398e-06
-0.297426,0.1604,2.025956e-06,90.37667,-1.332722e-08,2.025805e-06
-0.297426,0.1603,1.56418e-06,89.53765,1.265667e-08,1.564119e-06
-0.297426,0.1602,1.763764e-06,109.1302,-5.780048e-07,1.666316e-06
-0.297426,0.1601,1.830657e-06,66.29168,7.36026e-07,1.676045e-06
-0.297426,0.16,2.631118e-06,83.86606,2.811346e-07,2.61593e-06
-0.297426,0.1599,2.263555e-06,76.76191,5.183089e-07,2.203283e-06
-0.297426,0.1598,2.117721e-06,91.68881,-6.236135e-08,2.11681e-06
-0.297426,0.1597,9.380076e-07,99.72512,-1.584291e-07,9.244289e-07
-0.297426,0.1596,1.852467e-06,106.4633,-5.249753e-07,1.77651e-06
-0.297426,0.1595,1.616416e-06,90.55764,-1.572445e-08,1.61622e-06
-0.297426,0.1594,1.682376e-06,105.6931,-4.550255e-07,1.619551e-06
-0.297426,0.1593,1.164894e-06,105.7849,-3.168527e-07,1.120828e-06
-0.297426,0.1592,1.38578e-06,88.51751,3.584101e-08,1.385176e-06
-0.297426,0.1591,1.163927e-06,84.99647,1.015271e-07,1.159468e-06
-0.297426,0.159,1.435345e-06,77.62348,3.076549e-07,1.401968e-06
-0.297426,0.1589,1.517901e-06,91.32774,-3.517605e-08,1.517353e-06
-0.297426,0.1588,1.852774e-06,63.97238,8.13039e-07,1.664852e-06
-0.297426,0.1587,1.534178e-06,109.5402,-5.131177e-07,1.445671e-06
-0.297426,0.1586,1.82864e-06,99.82116,-3.119241e-07,1.80169e-06
-0.297426,0.1585,1.06601e-06,44.11885,7.652062e-07,7.420219e-07
-0.297426,0.1584,1.303285e-06,60.11981,6.492845e-07,1.13002e-06
-0.297426,0.1583,1.163223e-06,98.94965,-1.809429e-07,1.14894e-06
-0.297426,0.1582,2.809267e-06,84.03829,2.917964e-07,2.794073e-06
-0.297426,0.1581,1.387283e-06,137.32,-1.019837e-06,9.40416e-07
-0.297426,0.158,4.851836e-07,75.93455,1.179166e-07,4.706047e-07
-0.297426,0.1579,1.88861e-06,91.37058,-4.517287e-08,1.888029e-06
-0.297426,0.1578,9.579453e-07,73.42995,2.731438e-07,9.180307e-07
-0.297426,0.1577,1.957157e-06,62.15231,9.141694e-07,1.730404e-06
-0.297426,0.1576,1.484613e-06,73.29881,4.266388e-07,1.42195e-06
-0.297426,0.1575,1.675978e-06,81.96655,2.34235e-07,1.659521e-06
-0.297426,0.1574,6.287042e-07,98.38751,-9.167566e-08,6.219707e-07
-0.297426,0.1573,9.165611e-07,69.68441,3.18177e-07,8.594077e-07
-0.297426,0.1572,1.385813e-06,93.45118,-8.341111e-08,1.383181e-06
-0.297426,0.1571,1.652967e-06,41.69031,1.234347e-06,1.099376e-06
-0.297426,0.157,1.74904e-06,95.56479,-1.696217e-07,1.740664e-06
-0.297426,0.1569,7.943753e-07,79.33955,1.469627e-07,7.806625e-07
-0.297426,0.1568,1.189313e-06,79.7723,2.111848e-07,1.170393e-06
-0.297426,0.1567,1.201311e-06,44.49391,8.568763e-07,8.418168e-07
-0.297426,0.1566,1.698302e-06,103.693,-4.019904e-07,1.649927e-06
-0.297426,0.1565,1.726135e-06,83.7569,1.877322e-07,1.715881e-06
-0.297426,0.1564,5.929861e-07,100.9087,-1.121945e-07,5.822628e-07
-0.297426,0.1563,1.50972e-06,109.7518,-5.10184e-07,1.420889e-06
-0.297426,0.1562,6.699934e-07,91.22021,-1.426041e-08,6.698034e-07
-0.297426,0.1561,7.640104e-07,53.57496,4.535503e-07,6.146393e-07
-0.297426,0.156,1.786898e-06,74.05415,4.90861e-07,1.718016e-06
-0.297426,0.1559,1.64197e-06,77.3009,3.609471e-07,1.601697e-06
-0.297426,0.1558,9.986869e-07,97.4513,-1.295115e-07,9.901151e-07
-0.297426,0.1557,1.462636e-06,88.37675,4.143454e-08,1.461926e-06
-0.297426,0.1556,1.886263e-06,79.11574,3.561526e-07,1.852188e-06
-0.297426,0.1555,1.783842e-06,74.11623,4.881955e-07,1.715619e-06
-0.297426,0.1554,2.36635e-06,70.2849,7.982477e-07,2.227529e-06
-0.297426,0.1553,1.889688e-06,93.68372,-1.213867e-07,1.885766e-06
-0.297426,0.1552,1.799421e-06,78.09034,3.713406e-07,1.760652e-06
-0.297426,0.1551,2.026313e-06,73.54797,5.738697e-07,1.943327e-06
-0.297426,0.155,2.061372e-06,97.60342,-2.727471e-07,2.043122e-06
-0.297426,0.1549,1.327514e-06,95.96345,-1.379102e-07,1.320289e-06
-0.297426,0.1548,2.032019e-06,78.22585,4.146471e-07,1.989159e-06
-0.297426,0.1547,1.647546e-06,133.5427,-1.134954e-06,1.194242e-06
-0.297426,0.1546,1.323061e-06,116.0197,-5.80402e-07,1.188911e-06
-0.297426,0.1545,1.284593e-06,128.218,-7.946547e-07,1.009169e-06
