"Tank pressure, bar","Condensed,mbar","liquid, cc","Freq. fit, Hz","Freq. max, Hz",Q
0.56365,13.54379,0.83379,874777.8195,874825,1243.88121
0.56365,13.54204,0.83368,874776.3555,874800,1240.00189
0.56361,13.58281,0.83619,874775.9571,874825,1236.87219
0.56358,13.61767,0.83834,874778.5595,874825,1236.59025
0.5636,13.594,0.83688,874774.1472,874787.5,1238.85756
0.56357,13.62406,0.83873,874777.8956,874800,1236.27494
0.56353,13.66276,0.84111,874777.3096,874800,1240.12813
0.56349,13.70354,0.84362,874775.5021,874812.5,1244.46658
0.56351,13.68371,0.8424,874775.2574,874775,1238.51232
0.56349,13.70354,0.84362,874776.7307,874737.5,1241.28167
0.56342,13.77277,0.84789,874775.2843,874812.5,1245.04197
0.56341,13.78557,0.84867,874776.0449,874800,1240.782
0.56341,13.78381,0.84857,874776.3176,874725,1244.2302
0.56337,13.82379,0.85103,874776.5876,874812.5,1242.39481
0.56333,13.86473,0.85355,874776.2245,874775,1234.09101
0.56337,13.82442,0.85107,874774.9148,874837.5,1235.32953
0.56333,13.86505,0.85357,874775.3499,874800,1240.20547
0.56329,13.90182,0.85583,874775.2555,874812.5,1239.28148
0.56329,13.90439,0.85599,874777.0754,874812.5,1241.34903
0.56329,13.90726,0.85617,874776.4671,874812.5,1238.14369
0.56325,13.94484,0.85848,874778.222,874825,1239.74714
0.56325,13.94533,0.85851,874776.9436,874800,1237.9973
0.56325,13.94372,0.85841,874777.8618,874750,1233.90974
0.56321,13.98386,0.86088,874776.7083,874800,1237.55446
0.56321,13.98626,0.86103,874777.6113,874800,1241.00062
0.56317,14.02591,0.86347,874775.8336,874725,1238.1245
0.56317,14.02959,0.8637,874773.0508,874762.5,1235.32004
0.56313,14.06525,0.86589,874777.7945,874862.5,1240.96824
0.56313,14.06829,0.86608,874776.1613,874787.5,1242.282
0.56309,14.10587,0.86839,874776.8215,874762.5,1237.88168
0.56309,14.10442,0.8683,874777.6466,874825,1239.85058
0.56309,14.10507,0.86834,874774.3607,874775,1239.45234
0.56305,14.1476,0.87096,874777.3227,874762.5,1238.97997
0.56305,14.14649,0.87089,874774.9427,874775,1243.23448
0.56304,14.15767,0.87158,874775.7981,874825,1236.15803
0.56301,14.1847,0.87325,874778.1742,874825,1239.2373
0.56301,14.18599,0.87332,874776.0277,874800,1234.39469
0.56299,14.20214,0.87432,874774.2109,874825,1238.88261
0.56297,14.22547,0.87576,874776.5845,874887.5,1240.48722
0.56297,14.22547,0.87576,874774.1153,874875,1241.12546
0.56293,14.26466,0.87817,874777.2926,874825,1241.40808
0.56293,14.26546,0.87822,874776.7234,874812.5,1239.7609
0.56289,14.3056,0.88069,874774.8306,874812.5,1232.74219
0.56285,14.34494,0.88311,874779.1127,874800,1242.5919
0.56285,14.34429,0.88307,874775.1668,874750,1231.21763
0.56285,14.34958,0.8834,874776.8753,874812.5,1240.64882
0.56279,14.4089,0.88705,874777.0513,874825,1243.67042
0.56281,14.38571,0.88562,874777.4256,874775,1240.81711
0.56277,14.42489,0.88803,874777.6968,874725,1241.92525
0.56273,14.46599,0.89056,874776.5174,874837.5,1245.43848
0.56271,14.48229,0.89157,874775.6948,874837.5,1237.08099
0.56271,14.48981,0.89203,874776.8048,874825,1244.64401
0.56265,14.54641,0.89551,874776.3307,874812.5,1238.72419
0.56269,14.50628,0.89304,874777.3493,874787.5,1236.29526
0.56265,14.54754,0.89558,874775.1504,874825,1239.98514
0.56265,14.54801,0.89561,874775.0688,874762.5,1233.62034
0.56261,14.58671,0.89799,874775.7414,874787.5,1243.55343
0.56261,14.58704,0.89801,874775.3824,874800,1239.59733
0.56261,14.58527,0.89791,874776.6401,874775,1232.27765
0.56261,14.58735,0.89803,874774.9431,874812.5,1236.94193
0.56257,14.62876,0.90058,874774.4132,874800,1245.87496
0.56257,14.62589,0.90041,874777.3161,874812.5,1238.05142
0.56253,14.66715,0.90295,874774.8972,874750,1236.08659
0.56253,14.66619,0.90289,874777.0155,874762.5,1242.40103
0.56253,14.66699,0.90294,874776.5028,874812.5,1234.32701
0.56253,14.66602,0.90288,874774.9709,874787.5,1234.52201
0.56249,14.70649,0.90537,874776.2873,874812.5,1240.86232
0.56249,14.70712,0.90541,874775.1204,874800,1244.50794
0.56249,14.706,0.90534,874778.0572,874837.5,1235.09521
0.56245,14.74663,0.90784,874776.2765,874800,1243.1949
0.56245,14.7455,0.90777,874776.1222,874750,1242.21879
0.56244,14.75158,0.90814,874774.7125,874800,1243.73849
0.56237,14.82705,0.91279,874776.8618,874812.5,1242.23701
0.56233,14.86655,0.91522,874775.5101,874787.5,1240.14343
0.56233,14.86782,0.9153,874777.6651,874812.5,1243.80479
0.56233,14.86719,0.91526,874776.2881,874812.5,1233.82787
0.56233,14.86704,0.91525,874775.9099,874775,1236.14049
0.56229,14.90669,0.91769,874777.1922,874750,1236.16159
0.56226,14.93004,0.91913,874776.5038,874762.5,1237.20655
0.56225,14.94602,0.92011,874777.8629,874812.5,1236.57077
0.56225,14.94826,0.92025,874776.4218,874787.5,1238.35451
0.56221,14.98712,0.92264,874775.9066,874800,1239.7047
0.56221,14.98729,0.92265,874774.2329,874800,1234.86953
0.56221,14.98664,0.92261,874777.6149,874787.5,1234.17285
0.56218,15.01862,0.92458,874777.1227,874775,1234.79231
0.56217,15.02742,0.92513,874777.1109,874800,1238.45275
0.56217,15.0279,0.92516,874778.4282,874825,1238.68088
0.56213,15.06691,0.92756,874777.812,874850,1240.23007
0.56209,15.10721,0.93004,874776.0214,874800,1235.68916
0.56209,15.10785,0.93008,874777.4102,874787.5,1239.99626
0.56209,15.10641,0.92999,874776.3298,874812.5,1228.80575
0.56205,15.14735,0.93251,874777.3643,874787.5,1240.0344
0.56205,15.14639,0.93245,874778.6688,874800,1242.61992
0.56202,15.17741,0.93436,874772.8377,874837.5,1240.38033
0.56201,15.18701,0.93495,874777.9613,874775,1237.95914
0.56198,15.21484,0.93666,874773.1375,874800,1237.59522
0.56197,15.22075,0.93703,874777.3587,874787.5,1245.79984
0.56197,15.22682,0.9374,874773.8743,874837.5,1233.42566
0.56194,15.25736,0.93928,874778.0748,874775,1241.03325
0.56193,15.26792,0.93993,874776.5841,874812.5,1243.09984
0.56193,15.26649,0.93984,874776.2495,874787.5,1234.36493
0.56189,15.30197,0.94203,874775.7197,874775,1232.00431
0.56189,15.30741,0.94236,874777.2512,874812.5,1235.2655
0.56188,15.3135,0.94274,874776.8008,874800,1239.97999
0.56185,15.34707,0.9448,874775.239,874787.5,1246.61143
0.56185,15.34627,0.94476,874776.4194,874787.5,1235.80065
0.56181,15.38545,0.94717,874777.1185,874850,1237.13201
0.56181,15.38577,0.94719,874774.413,874800,1238.43357
0.56181,15.38705,0.94727,874777.2458,874825,1235.51387
0.56177,15.42751,0.94976,874777.0564,874787.5,1238.88017
0.56177,15.42495,0.9496,874779.0974,874837.5,1236.447
0.56173,15.46749,0.95222,874776.4053,874812.5,1244.15471
0.56173,15.46765,0.95223,874777.4323,874775,1239.69234
0.56169,15.50794,0.95471,874776.9194,874812.5,1244.98893
0.56168,15.51626,0.95522,874776.8247,874750,1234.58295
0.56168,15.51721,0.95528,874775.158,874862.5,1235.66563
0.56165,15.54664,0.95709,874776.3715,874737.5,1238.28466
0.56161,15.58965,0.95974,874777.3179,874787.5,1235.70977
0.56161,15.5887,0.95968,874776.8468,874762.5,1235.71913
0.56161,15.5871,0.95958,874777.6298,874812.5,1246.15336
0.56157,15.6274,0.96206,874775.7053,874762.5,1241.85744
0.56157,15.62787,0.96209,874776.0856,874800,1234.18066
0.56157,15.62819,0.96211,874776.0307,874775,1239.68689
0.56153,15.66721,0.96451,874774.0987,874800,1237.77215
0.56153,15.66625,0.96445,874778.5612,874837.5,1244.30582
0.56152,15.67856,0.96521,874777.9995,874725,1239.80034
0.56149,15.70751,0.96699,874777.0303,874725,1239.44955
0.56149,15.70655,0.96693,874777.8007,874800,1234.90771
0.56148,15.71534,0.96748,874775.9574,874837.5,1243.29677
0.56149,15.70462,0.96682,874778.5506,874750,1237.68157
0.56145,15.74829,0.9695,874776.7129,874750,1237.32367
0.56144,15.75884,0.97015,874775.8642,874850,1238.02623
0.56141,15.78619,0.97184,874776.1146,874800,1240.0015
0.56138,15.81625,0.97369,874777.8911,874775,1243.40206
0.56133,15.86741,0.97684,874776.7762,874787.5,1234.55724
0.56133,15.8687,0.97692,874775.281,874800,1230.03662
0.56131,15.88229,0.97775,874777.0942,874812.5,1243.09293
0.56129,15.90691,0.97927,874774.9468,874812.5,1239.20167
0.56125,15.94849,0.98183,874774.7246,874812.5,1233.205
0.56122,15.97904,0.98371,874774.4937,874775,1242.04994
0.56125,15.94929,0.98188,874776.3912,874787.5,1242.80633
0.56121,15.98735,0.98422,874774.6562,874787.5,1239.15862
0.56121,15.98719,0.98421,874777.227,874812.5,1227.53411
0.56117,16.0238,0.98647,874774.7484,874737.5,1237.32164
0.56117,16.0238,0.98647,874776.7603,874812.5,1238.87806
0.56109,16.10024,0.99117,874775.7758,874800,1236.79234
0.56113,16.06697,0.98912,874779.4655,874825,1235.95939
0.56112,16.07945,0.98989,874775.2127,874787.5,1239.93718
0.56109,16.1076,0.99162,874778.1587,874825,1233.87189
0.56105,16.1431,0.99381,874778.2052,874787.5,1245.5451
0.56105,16.14454,0.9939,874776.4263,874775,1242.01146
0.56105,16.14294,0.9938,874775.9789,874775,1241.3798
0.56101,16.1834,0.99629,874776.2419,874787.5,1239.25988
0.56101,16.18435,0.99635,874774.2238,874837.5,1236.20398
0.56097,16.22465,0.99883,874775.8524,874775,1233.64922
0.56097,16.22449,0.99882,874774.7856,874800,1239.55987
0.56097,16.22353,0.99876,874777.5764,874762.5,1232.85202
0.56097,16.22274,0.99871,874776.0246,874775,1236.21552
0.56093,16.26351,1.00122,874776.405,874850,1230.4609
0.56093,16.26351,1.00122,874775.2827,874787.5,1245.50618
0.56089,16.30445,1.00374,874777.8098,874812.5,1243.23279
0.56089,16.30445,1.00374,874777.1514,874787.5,1243.84589
0.56089,16.30732,1.00392,874776.8775,874775,1237.09754
0.56085,16.34154,1.00603,874776.0618,874787.5,1238.142
0.56082,16.37256,1.00794,874778.052,874812.5,1240.21201
0.56081,16.38536,1.00872,874777.5436,874837.5,1235.12897
0.56081,16.3836,1.00862,874776.6179,874775,1230.71854
0.56077,16.4255,1.01119,874775.6374,874850,1240.95123
0.56077,16.42501,1.01116,874775.9734,874850,1238.33848
0.56073,16.46371,1.01355,874775.1876,874812.5,1236.34649
0.56073,16.46659,1.01372,874776.5582,874750,1235.95959
0.56069,16.50689,1.01621,874777.6493,874812.5,1237.74041
0.56069,16.50785,1.01626,874776.4581,874775,1241.14956
0.56069,16.50609,1.01616,874777.8404,874800,1240.70919
0.56065,16.5467,1.01866,874777.4939,874825,1242.40781
0.56061,16.58236,1.02085,874775.069,874825,1233.80166
0.56061,16.5854,1.02104,874777.4017,874775,1235.78576
0.56061,16.58109,1.02077,874776.5869,874787.5,1241.76866
0.56061,16.58604,1.02108,874776.7752,874787.5,1239.60471
0.56057,16.62457,1.02345,874774.6806,874787.5,1239.68462
0.56057,16.62346,1.02338,874776.6688,874812.5,1236.23115
0.56057,16.62314,1.02336,874773.9241,874787.5,1240.96732
0.56053,16.66184,1.02574,874776.1481,874787.5,1229.73588
0.56053,16.66487,1.02593,874775.0298,874800,1235.13409
0.56049,16.70405,1.02834,874775.7786,874775,1235.58444
0.56049,16.7023,1.02824,874775.7794,874812.5,1234.92873
0.56049,16.70277,1.02826,874776.4446,874762.5,1236.19336
0.56045,16.74259,1.03072,874777.2424,874800,1244.42384
0.56045,16.74291,1.03074,874775.4342,874812.5,1238.5255
0.56043,16.76258,1.03195,874778.1467,874787.5,1233.99534
0.56041,16.78353,1.03324,874776.3214,874850,1235.05868
0.56041,16.78496,1.03332,874776.092,874787.5,1244.04674
0.56041,16.78401,1.03327,874774.9307,874787.5,1237.71831
0.56037,16.8235,1.0357,874776.9957,874775,1238.91706
0.56034,16.85389,1.03757,874776.5856,874787.5,1233.52898
0.56034,16.85532,1.03766,874775.6958,874812.5,1238.74357
0.56034,16.85565,1.03768,874776.2418,874775,1236.9978
0.56025,16.9452,1.04319,874777.5954,874812.5,1241.65649
0.56025,16.94376,1.0431,874773.7339,874787.5,1237.19597
0.56025,16.94471,1.04316,874774.9246,874725,1235.10013
0.56021,16.98357,1.04555,874777.4421,874775,1236.47762
0.56021,16.98405,1.04558,874776.6302,874837.5,1236.92592
0.56021,16.98949,1.04592,874775.0034,874775,1237.8003
0.56017,17.02595,1.04816,874777.4056,874787.5,1243.1766
0.56013,17.06432,1.05052,874776.4014,874800,1234.69845
0.56013,17.06561,1.0506,874775.9104,874775,1230.39503
0.56009,17.1051,1.05303,874776.7389,874812.5,1238.83367
0.56009,17.1067,1.05313,874776.4462,874862.5,1234.60371
0.56005,17.1438,1.05542,874777.1049,874800,1236.44647
0.56005,17.14349,1.0554,874774.8798,874737.5,1236.9242
0.56005,17.1454,1.05551,874777.6304,874800,1238.66275
0.56001,17.1849,1.05795,874777.5275,874850,1234.45753
0.56001,17.1865,1.05804,874775.5263,874737.5,1239.67112
0.55997,17.22711,1.06054,874777.2401,874775,1231.26102
0.55997,17.22727,1.06055,874778.2977,874775,1241.66356
0.55997,17.22664,1.06051,874775.2838,874762.5,1234.9679
0.55993,17.26614,1.06295,874777.0755,874850,1240.25664
0.5599,17.29748,1.06488,874775.3033,874787.5,1234.3025
0.55989,17.30515,1.06535,874776.183,874775,1235.27009
0.55989,17.30515,1.06535,874776.1748,874825,1239.53295
0.55989,17.30562,1.06538,874775.4832,874762.5,1236.44907
0.55988,17.31139,1.06573,874775.9418,874800,1236.34887
0.55985,17.34592,1.06786,874776.3429,874825,1236.47483
0.55981,17.38574,1.07031,874774.4716,874787.5,1236.57422
0.55981,17.38542,1.07029,874777.3037,874775,1225.98365
0.55981,17.38574,1.07031,874776.2795,874775,1239.54986
0.5598,17.39821,1.07108,874772.9197,874762.5,1238.88421
0.55977,17.42716,1.07286,874776.3175,874762.5,1232.78761
0.55977,17.42796,1.07291,874774.3921,874825,1239.55826
0.55975,17.44651,1.07405,874776.3894,874837.5,1238.21646
0.55973,17.4673,1.07533,874775.8869,874737.5,1232.53469
0.55973,17.46665,1.07529,874775.2546,874775,1234.41462
0.55969,17.50664,1.07775,874775.664,874787.5,1234.76627
0.55969,17.5052,1.07766,874776.1553,874762.5,1230.59245
0.55969,17.50679,1.07776,874776.9761,874750,1231.12055
0.55965,17.54549,1.08014,874773.4048,874737.5,1239.15762
0.55965,17.54741,1.08026,874775.4135,874787.5,1234.62654
0.55964,17.55092,1.08048,874775.1078,874812.5,1239.63404
0.55961,17.58611,1.08265,874776.6039,874850,1239.83674
0.55961,17.58979,1.08287,874776.8339,874800,1239.03796
0.55957,17.62672,1.08515,874776.796,874812.5,1237.52027
0.55957,17.62609,1.08511,874775.3509,874775,1234.30297
0.55957,17.62432,1.085,874775.5685,874775,1231.85029
0.55953,17.66734,1.08765,874777.2529,874825,1234.79097
0.55951,17.68558,1.08877,874776.9192,874775,1239.80519
0.55949,17.70587,1.09002,874775.627,874837.5,1238.45553
0.55949,17.707,1.09009,874777.7778,874812.5,1232.38537
0.55949,17.70587,1.09002,874774.7062,874800,1226.78666
0.55945,17.74825,1.09263,874778.1516,874775,1241.33136
0.55943,17.76585,1.09371,874774.6177,874787.5,1237.75561
0.55945,17.74521,1.09244,874775.1033,874825,1241.9253
0.55942,17.77656,1.09437,874775.0871,874762.5,1238.36279
0.55941,17.78711,1.09502,874777.2394,874825,1240.00845
0.55938,17.8167,1.09684,874776.4998,874800,1239.18709
0.55937,17.82533,1.09737,874775.8974,874737.5,1236.65619
0.55936,17.83109,1.09773,874777.3879,874812.5,1239.82322
0.55933,17.86626,1.09989,874776.853,874800,1240.86882
0.55929,17.90704,1.1024,874777.3733,874837.5,1245.60756
0.55929,17.9024,1.10212,874776.9978,874775,1230.63186
0.55929,17.90576,1.10232,874775.546,874837.5,1241.12951
0.55926,17.93326,1.10402,874777.8098,874800,1235.2703
0.55921,17.9854,1.10723,874775.1517,874775,1233.3008
0.55919,18.00266,1.10829,874777.0601,874812.5,1229.3563
0.55917,18.02745,1.10981,874776.2368,874762.5,1240.4235
0.55917,18.02665,1.10977,874776.7487,874837.5,1242.59283
0.55913,18.06184,1.11193,874776.1068,874737.5,1234.33177
0.55913,18.06711,1.11226,874776.4185,874812.5,1234.84976
0.55909,18.10693,1.11471,874775.9727,874737.5,1239.15427
0.55909,18.10869,1.11482,874776.0279,874775,1240.50244
0.55909,18.10629,1.11467,874777.043,874800,1236.29175
0.55905,18.14675,1.11716,874774.7053,874850,1244.15236
0.55901,18.18512,1.11952,874776.1919,874837.5,1234.13388
0.55905,18.1469,1.11717,874777.7181,874837.5,1241.99871
0.55901,18.18767,1.11968,874774.4073,874762.5,1240.65126
0.55897,18.22974,1.12227,874775.4337,874737.5,1241.02128
0.55897,18.22734,1.12212,874775.6354,874787.5,1237.84885
0.55893,18.26731,1.12458,874774.7885,874762.5,1234.59543
0.55893,18.26571,1.12448,874776.2137,874737.5,1241.49769
0.55889,18.30729,1.12704,874775.7802,874850,1237.04264
0.55891,18.28506,1.12567,874776.671,874775,1238.39214
0.55889,18.30714,1.12703,874777.2895,874800,1231.13731
0.55888,18.31225,1.12735,874775.0203,874812.5,1236.59933
0.55885,18.34855,1.12958,874777.9338,874787.5,1236.14081
0.55883,18.36918,1.13085,874776.48,874850,1239.84076
0.55883,18.36039,1.13031,874774.5157,874762.5,1240.12048
0.55879,18.40595,1.13312,874774.2168,874775,1232.91006
0.55878,18.41875,1.1339,874774.4975,874787.5,1242.31335
0.55877,18.42595,1.13435,874774.7829,874800,1239.2276
0.55877,18.42706,1.13442,874775.4091,874762.5,1240.54907
0.55874,18.45712,1.13627,874776.6822,874887.5,1236.18195
0.55873,18.4672,1.13689,874774.5204,874800,1233.40406
0.55873,18.46736,1.1369,874776.0058,874800,1240.06737
0.55873,18.46496,1.13675,874775.9357,874850,1236.77999
0.55869,18.50366,1.13913,874778.0753,874812.5,1239.16046
0.55865,18.54604,1.14174,874775.2332,874837.5,1243.47626
0.55865,18.54635,1.14176,874777.7986,874775,1234.09503
0.55865,18.54731,1.14182,874774.1172,874800,1237.38322
0.55865,18.547,1.1418,874775.029,874837.5,1243.27184
0.55857,18.62679,1.14671,874775.819,874800,1243.68291
0.55857,18.62759,1.14676,874775.3222,874775,1237.03284
0.55857,18.62886,1.14684,874773.3605,874862.5,1236.08697
0.55853,18.6674,1.14921,874776.0698,874762.5,1234.84947
0.55853,18.66709,1.14919,874775.0407,874787.5,1241.26466
0.55852,18.6738,1.14961,874777.4819,874762.5,1233.72937
0.55849,18.70882,1.15176,874776.599,874812.5,1241.10906
0.55845,18.74656,1.15409,874776.213,874762.5,1235.24051
0.55845,18.74656,1.15409,874777.4188,874787.5,1238.57986
0.55845,18.74656,1.15409,874776.1951,874737.5,1237.06323
0.55844,18.75375,1.15453,874775.7709,874825,1237.03504
0.55841,18.78861,1.15667,874775.5397,874800,1242.95014
0.55837,18.82764,1.15908,874774.9278,874762.5,1241.85206
0.55837,18.82924,1.15917,874773.5079,874850,1237.37546
0.55837,18.82795,1.1591,874778.1404,874837.5,1244.58616
0.55833,18.86889,1.16162,874776.0724,874812.5,1242.07204
0.55832,18.87272,1.16185,874774.871,874812.5,1229.66813
0.55829,18.90726,1.16398,874771.9554,874762.5,1238.37046
0.55829,18.90775,1.16401,874776.9713,874762.5,1234.68323
0.55825,18.94645,1.16639,874776.1324,874812.5,1239.79213
0.55825,18.94772,1.16647,874776.8658,874775,1235.1493
0.55817,19.028,1.17141,874776.7882,874762.5,1237.47924
0.55817,19.02816,1.17142,874774.8542,874800,1238.41394
0.55816,19.03679,1.17195,874775.1522,874825,1224.87823
0.55813,19.06557,1.17372,874775.741,874775,1240.76557
0.55813,19.0667,1.17379,874776.4784,874800,1232.57366
0.55813,19.06798,1.17387,874777.1384,874787.5,1240.59254
0.55809,19.10635,1.17623,874778.8757,874787.5,1234.22374
0.55809,19.10619,1.17622,874776.2415,874812.5,1236.61874
0.55805,19.14712,1.17874,874775.1108,874787.5,1240.22718
0.55805,19.14712,1.17874,874775.5993,874800,1241.67483
0.55801,19.18711,1.18121,874776.8441,874800,1239.05653
0.55801,19.18615,1.18115,874773.6257,874750,1225.19
0.55801,19.18711,1.18121,874774.3405,874762.5,1241.81606
0.55801,19.18806,1.18127,874776.4023,874862.5,1238.70809
0.55797,19.22532,1.18356,874775.4151,874812.5,1238.23592
0.55797,19.22516,1.18355,874775.6616,874812.5,1242.35928
0.55793,19.26577,1.18605,874774.9661,874787.5,1238.47438
0.55793,19.26546,1.18603,874776.3907,874837.5,1231.91955
0.55792,19.27314,1.1865,874774.2713,874825,1242.62764
0.55793,19.26642,1.18609,874777.8077,874812.5,1238.01845
0.5579,19.29152,1.18763,874775.7042,874800,1244.62323
0.55789,19.30496,1.18846,874775.5723,874825,1235.9485
0.55789,19.30624,1.18854,874774.9631,874750,1237.53815
0.55785,19.34734,1.19107,874777.0585,874812.5,1235.44248
0.55784,19.35037,1.19126,874773.5112,874800,1233.09309
0.55785,19.34734,1.19107,874777.1332,874775,1242.36547
0.55781,19.38859,1.19361,874772.6966,874787.5,1238.22093
0.5578,19.39083,1.19375,874775.937,874862.5,1236.47774
0.55776,19.43096,1.19622,874776.6893,874800,1239.89587
0.55777,19.42952,1.19613,874774.5504,874725,1230.23058
0.55773,19.46966,1.1986,874775.3778,874775,1235.15838
0.55769,19.50469,1.20076,874775.9,874787.5,1244.55767
0.55768,19.51028,1.2011,874774.1946,874812.5,1239.27236
0.55765,19.54866,1.20346,874776.5555,874750,1236.92626
0.55765,19.5469,1.20336,874776.0968,874762.5,1236.78512
0.55765,19.5493,1.2035,874773.6583,874800,1236.82118
0.55761,19.5888,1.20594,874775.01,874825,1235.28321
0.5576,19.59135,1.20609,874774.6006,874775,1238.42373
0.55756,19.63005,1.20847,874775.2493,874800,1240.81074
0.55756,19.63037,1.20849,874774.9123,874775,1240.66506
0.55753,19.66939,1.2109,874777.714,874725,1245.18175
0.55752,19.66986,1.21093,874773.8132,874812.5,1237.56239
0.55749,19.70856,1.21331,874776.8175,874825,1236.51596
0.55749,19.70889,1.21333,874774.4914,874750,1232.90481
0.55749,19.70776,1.21326,874775.4598,874787.5,1235.36031
0.55745,19.74886,1.21579,874776.0772,874825,1236.32438
0.55745,19.74919,1.21581,874775.5081,874750,1233.15647
0.55743,19.7639,1.21672,874777.7739,874787.5,1240.59759
0.55741,19.78916,1.21827,874774.1446,874837.5,1235.16677
0.5574,19.79107,1.21839,874776.063,874775,1232.04562
0.5574,19.79044,1.21835,874774.2776,874800,1237.96284
0.55736,19.83026,1.2208,874774.0841,874800,1237.39615
0.55736,19.83297,1.22097,874774.3907,874775,1235.47503
0.55732,19.87119,1.22332,874776.3559,874800,1233.39733
0.55732,19.87039,1.22327,874771.9725,874800,1238.39818
0.55728,19.91101,1.22577,874778.8817,874812.5,1235.77419
0.55728,19.91021,1.22572,874775.2284,874825,1242.54402
0.55728,19.91117,1.22578,874775.9547,874800,1231.81154
0.55724,19.95019,1.22818,874775.8467,874775,1233.87601
0.5572,19.99129,1.23071,874776.7371,874787.5,1235.46075
0.55721,19.9892,1.23059,874775.273,874775,1239.95129
0.55724,19.95819,1.22868,874774.5738,874762.5,1232.63881
0.55712,20.07316,1.23575,874774.7323,874762.5,1244.08681
0.55712,20.07091,1.23562,874776.4794,874787.5,1238.19663
0.55708,20.11041,1.23805,874775.3057,874825,1243.62536
0.55708,20.1117,1.23813,874775.6597,874812.5,1241.52642
0.55708,20.11185,1.23814,874775.6011,874762.5,1239.24903
0.55704,20.15215,1.24062,874773.8267,874762.5,1240.65145
0.55704,20.15391,1.24073,874775.7298,874775,1238.92407
0.557,20.19229,1.24309,874776.0455,874812.5,1237.28288
0.557,20.19181,1.24306,874776.4014,874800,1241.77103
0.557,20.19101,1.24301,874774.3656,874787.5,1239.05729
0.55696,20.23226,1.24555,874774.7392,874812.5,1234.4012
0.55696,20.23035,1.24543,874774.7304,874750,1235.60183
0.55696,20.23146,1.2455,874775.9804,874787.5,1239.92414
0.55692,20.27176,1.24798,874772.9523,874762.5,1239.49298
0.55689,20.30006,1.24972,874777.1843,874825,1241.6706
0.55688,20.31206,1.25046,874775.2849,874750,1235.90015
0.55688,20.31206,1.25046,874775.7738,874825,1242.39189
0.55688,20.3127,1.2505,874775.4437,874787.5,1240.47157
0.55684,20.35235,1.25294,874775.0283,874762.5,1244.17506
0.55685,20.34676,1.2526,874776.5439,874800,1238.13398
0.55684,20.35267,1.25296,874772.1752,874850,1239.63023
0.55684,20.3522,1.25293,874777.0975,874812.5,1235.32692
0.55682,20.3733,1.25423,874771.8344,874850,1238.44842
0.5568,20.39074,1.2553,874773.7682,874812.5,1236.52548
0.55679,20.40496,1.25618,874775.1975,874825,1242.96524
0.55676,20.43262,1.25788,874777.2089,874750,1239.79575
0.55676,20.43199,1.25784,874775.8132,874750,1231.34986
0.55676,20.43646,1.25812,874773.6002,874762.5,1233.96891
0.55672,20.47036,1.26021,874772.9988,874800,1236.7746
0.55671,20.4822,1.26094,874776.2619,874737.5,1235.51173
0.55672,20.47836,1.2607,874774.4912,874825,1238.05211
0.55669,20.5097,1.26263,874774.5285,874762.5,1236.94534
0.55664,20.55032,1.26513,874772.5143,874787.5,1231.34205
0.55664,20.55192,1.26523,874778.0109,874850,1244.67988
0.55661,20.58359,1.26718,874776.4824,874800,1239.17747
0.5566,20.59206,1.2677,874773.7141,874825,1242.7727
0.55658,20.61796,1.26929,874774.1863,874775,1232.53451
0.55657,20.62285,1.26959,874773.8113,874762.5,1238.64753
0.55656,20.63229,1.27018,874775.4587,874825,1234.88672
0.55652,20.6705,1.27253,874775.4207,874787.5,1243.05351
0.55652,20.67114,1.27257,874776.4308,874787.5,1236.20104
0.55652,20.67146,1.27259,874775.0708,874775,1237.36179
0.55648,20.71127,1.27504,874776.114,874775,1230.57871
0.55644,20.75254,1.27758,874775.497,874762.5,1236.91232
0.55644,20.75174,1.27753,874774.025,874787.5,1235.88412
0.55644,20.75301,1.27761,874773.5073,874850,1231.22995
0.5564,20.79267,1.28005,874774.4134,874800,1239.90169
0.5564,20.79155,1.27998,874775.7953,874775,1234.6701
0.5564,20.79044,1.27991,874777.9196,874812.5,1242.07695
0.55639,20.80962,1.28109,874775.207,874787.5,1231.91187
0.55636,20.83216,1.28248,874774.7858,874787.5,1232.33426
0.55635,20.8416,1.28306,874773.4914,874775,1231.81297
0.55632,20.87199,1.28493,874776.1411,874775,1234.03639
0.55632,20.8731,1.285,874774.0832,874837.5,1231.4165
0.55628,20.9118,1.28738,874777.2182,874825,1240.22141
0.55628,20.91132,1.28735,874773.9854,874825,1242.27707
0.55625,20.9441,1.28937,874777.7827,874812.5,1239.05685
0.55622,20.96985,1.29096,874773.2434,874775,1240.27185
0.55623,20.96952,1.29094,874774.7195,874750,1235.5231
0.5562,20.99111,1.29227,874775.9891,874787.5,1239.65266
0.5562,20.99064,1.29224,874774.2413,874800,1233.86606
0.55618,21.01414,1.29368,874775.9967,874825,1241.61598
0.55616,21.03125,1.29474,874776.0226,874775,1235.82754
0.55608,21.11136,1.29967,874776.4591,874862.5,1228.90576
0.55609,21.10929,1.29954,874776.7717,874787.5,1231.47308
0.55604,21.15279,1.30222,874775.6398,874775,1238.49433
0.55604,21.15359,1.30227,874773.6343,874825,1237.32944
0.55602,21.17805,1.30377,874775.9323,874775,1237.94535
0.55602,21.17772,1.30375,874774.5096,874800,1243.43648
0.556,21.19404,1.30476,874774.8059,874800,1244.64474
0.556,21.19308,1.3047,874774.0894,874825,1238.96579
