mwradiation_frequency,lockinIC_R,lockinIC_T
1.30287E+11,1.52355e-06,179.5848
1.30289E+11,5.418676e-07,-107.3882
1.30291E+11,7.245764e-07,89.93631
1.30293E+11,1.525539e-06,-171.4918
1.30295E+11,1.175684e-06,162.9151
1.30297E+11,1.50863e-07,-62.80451
1.30299E+11,1.372413e-06,174.5864
1.30301E+11,4.919394e-07,122.5514
1.30303E+11,1.427019e-06,105.583
1.30305E+11,8.476898e-07,145.7822
1.30307E+11,1.068625e-06,178.9791
1.30309E+11,1.255374e-06,-116.1709
1.30311E+11,6.35432e-07,-62.78178
1.30313E+11,8.467957e-08,-132.0679
1.30315E+11,6.026756e-07,117.3126
1.30317E+11,7.979348e-07,160.4116
1.30319E+11,5.806088e-07,20.85238
1.30321E+11,4.212297e-07,65.20936
1.30323E+11,5.031991e-07,-155.1149
1.30325E+11,6.82231e-07,59.72464
1.30327E+11,8.86213e-07,-141.6902
1.30329E+11,8.279029e-07,-119.3469
1.30331E+11,6.776712e-07,156.1255
1.30333E+11,6.72765e-07,120.2176
1.30335E+11,1.276066e-06,122.7656
1.30337E+11,1.017417e-06,116.4105
1.30339E+11,4.103444e-07,95.17838
1.30341E+11,9.511671e-07,152.6401
1.30343E+11,5.536917e-07,143.5417
1.30345E+11,7.719453e-07,140.3238
1.30347E+11,3.139246e-07,75.11276
1.30349E+11,9.67713e-07,175.0804
1.30351E+11,1.890845e-07,136.8269
1.30353E+11,1.314276e-06,-168.1882
1.30355E+11,1.269204e-06,141.5861
1.30357E+11,5.021262e-07,-174.6852
1.30359E+11,7.637925e-07,149.4151
1.30361E+11,4.042144e-07,-144.1859
1.30363E+11,4.916153e-07,28.28305
1.30365E+11,7.588472e-07,112.4093
1.30367E+11,1.55624e-07,116.4961
1.30369E+11,1.182043e-06,145.1546
1.30371E+11,7.424689e-07,143.9753
1.30373E+11,4.578251e-07,117.8179
1.30375E+11,1.269897e-06,171.8756
1.30377E+11,9.61516e-07,-174.7446
1.30379E+11,8.670352e-07,167.6304
1.30381E+11,4.875585e-07,98.05879
1.30383E+11,1.060841e-06,82.91588
1.30385E+11,8.167158e-07,95.14865
1.30387E+11,1.521969e-06,146.0567
1.30389E+11,2.650246e-07,4.758736
1.30391E+11,1.734327e-07,-148.5952
1.30393E+11,2.437178e-07,-53.21826
1.30395E+11,6.069447e-07,70.65646
1.30397E+11,1.528283e-06,138.2948
1.30399E+11,1.506116e-07,69.96417
1.30401E+11,6.993524e-07,177.3041
1.30403E+11,6.540343e-07,54.62133
1.30405E+11,7.691178e-07,71.27543
1.30407E+11,1.309303e-06,84.98947
1.30409E+11,8.001532e-07,105.9598
1.30411E+11,1.299083e-07,29.46754
1.30413E+11,7.75801e-07,133.7403
1.30415E+11,1.215454e-06,29.81898
1.30417E+11,7.282085e-07,-176.8845
1.30419E+11,7.35132e-07,162.888
1.30421E+11,1.02856e-06,171.6194
1.30423E+11,1.584129e-06,-169.1349
1.30425E+11,5.990099e-07,158.2184
1.30427E+11,6.05911e-07,111.0499
1.30429E+11,8.028633e-07,105.3303
1.30431E+11,4.45431e-07,162.9457
1.30433E+11,6.857626e-07,123.2928
1.30435E+11,1.229569e-07,146.5533
1.30437E+11,1.198299e-06,73.57332
1.30439E+11,6.468649e-07,13.53389
1.30441E+11,6.810184e-07,125.7493
1.30443E+11,2.216286e-07,51.86155
1.30445E+11,1.191521e-06,6.042136
1.30447E+11,2.085193e-07,164.5087
1.30449E+11,6.440375e-07,83.79012
1.30451E+11,7.287561e-07,12.7839
1.30453E+11,1.133199e-06,162.9754
1.30455E+11,8.460134e-07,124.9083
1.30457E+11,5.363356e-07,62.80101
1.30459E+11,9.016022e-07,103.1213
1.30461E+11,1.139173e-06,134.8462
1.30463E+11,1.295289e-06,99.61146
1.30465E+11,1.238828e-06,105.2796
1.30467E+11,9.804088e-07,87.13282
1.30469E+11,4.869718e-07,95.95121
1.30471E+11,9.867902e-07,143.8704
1.30473E+11,6.503239e-07,142.8615
1.30475E+11,1.06368e-06,67.30657
1.30477E+11,6.356611e-07,30.51315
1.30479E+11,1.488877e-06,53.50153
1.30481E+11,1.813866e-06,70.02
1.30483E+11,9.679645e-07,75.11451
1.30485E+11,7.671508e-07,126.2449
1.30487E+11,5.281772e-07,-1.790214
1.30489E+11,6.825998e-07,142.5993
1.30491E+11,6.267372e-07,85.65883
1.30493E+11,1.539923e-06,95.38119
1.30495E+11,1.106517e-06,47.25447
1.30497E+11,1.801472e-06,62.52737
1.30499E+11,9.354539e-07,83.74466
1.30502E+11,1.31583e-06,103.2254
1.30504E+11,1.06924e-06,122.3201
1.30506E+11,1.137133e-06,75.65218
1.30508E+11,7.122103e-07,117.8267
1.3051E+11,1.670692e-06,135.8925
1.30512E+11,1.409109e-06,83.47452
1.30514E+11,8.026454e-07,24.25909
1.30516E+11,8.641965e-07,105.4352
1.30518E+11,1.67443e-06,102.3695
1.3052E+11,1.297127e-06,48.47317
1.30522E+11,3.769006e-07,132.7953
1.30524E+11,1.276569e-06,102.6317
1.30526E+11,1.448538e-06,133.0856
1.30528E+11,1.599177e-06,62.62179
1.3053E+11,3.004129e-07,51.88253
1.30532E+11,1.315187e-06,54.13087
1.30534E+11,7.917601e-07,111.0691
1.30536E+11,1.320507e-06,68.34156
1.30538E+11,2.812296e-07,2.223847
1.3054E+11,1.557419e-06,93.55608
1.30542E+11,2.098996e-07,-125.0132
1.30544E+11,7.64586e-07,115.6202
1.30546E+11,3.990121e-07,28.53483
1.30548E+11,1.122247e-06,56.43004
1.3055E+11,6.49793e-07,167.8315
1.30552E+11,7.209889e-07,-162.9299
1.30554E+11,1.673871e-06,45.82519
1.30556E+11,1.49019e-06,56.71066
1.30558E+11,4.027951e-07,163.4037
1.3056E+11,3.324206e-07,117.748
1.30562E+11,5.203709e-07,118.9325
1.30564E+11,6.886012e-07,92.75177
1.30566E+11,6.979387e-07,4.206532
1.30568E+11,3.655627e-07,71.65534
1.3057E+11,5.673654e-07,-148.3784
1.30572E+11,5.409847e-07,111.244
1.30574E+11,1.838592e-06,78.17252
1.30576E+11,1.514106e-06,87.18527
1.30578E+11,6.609186e-07,135.6704
1.3058E+11,5.991552e-07,46.41355
1.30582E+11,1.678492e-06,118.012
1.30584E+11,4.418268e-07,131.3722
1.30586E+11,1.219281e-06,134.2386
1.30588E+11,4.129037e-07,19.55335
1.3059E+11,1.179244e-06,42.28391
1.30592E+11,1.217136e-06,64.53279
1.30594E+11,1.070145e-06,17.50188
1.30596E+11,9.222887e-07,56.04973
1.30598E+11,2.649407e-07,21.02197
1.306E+11,3.683846e-07,34.88035
1.30602E+11,6.418358e-07,83.01203
1.30604E+11,7.356014e-07,87.16429
1.30606E+11,1.097738e-06,102.5277
1.30608E+11,5.140732e-07,-2.912641
1.3061E+11,1.299552e-06,112.6392
1.30612E+11,6.249658e-07,7.437318
1.30614E+11,5.987305e-07,53.49803
1.30616E+11,4.055332e-07,-142.7286
1.30618E+11,5.753561e-07,-81.72963
1.3062E+11,2.295244e-07,73.55759
1.30622E+11,5.856547e-07,158.2961
1.30624E+11,1.519147e-06,86.57679
1.30626E+11,6.89093e-07,99.87711
1.30628E+11,6.932113e-07,66.74093
1.3063E+11,8.004661e-07,37.36222
1.30632E+11,1.566594e-06,35.12862
1.30634E+11,8.640065e-07,87.0926
1.30636E+11,7.388647e-07,8.922548
1.30638E+11,5.920752e-07,52.98573
1.3064E+11,7.949564e-07,98.14272
1.30642E+11,1.033617e-06,53.94915
1.30644E+11,9.265467e-07,122.5899
1.30646E+11,1.03279e-06,81.3467
1.30648E+11,7.289517e-07,177.8845
1.3065E+11,1.410182e-06,110.9144
1.30652E+11,3.000665e-07,19.78415
1.30654E+11,6.892159e-07,66.75666
1.30656E+11,4.575513e-07,70.31026
1.30658E+11,6.690993e-07,-47.62952
1.3066E+11,7.844399e-07,10.95768
1.30662E+11,2.747699e-07,110.2911
1.30664E+11,2.302955e-07,-96.81485
1.30666E+11,4.907157e-07,-134.0567
1.30668E+11,3.252904e-07,91.82868
1.3067E+11,7.069297e-07,75.05681
1.30672E+11,1.851227e-07,33.63552
1.30674E+11,1.520572e-06,124.2963
1.30676E+11,1.27629e-06,25.10711
1.30678E+11,4.214979e-07,53.95614
1.3068E+11,9.649302e-07,12.57757
1.30682E+11,4.142448e-07,132.7568
1.30684E+11,1.410176e-06,138.9302
1.30686E+11,7.583945e-07,51.14117
1.30688E+11,1.623859e-06,84.58033
1.3069E+11,1.119945e-06,62.99847
1.30692E+11,2.48814e-07,14.1074
1.30694E+11,1.617874e-07,94.62584
1.30696E+11,6.181206e-07,101.8554
1.30698E+11,2.689529e-07,2.272805
1.307E+11,5.615204e-07,105.3845
1.30702E+11,5.635768e-07,53.60644
1.30704E+11,8.814688e-07,70.32075
1.30706E+11,4.434417e-07,64.25914
1.30708E+11,8.429791e-07,117.5207
1.3071E+11,3.2272e-07,-108.3936
1.30712E+11,7.011909e-07,110.2246
1.30714E+11,6.219316e-07,61.30255
1.30716E+11,9.335093e-07,131.1973
1.30718E+11,4.043206e-07,168.2704
1.3072E+11,1.280598e-06,97.40759
1.30722E+11,2.112463e-06,84.37925
1.30724E+11,1.960817e-06,99.78094
1.30726E+11,4.482362e-07,43.71058
1.30728E+11,1.385305e-06,91.90211
1.3073E+11,6.788838e-07,127.6909
1.30732E+11,9.048935e-07,98.18468
1.30734E+11,9.052231e-07,93.36725
1.30736E+11,1.824147e-06,130.8301
1.30738E+11,9.050443e-07,81.78908
1.3074E+11,5.51261e-07,116.2374
1.30742E+11,6.294362e-07,83.63101
1.30744E+11,1.02015e-06,-47.42145
1.30746E+11,1.200087e-06,6.779013
1.30748E+11,5.748644e-07,80.80817
1.3075E+11,1.000944e-06,51.9245
1.30752E+11,1.037908e-06,82.37908
1.30754E+11,4.481077e-07,54.0006
1.30756E+11,8.750874e-07,95.45288
1.30758E+11,1.403175e-06,140.5396
1.3076E+11,6.476193e-07,75.06905
1.30762E+11,3.839302e-07,111.6584
1.30764E+11,8.736122e-07,-127.4636
1.30766E+11,4.949625e-07,-139.8832
1.30768E+11,1.022966e-06,-152.0526
1.3077E+11,1.035958e-06,117.4595
1.30772E+11,1.905821e-07,-102.9255
1.30774E+11,1.134552e-06,129.5302
1.30776E+11,5.761329e-07,85.60812
1.30778E+11,5.555246e-07,-26.57488
1.3078E+11,6.372481e-07,144.672
1.30782E+11,1.394938e-06,32.4955
1.30784E+11,6.635114e-07,14.5043
1.30786E+11,8.276738e-07,71.47126
1.30788E+11,1.326575e-07,42.92824
1.3079E+11,9.361915e-07,135.9117
1.30792E+11,7.750354e-07,53.03643
1.30794E+11,5.963947e-07,82.62912
1.30796E+11,1.40555e-06,79.41298
1.30798E+11,1.415809e-06,91.27266
1.308E+11,4.927217e-07,-50.65159
1.30802E+11,7.307734e-07,123.4921
1.30804E+11,1.247964e-06,65.96471
1.30806E+11,9.650979e-07,97.70484
1.30808E+11,7.586237e-07,177.9754
1.3081E+11,1.859033e-06,98.41549
1.30812E+11,1.171622e-06,95.98006
1.30814E+11,3.542415e-07,121.132
1.30816E+11,1.063624e-06,-32.66161
1.30818E+11,1.242052e-06,101.8248
1.3082E+11,1.224651e-06,-178.4484
1.30822E+11,8.479692e-07,113.0737
1.30824E+11,4.231408e-07,98.32806
1.30826E+11,1.142704e-06,120.2351
1.30828E+11,1.037668e-06,13.10038
1.3083E+11,1.867398e-06,83.38359
1.30832E+11,7.889941e-07,106.7693
1.30834E+11,3.733243e-07,-96.43368
1.30836E+11,1.080946e-06,-72.33112
1.30838E+11,1.756176e-06,86.67733
1.3084E+11,7.529072e-07,107.2973
1.30842E+11,7.253531e-07,103.8276
1.30844E+11,6.612595e-07,136.9178
1.30846E+11,5.970485e-07,157.2007
1.30848E+11,7.886253e-07,74.87771
1.3085E+11,1.098336e-06,59.71503
1.30852E+11,6.643272e-07,133.0768
1.30854E+11,4.231967e-07,105.9947
1.30856E+11,4.964433e-07,7.122583
1.30858E+11,2.817604e-07,141.6657
1.3086E+11,1.843292e-07,-149.0148
1.30862E+11,6.33046e-07,-118.839
1.30864E+11,2.091228e-07,-159.6004
1.30866E+11,5.70327e-07,103.8416
1.30868E+11,1.054666e-06,86.66771
1.3087E+11,1.470973e-06,33.79988
1.30872E+11,1.198371e-06,53.48229
1.30874E+11,4.023592e-07,81.19983
1.30876E+11,9.988378e-07,98.43822
1.30878E+11,1.789312e-07,2.947612
1.3088E+11,2.801455e-07,66.21649
1.30882E+11,9.60946e-07,31.85238
1.30884E+11,4.090201e-07,128.0055
1.30886E+11,9.345207e-07,77.37521
1.30888E+11,5.732886e-07,55.0532
1.3089E+11,1.051627e-06,-142.7321
1.30892E+11,6.620194e-07,169.2381
1.30894E+11,1.160189e-06,51.64998
1.30896E+11,1.304766e-06,87.00342
1.30898E+11,1.411534e-06,60.80784
1.309E+11,4.634354e-07,0.2840015
1.30902E+11,7.409323e-07,-66.2742
1.30904E+11,9.181145e-07,63.03169
1.30906E+11,3.938265e-07,40.96304
1.30908E+11,9.319111e-07,5.118931
1.3091E+11,7.932018e-07,90.95268
1.30912E+11,3.204289e-07,110.3995
1.30914E+11,5.384199e-07,17.22037
1.30916E+11,8.035674e-07,-107.3305
1.30918E+11,6.668139e-07,67.42109
1.3092E+11,7.20838e-07,81.98142
1.30922E+11,1.014461e-06,14.01823
1.30924E+11,4.247333e-07,-93.66798
1.30926E+11,4.97058e-07,109.8401
1.30928E+11,5.708076e-07,-19.42746
1.3093E+11,1.654235e-06,101.2986
1.30932E+11,4.46733e-07,43.60218
1.30934E+11,5.638785e-07,-71.27892
1.30936E+11,1.000111e-06,66.11158
1.30938E+11,1.061618e-06,83.99807
1.3094E+11,1.684343e-06,143.8398
1.30942E+11,8.820556e-08,60.49048
1.30944E+11,3.479551e-07,102.2261
1.30946E+11,4.820767e-07,102.373
1.30948E+11,1.440759e-06,55.68179
1.3095E+11,6.176512e-07,134.4064
1.30952E+11,4.146583e-07,39.9699
1.30954E+11,4.749689e-07,93.77989
1.30956E+11,1.055588e-06,90.55677
1.30958E+11,4.655923e-07,56.4414
1.3096E+11,6.734356e-07,80.18058
1.30962E+11,2.038791e-06,109.4064
1.30964E+11,3.471057e-07,12.90804
1.30966E+11,3.501791e-07,137.0018
1.30968E+11,1.292377e-06,49.41987
1.3097E+11,9.530615e-07,102.2785
1.30972E+11,7.186923e-07,54.95878
1.30974E+11,4.891231e-07,-30.47468
1.30976E+11,4.868488e-07,-138.7711
1.30978E+11,1.529384e-06,107.0953
1.3098E+11,4.864521e-07,-168.9269
1.30982E+11,3.320965e-07,-147.3261
1.30984E+11,6.193555e-07,131.0767
1.30986E+11,8.028689e-07,110.5009
1.30988E+11,3.9847e-07,-175.2622
1.3099E+11,2.117604e-07,37.48811
1.30992E+11,1.123711e-06,174.6537
1.30994E+11,1.699168e-06,83.39496
1.30996E+11,2.376604e-07,-126.6978
1.30998E+11,9.363032e-07,108.4006
1.31E+11,9.464062e-07,90.05669
