SG_voltage,CH_voltage,bf_fridge_temperature_cell,lockinIC_R,lockinIC_T
0,0.5,0.222788,3.299959e-05,-154.555
0,0.499,0.222788,3.495294e-05,-152.1716
0,0.498,0.222788,3.452912e-05,-152.0344
0,0.497,0.222788,3.546317e-05,-161.7541
0,0.496,0.222788,3.882217e-05,-163.2203
0,0.495,0.222788,4.008996e-05,-146.1134
0,0.494,0.222788,3.531177e-05,-151.9789
0,0.493,0.222788,3.707206e-05,-147.7534
0,0.492,0.222788,4.083424e-05,-147.7469
0,0.491,0.222788,4.425106e-05,-154.1277
0,0.49,0.222788,4.483978e-05,-160.9361
0,0.489,0.222788,4.134778e-05,-151.6555
0,0.488,0.222788,4.056207e-05,-161.5622
0,0.487,0.222788,4.715342e-05,-156.8622
0,0.486,0.222788,4.361912e-05,-156.763
0,0.485,0.222809,4.132398e-05,-151.8378
0,0.484,0.222809,3.925586e-05,-156.9946
0,0.483,0.222809,4.37705e-05,-157.9577
0,0.482,0.222809,4.404981e-05,-152.766
0,0.481,0.222809,4.046367e-05,-155.1888
0,0.48,0.222809,4.433636e-05,-149.1925
0,0.479,0.222809,4.308006e-05,-157.2959
0,0.478,0.222809,3.843823e-05,-149.5535
0,0.477,0.222809,4.292434e-05,-156.919
0,0.476,0.222809,4.535051e-05,-148.1034
0,0.475,0.222809,4.043485e-05,-148.7309
0,0.474,0.222809,4.172476e-05,-148.8666
0,0.473,0.222809,3.969476e-05,-152.8617
0,0.472,0.222809,4.282994e-05,-153.0107
0,0.471,0.222809,4.538053e-05,-158.6552
0,0.47,0.22287,5.00571e-05,-157.1624
0,0.469,0.22287,4.73349e-05,-154.0044
0,0.468,0.22287,4.651571e-05,-147.2373
0,0.467,0.22287,5.224617e-05,-153.0767
0,0.466,0.22287,4.960071e-05,-149.5141
0,0.465,0.22287,4.793316e-05,-155.9209
0,0.464,0.22287,4.918058e-05,-157.8704
0,0.463,0.22287,4.755958e-05,-150.8537
0,0.462,0.222446,4.71013e-05,-159.5669
0,0.461,0.222446,4.772611e-05,-155.3724
0,0.46,0.222446,4.923083e-05,-151.7564
0,0.459,0.222446,5.429597e-05,-145.7557
0,0.458,0.222446,5.117439e-05,-153.0203
0,0.457,0.222446,5.407688e-05,-148.6551
0,0.456,0.222446,5.072005e-05,-151.8365
0,0.455,0.222446,4.793815e-05,-155.1594
0,0.454,0.222446,5.672137e-05,-155.0212
0,0.453,0.222446,5.217057e-05,-152.2191
0,0.452,0.222446,5.230401e-05,-152.3608
0,0.451,0.222446,5.456295e-05,-151.8816
0,0.45,0.222446,5.433567e-05,-155.3251
0,0.449,0.222446,5.368339e-05,-154.8548
0,0.448,0.222446,5.86619e-05,-154.1414
0,0.447,0.22251,6.133371e-05,-153.1859
0,0.446,0.22251,5.546911e-05,-151.1192
0,0.445,0.22251,5.801525e-05,-147.5454
0,0.444,0.22251,5.37712e-05,-153.2495
0,0.443,0.22251,5.97589e-05,-150.4355
0,0.442,0.22251,5.797185e-05,-151.2503
0,0.441,0.22251,5.222244e-05,-154.2717
0,0.44,0.22251,6.56306e-05,-155.5683
0,0.439,0.22251,5.515471e-05,-156.8853
0,0.438,0.22251,6.052664e-05,-155.413
0,0.437,0.22251,6.516777e-05,-154.3068
0,0.436,0.22251,6.339074e-05,-150.2213
0,0.435,0.22251,6.508035e-05,-151.5667
0,0.434,0.22251,6.891007e-05,-152.0329
0,0.433,0.22251,7.046653e-05,-150.7453
0,0.432,0.22251,7.521672e-05,-150.1956
0,0.431,0.222477,7.65927e-05,-148.1881
0,0.43,0.222477,8.166602e-05,-151.8993
0,0.429,0.222477,7.999545e-05,-151.7726
0,0.428,0.222477,7.616934e-05,-153.2646
0,0.427,0.222477,7.289437e-05,-151.9193
0,0.426,0.222477,7.853629e-05,-151.4488
0,0.425,0.222477,8.559224e-05,-151.3591
0,0.424,0.222477,8.680492e-05,-150.8948
0,0.423,0.222477,8.334947e-05,-152.7317
0,0.422,0.222477,8.757149e-05,-148.9006
0,0.421,0.222477,8.711301e-05,-152.4019
0,0.42,0.222477,9.171654e-05,-152.4948
0,0.419,0.222477,9.048462e-05,-150.2757
0,0.418,0.222477,9.324639e-05,-149.5479
0,0.417,0.222477,9.328132e-05,-149.0808
0,0.416,0.221603,9.848397e-05,-150.6649
0,0.415,0.221603,9.837315e-05,-153.2191
0,0.414,0.221603,0.000101015,-151.9638
0,0.413,0.221603,9.892405e-05,-150.8254
0,0.412,0.221603,9.954259e-05,-150.4528
0,0.411,0.221603,0.000104446,-149.9019
0,0.41,0.221603,0.000106865,-149.0425
0,0.409,0.221603,0.000105828,-151.3455
0,0.408,0.221603,0.000111819,-152.2318
0,0.407,0.221603,0.000112005,-153.3235
0,0.406,0.221603,0.000118889,-151.9392
0,0.405,0.221603,0.000116075,-149.2101
0,0.404,0.221603,0.000116698,-148.5035
0,0.403,0.221603,0.000111052,-153.2973
0,0.402,0.221603,0.000115246,-152.5948
0,0.401,0.221603,0.00011744,-149.4794
0,0.4,0.221542,0.000118351,-149.8064
0,0.399,0.221542,0.000124733,-151.9164
0,0.398,0.221542,0.000119383,-152.3934
0,0.397,0.221542,0.000113338,-149.1965
0,0.396,0.221542,0.000119793,-152.3778
0,0.395,0.221542,0.000115951,-151.601
0,0.394,0.221542,0.000114284,-151.8857
0,0.393,0.221542,0.000114177,-151.9465
0,0.392,0.221542,0.000111886,-151.4526
0,0.391,0.221542,0.000106867,-152.4442
0,0.39,0.221542,0.000115291,-150.4088
0,0.389,0.221542,0.000119375,-153.1531
0,0.388,0.221542,0.000118314,-151.2206
0,0.387,0.221542,0.000114428,-154.8164
0,0.386,0.221542,0.000114002,-152.6519
0,0.385,0.221941,0.000117795,-152.3141
0,0.384,0.221941,0.000112473,-154.3825
0,0.383,0.221941,0.000114626,-152.5288
0,0.382,0.221941,0.000121626,-152.1773
0,0.381,0.221941,0.000112888,-152.0754
0,0.38,0.221941,0.00011581,-151.9006
0,0.379,0.221941,0.000123312,-152.0924
0,0.378,0.221941,0.000120983,-149.5381
0,0.377,0.221941,0.000120588,-152.7124
0,0.376,0.221941,0.000116415,-152.8907
0,0.375,0.221941,0.000119621,-152.4395
0,0.374,0.221941,0.000127414,-151.2952
0,0.373,0.221941,0.00012681,-152.3817
0,0.372,0.221941,0.000126041,-151.5438
0,0.371,0.221941,0.000127789,-151.5353
0,0.37,0.221941,0.000135399,-149.8386
0,0.369,0.221755,0.000136877,-152.4233
0,0.368,0.221755,0.000139132,-149.3453
0,0.367,0.221755,0.000142348,-154.1164
0,0.366,0.221755,0.000149164,-150.026
0,0.365,0.221755,0.000152951,-151.4342
0,0.364,0.221755,0.0001585,-150.3657
0,0.363,0.221755,0.000157351,-151.3406
0,0.362,0.221755,0.000167727,-152.2388
0,0.361,0.221755,0.000176866,-150.516
0,0.36,0.221755,0.000170627,-149.6357
0,0.359,0.221755,0.000183771,-150.3043
0,0.358,0.221755,0.000184244,-150.4605
0,0.357,0.221755,0.000188265,-150.104
0,0.356,0.221755,0.000194651,-150.8475
0,0.355,0.221755,0.000197275,-149.0111
0,0.354,0.220842,0.000203052,-150.2796
0,0.353,0.220842,0.000215029,-148.1629
0,0.352,0.220842,0.000215698,-150.2728
0,0.351,0.220842,0.000223449,-149.4548
0,0.35,0.220842,0.000230593,-148.4207
0,0.349,0.220842,0.000234279,-150.7892
0,0.348,0.220842,0.000240494,-149.359
0,0.347,0.220842,0.000256212,-149.169
0,0.346,0.220778,0.000258146,-150.0109
0,0.345,0.220778,0.000272551,-149.7914
0,0.344,0.220778,0.000273254,-151.616
0,0.343,0.220778,0.000289789,-149.1302
0,0.342,0.220778,0.000307459,-150.1168
0,0.341,0.220778,0.000328927,-149.1028
0,0.34,0.220778,0.000349529,-148.7682
0,0.339,0.220778,0.000385614,-149.2439
0,0.338,0.220778,0.000404102,-148.9021
0,0.337,0.220778,0.000439289,-148.8194
0,0.336,0.220778,0.000471124,-148.8708
0,0.335,0.220778,0.000517682,-149.1919
0,0.334,0.220778,0.000566702,-149.3121
0,0.333,0.220778,0.00060831,-148.6445
0,0.332,0.220778,0.000670662,-148.3239
0,0.331,0.220778,0.000721959,-148.3935
0,0.33,0.220923,0.000803321,-148.2141
0,0.329,0.220923,0.000837327,-147.9556
0,0.328,0.220923,0.000871497,-147.9475
0,0.327,0.220923,0.000918252,-147.7917
0,0.326,0.220923,0.000967595,-147.8932
0,0.325,0.220923,0.001018486,-147.8441
0,0.324,0.220923,0.001071186,-147.8749
0,0.323,0.220923,0.001120282,-147.7317
0,0.322,0.220923,0.001158871,-147.6061
0,0.321,0.220923,0.001170192,-147.6398
0,0.32,0.220923,0.00119169,-147.6699
0,0.319,0.220923,0.001199999,-147.4274
0,0.318,0.220923,0.001199999,-147.5096
0,0.317,0.220923,0.001194124,-147.8215
0,0.316,0.220923,0.001122663,-147.3111
0,0.315,0.220487,0.001044882,-147.3002
0,0.314,0.220487,0.000991169,-147.443
0,0.313,0.220487,0.000921865,-147.2007
0,0.312,0.220487,0.000857831,-147.4476
0,0.311,0.220487,0.00080347,-147.0976
0,0.31,0.220487,0.000755972,-147.9533
0,0.309,0.220487,0.00070543,-147.8826
0,0.308,0.220487,0.000640733,-148.1997
0,0.307,0.220487,0.000595466,-147.8113
0,0.306,0.220487,0.000516004,-148.4565
0,0.305,0.220487,0.000455297,-148.6246
0,0.304,0.220487,0.000418873,-148.6634
0,0.303,0.220487,0.000342816,-149.9597
0,0.302,0.220487,0.000277528,-150.3922
0,0.301,0.220487,0.000199682,-150.9026
0,0.3,0.220487,0.000123128,-148.9697
0,0.299,0.21995,0.000100221,-154.9863
0,0.298,0.21995,7.67858e-05,-156.0708
0,0.297,0.21995,5.525834e-05,-156.3312
0,0.296,0.21995,4.282196e-05,-156.8523
0,0.295,0.21995,3.005476e-05,-166.3565
0,0.294,0.21995,3.230821e-05,-166.2503
0,0.293,0.21995,3.467987e-05,-156.6394
0,0.292,0.21995,2.721612e-05,-162.888
0,0.291,0.21995,3.355118e-05,-169.06
0,0.29,0.21995,2.914986e-05,-166.3358
0,0.289,0.21995,2.954576e-05,-170.1776
0,0.288,0.21995,2.515031e-05,-161.5343
0,0.287,0.21995,2.74459e-05,-158.7779
0,0.286,0.21995,2.592515e-05,-165.4388
0,0.285,0.21995,2.68125e-05,-169.7605
0,0.284,0.220266,3.071657e-05,-159.1347
0,0.283,0.220266,3.017747e-05,-160.8554
0,0.282,0.220266,3.056355e-05,-155.7765
0,0.281,0.220266,2.719302e-05,-159.9287
0,0.28,0.220266,2.544816e-05,-151.5921
0,0.279,0.220266,3.732164e-05,-159.3168
0,0.278,0.220266,2.752894e-05,-162.0353
0,0.277,0.220266,2.22292e-05,-158.19
0,0.276,0.220266,2.883947e-05,-162.8779
0,0.275,0.220266,2.482735e-05,-157.2804
0,0.274,0.220266,2.929011e-05,-158.8939
0,0.273,0.220266,3.493488e-05,-162.5996
0,0.272,0.220266,3.025669e-05,-163.5681
0,0.271,0.220266,2.662883e-05,-156.6703
0,0.27,0.220266,2.81586e-05,-156.4769
0,0.269,0.220266,2.281131e-05,-164.9152
0,0.268,0.22048,2.797721e-05,-160.1311
0,0.267,0.22048,2.53677e-05,-157.9654
0,0.266,0.22048,2.912499e-05,-156.2797
0,0.265,0.22048,3.263065e-05,-168.2064
0,0.264,0.22048,2.839874e-05,-150.0959
0,0.263,0.22048,3.194912e-05,-162.8697
0,0.262,0.22048,2.11569e-05,-163.4478
0,0.261,0.22048,2.121823e-05,-156.4033
0,0.26,0.22048,2.265401e-05,-151.5041
0,0.259,0.22048,2.702e-05,-158.6817
0,0.258,0.22048,2.421612e-05,-158.6462
0,0.257,0.22048,2.651876e-05,-160.8954
0,0.256,0.22048,3.213255e-05,-150.5111
0,0.255,0.22048,2.818328e-05,-157.831
0,0.254,0.22048,2.420923e-05,-144.5437
0,0.253,0.219232,3.080417e-05,-158.2486
0,0.252,0.219232,2.690568e-05,-165.8457
0,0.251,0.219232,2.358553e-05,-145.6584
0,0.25,0.219232,2.46803e-05,-158.1752
0,0.249,0.219232,2.486469e-05,-148.3073
0,0.248,0.219232,2.542599e-05,-153.9339
0,0.247,0.219232,2.145361e-05,-162.7984
0,0.246,0.219232,1.772163e-05,-156.74
0,0.245,0.219463,2.648691e-05,-157.4237
0,0.244,0.219463,2.360281e-05,-148.7014
0,0.243,0.219463,2.000227e-05,-156.1258
0,0.242,0.219463,1.904448e-05,-149.9395
0,0.241,0.219463,2.703383e-05,-162.7415
0,0.24,0.219463,2.354816e-05,-160.3994
0,0.239,0.219463,2.581324e-05,-144.7984
0,0.238,0.219463,2.027619e-05,-158.0662
0,0.237,0.219463,1.543772e-05,-158.7219
0,0.236,0.219463,2.180159e-05,-139.992
0,0.235,0.219463,1.643651e-05,-158.9812
0,0.234,0.219463,2.003411e-05,-138.2056
0,0.233,0.219463,1.774827e-05,-142.5848
0,0.232,0.219463,2.131477e-05,-159.3137
0,0.231,0.219463,1.878884e-05,-159.7516
0,0.23,0.219463,2.603852e-05,-135.8508
0,0.229,0.219179,1.951325e-05,-161.9823
0,0.228,0.219179,1.707857e-05,-150.0652
0,0.227,0.219179,2.403585e-05,-144.0604
0,0.226,0.219179,2.366496e-05,-155.0485
0,0.225,0.219179,2.914661e-05,-150.0123
0,0.224,0.219179,2.070135e-05,-145.7116
0,0.223,0.219179,1.6103e-05,-131.8637
0,0.222,0.219179,1.899582e-05,-131.6089
0,0.221,0.219179,1.570191e-05,-133.342
0,0.22,0.219179,2.105539e-05,-148.4913
0,0.219,0.219179,1.593193e-05,-152.4555
0,0.218,0.219179,1.99669e-05,-148.5466
0,0.217,0.219179,1.720761e-05,-139.2928
0,0.216,0.219179,2.006828e-05,-143.4663
0,0.215,0.219179,2.111553e-05,-133.1418
0,0.214,0.218828,2.120331e-05,-151.3141
0,0.213,0.218828,1.455317e-05,-132.3586
0,0.212,0.218828,2.54436e-05,-157.3983
0,0.211,0.218828,1.791468e-05,-147.2186
0,0.21,0.218828,1.436512e-05,-141.2852
0,0.209,0.218828,1.724079e-05,-120.9825
0,0.208,0.218828,2.116709e-05,-124.5769
0,0.207,0.218828,1.595929e-05,-138.0037
0,0.206,0.218828,1.745002e-05,-133.7226
0,0.205,0.218828,2.104945e-05,-126.601
0,0.204,0.218828,2.320764e-05,-131.0518
0,0.203,0.218828,1.142001e-05,-128.9878
0,0.202,0.218828,1.882722e-05,-130.5394
0,0.201,0.218828,1.141547e-05,-117.8906
0,0.2,0.218828,1.384266e-05,-122.4162
0,0.199,0.218828,1.646862e-05,-117.2729
0,0.198,0.21926,1.328347e-05,-111.6063
0,0.197,0.21926,1.6669e-05,-120.2869
0,0.196,0.21926,2.012013e-05,-108.2193
0,0.195,0.21926,1.936333e-05,-114.71
0,0.194,0.21926,1.728154e-05,-91.36459
0,0.193,0.21926,2.153997e-05,-115.5681
0,0.192,0.21926,1.448395e-05,-107.5999
0,0.191,0.21926,1.835117e-05,-104.1578
0,0.19,0.21926,1.385987e-05,-133.9021
0,0.189,0.21926,1.701375e-05,-112.7356
0,0.188,0.21926,1.359521e-05,-102.0904
0,0.187,0.21926,1.857154e-05,-106.3177
0,0.186,0.21926,2.028257e-05,-109.5863
0,0.185,0.21926,1.270207e-05,-99.39851
0,0.184,0.21926,2.200374e-05,-103.2186
0,0.183,0.21926,2.149061e-05,-104.3496
0,0.182,0.218497,1.852206e-05,-105.3555
0,0.181,0.218497,1.963735e-05,-81.1365
0,0.18,0.218497,1.67606e-05,-91.13252
0,0.179,0.218497,1.735221e-05,-79.55086
0,0.178,0.218497,1.534369e-05,-55.30484
0,0.177,0.218497,1.719221e-05,-78.56231
0,0.176,0.218497,2.450801e-05,-81.33798
0,0.175,0.218497,2.175495e-05,-83.29231
0,0.174,0.218497,1.848115e-05,-80.70148
0,0.173,0.218497,2.126357e-05,-68.18208
0,0.172,0.218497,1.328861e-05,-70.81423
0,0.171,0.218497,2.433811e-05,-60.69439
0,0.17,0.218497,2.494726e-05,-58.17946
0,0.169,0.218497,2.301181e-05,-59.95127
0,0.168,0.218497,1.940202e-05,-66.73201
0,0.167,0.218433,1.889154e-05,-73.67011
0,0.166,0.218433,2.361814e-05,-70.56954
0,0.165,0.218433,2.327761e-05,-71.40263
0,0.164,0.218433,2.637988e-05,-63.63682
0,0.163,0.218433,2.623578e-05,-62.03967
0,0.162,0.218433,2.239701e-05,-61.78788
0,0.161,0.218433,2.706737e-05,-60.11227
0,0.16,0.218433,3.170408e-05,-72.4636
0,0.159,0.218433,2.996932e-05,-72.99487
0,0.158,0.218433,3.801746e-05,-76.18081
0,0.157,0.218433,3.286607e-05,-68.52308
0,0.156,0.218433,3.539129e-05,-60.78635
0,0.155,0.218433,4.683569e-05,-63.1215
0,0.154,0.218433,4.53344e-05,-51.31946
0,0.153,0.218433,4.141127e-05,-51.1533
0,0.152,0.21827,4.17049e-05,-48.24394
0,0.151,0.21827,4.269145e-05,-49.78597
0,0.15,0.21827,4.771016e-05,-47.95214
0,0.149,0.21827,5.434235e-05,-53.03102
0,0.148,0.21827,4.708369e-05,-50.73666
0,0.147,0.21827,4.193129e-05,-49.08268
0,0.146,0.21827,5.056677e-05,-57.73749
0,0.145,0.21827,4.134933e-05,-62.25102
0,0.144,0.217991,4.771884e-05,-68.81358
0,0.143,0.217991,4.773395e-05,-70.82581
0,0.142,0.217991,4.940158e-05,-73.53472
0,0.141,0.217991,5.453582e-05,-68.71107
0,0.14,0.217991,4.828366e-05,-70.70453
0,0.139,0.217991,4.363039e-05,-69.46931
0,0.138,0.217991,4.056354e-05,-66.68138
0,0.137,0.217991,4.203854e-05,-61.10526
0,0.136,0.217991,3.865034e-05,-44.69971
0,0.135,0.217991,4.602302e-05,-53.62562
0,0.134,0.217991,3.678015e-05,-49.03154
0,0.133,0.217991,3.614413e-05,-49.75322
0,0.132,0.217991,4.528871e-05,-51.74284
0,0.131,0.217991,4.603831e-05,-52.26869
0,0.13,0.217991,4.035866e-05,-49.46635
0,0.129,0.217991,4.391096e-05,-57.062
0,0.128,0.218117,4.26352e-05,-50.66561
0,0.127,0.218117,4.450895e-05,-54.55015
0,0.126,0.218117,4.95149e-05,-50.05203
0,0.125,0.218117,4.17612e-05,-43.02649
0,0.124,0.218117,4.095212e-05,-45.62202
0,0.123,0.218117,4.587863e-05,-51.41198
0,0.122,0.218117,4.639498e-05,-50.22637
0,0.121,0.218117,4.39832e-05,-47.57068
0,0.12,0.218117,4.680973e-05,-44.85937
0,0.119,0.218117,4.497547e-05,-41.06276
0,0.118,0.218117,4.989291e-05,-46.97248
0,0.117,0.218117,4.920012e-05,-44.23978
0,0.116,0.218117,5.377332e-05,-43.65332
0,0.115,0.218117,4.77472e-05,-39.94263
0,0.114,0.218117,5.476258e-05,-37.22564
0,0.113,0.217753,5.59753e-05,-35.49931
0,0.112,0.217753,5.257623e-05,-36.42768
0,0.111,0.217753,4.58412e-05,-36.66222
0,0.11,0.217753,5.218095e-05,-43.79839
0,0.109,0.217753,5.481893e-05,-48.4368
0,0.108,0.217753,5.614742e-05,-49.16869
0,0.107,0.217753,6.033171e-05,-44.88147
0,0.106,0.217753,6.188877e-05,-50.03282
0,0.105,0.217753,5.830141e-05,-60.89398
0,0.104,0.217753,4.95344e-05,-59.8694
0,0.103,0.217753,5.117536e-05,-58.93906
0,0.102,0.217753,4.483614e-05,-48.41801
0,0.101,0.217753,3.851599e-05,-44.60989
0,0.1,0.217753,3.108836e-05,-27.61218
0,0.099,0.217753,3.120783e-05,-10.53652
0,0.098,0.217753,3.942321e-05,-18.42017
0,0.097,0.218072,3.857323e-05,-4.514957
0,0.096,0.218072,3.159176e-05,-2.481235
0,0.095,0.218072,2.311031e-05,24.49308
0,0.094,0.218072,2.696898e-05,52.81704
0,0.093,0.218072,4.064832e-05,63.41762
0,0.092,0.218072,3.889196e-05,71.70503
0,0.091,0.218072,3.345967e-05,93.40657
0,0.09,0.218072,4.953101e-05,95.64037
0,0.089,0.218072,7.061891e-05,90.62232
0,0.088,0.218072,9.048893e-05,110.9803
0,0.087,0.218072,8.160342e-05,105.8799
0,0.086,0.218072,7.024364e-05,109.3567
0,0.085,0.218072,6.401199e-05,112.6134
0,0.084,0.218072,3.934813e-05,110.5401
0,0.083,0.218072,6.272108e-06,77.51531
0,0.082,0.217244,4.601608e-06,-92.94515
0,0.081,0.217244,9.5742e-06,-136.8965
0,0.08,0.217244,8.915861e-06,-132.4231
0,0.079,0.217244,1.366211e-05,-151.0892
0,0.078,0.217244,1.046821e-05,-138.5602
0,0.077,0.217244,1.035693e-05,-162.4783
0,0.076,0.217244,1.101357e-05,-146.1913
0,0.075,0.217244,6.300196e-06,-156.8729
0,0.074,0.217244,1.173657e-05,-109.6144
0,0.073,0.217244,7.100738e-06,-159.1238
0,0.072,0.217244,8.9188e-06,-73.01113
0,0.071,0.217244,7.024462e-06,-120.5211
0,0.07,0.217244,8.30937e-06,-149.2517
0,0.069,0.217244,1.10475e-05,-122.2429
0,0.068,0.217244,8.206245e-06,-122.4288
0,0.067,0.217244,4.34391e-06,-132.3632
0,0.066,0.217659,3.997035e-06,-117.596
0,0.065,0.217659,6.74686e-06,-103.543
0,0.064,0.217659,1.132371e-05,-115.3282
0,0.063,0.217659,9.176152e-06,-111.5996
0,0.062,0.217659,7.655947e-06,-111.1477
0,0.061,0.217659,1.020678e-05,-140.7923
0,0.06,0.217659,7.039791e-06,-85.19715
0,0.059,0.217659,6.017339e-06,-131.9796
0,0.058,0.217659,1.036151e-05,-139.788
0,0.057,0.217659,1.005489e-05,-112.0623
0,0.056,0.217659,8.340105e-06,-124.6607
0,0.055,0.217659,7.304698e-06,-114.276
0,0.054,0.217659,6.736093e-06,-89.4294
0,0.053,0.217659,3.571887e-06,-90.5336
0,0.052,0.217659,1.129489e-05,-103.0286
0,0.051,0.216894,5.95277e-06,-111.6456
0,0.05,0.216894,6.182663e-06,-97.1958
0,0.049,0.216894,1.017743e-05,-111.5801
0,0.048,0.216894,7.663766e-06,-104.0781
0,0.047,0.216894,3.540069e-06,-160.9825
0,0.046,0.216894,6.875403e-06,-72.35254
0,0.045,0.216894,4.935376e-06,-100.888
0,0.044,0.216894,9.600721e-06,-117.4015
0,0.043,0.216894,7.567776e-06,-140.014
0,0.042,0.216894,8.786515e-06,-112.8287
0,0.041,0.216894,6.239335e-06,-98.32752
0,0.04,0.216894,7.511072e-06,-116.1008
0,0.039,0.216894,9.338929e-06,-140.0933
0,0.038,0.216894,6.210988e-06,-44.51576
0,0.037,0.216894,3.471981e-06,-86.17256
0,0.036,0.216894,8.089403e-06,-97.47114
0,0.035,0.216603,6.487334e-06,-121.5467
0,0.034,0.216603,7.761213e-06,-83.81624
0,0.033,0.216603,1.480181e-05,-77.81864
0,0.032,0.216603,5.42997e-06,-132.1948
0,0.031,0.216603,6.179644e-06,-30.56945
0,0.03,0.216603,8.826897e-06,-110.2444
0,0.029,0.216603,7.743083e-06,-99.29876
0,0.028,0.216603,4.773006e-06,-113.0118
0,0.027,0.216344,3.348371e-06,-152.8752
0,0.026,0.216344,9.049654e-06,-88.287
0,0.025,0.216344,7.189638e-06,-40.51023
0,0.024,0.216344,9.274798e-06,-73.34887
0,0.023,0.216344,8.395008e-06,-69.04076
0,0.022,0.216344,9.951408e-06,-106.6687
0,0.021,0.216344,6.323549e-06,-125.4783
0,0.02,0.216344,2.601946e-06,-153.2183
0,0.019,0.216344,7.383305e-06,-88.74757
0,0.018,0.216344,5.147187e-06,-71.07926
0,0.017,0.216344,8.336628e-06,-129.0321
0,0.016,0.216344,3.538909e-06,-81.86298
0,0.015,0.216344,1.895637e-06,-112.8537
0,0.014,0.216344,1.086137e-05,-131.5821
0,0.013,0.216344,7.26418e-06,-94.49099
0,0.012,0.216837,7.673189e-06,-124.4131
0,0.011,0.216837,1.253932e-05,-131.0655
0,0.01,0.216837,3.747194e-06,-109.7058
0,0.009,0.216837,7.316761e-06,-121.7605
0,0.008,0.216837,6.235069e-06,-77.63919
0,0.007,0.216837,3.602882e-06,-42.64957
0,0.006,0.216837,4.920945e-06,-62.45
0,0.005,0.216837,8.217466e-06,-102.4656
0,0.004,0.216837,8.196003e-06,-89.40805
0,0.003,0.216837,7.60652e-06,-84.74311
0,0.002,0.216837,9.498697e-06,-128.4332
0,0.001,0.216837,7.710162e-06,-154.2481
0,0,0.216837,1.35948e-05,-122.4743
-0.01,0.5,0.216305,1.893921e-05,-145.0597
-0.01,0.499,0.216305,2.50457e-05,-152.2412
-0.01,0.498,0.216305,1.974153e-05,-142.3773
-0.01,0.497,0.216305,2.853872e-05,-140.913
-0.01,0.496,0.215484,2.330264e-05,-158.1009
-0.01,0.495,0.215484,2.199605e-05,-149.5812
-0.01,0.494,0.215484,2.591938e-05,-158.0026
-0.01,0.493,0.215484,2.306533e-05,-146.2309
-0.01,0.492,0.215484,2.465839e-05,-158.7159
-0.01,0.491,0.215484,2.785228e-05,-146.465
-0.01,0.49,0.215484,2.570446e-05,-160.2687
-0.01,0.489,0.215484,2.560867e-05,-160.6605
-0.01,0.488,0.215484,2.573204e-05,-140.7591
-0.01,0.487,0.215484,2.038512e-05,-135.7835
-0.01,0.486,0.215484,2.520733e-05,-152.036
-0.01,0.485,0.215484,2.664104e-05,-163.8921
-0.01,0.484,0.215484,2.468853e-05,-159.5489
-0.01,0.483,0.215484,3.017758e-05,-153.3628
-0.01,0.482,0.215484,2.795167e-05,-144.4326
-0.01,0.481,0.215484,2.617201e-05,-150.9501
-0.01,0.48,0.215331,2.48323e-05,-132.978
-0.01,0.479,0.215331,2.864808e-05,-144.0725
-0.01,0.478,0.215331,3.338931e-05,-153.4159
-0.01,0.477,0.215331,2.676982e-05,-149.8633
-0.01,0.476,0.215331,2.740252e-05,-154.4327
-0.01,0.475,0.215331,2.783297e-05,-162.6414
-0.01,0.474,0.215331,2.984173e-05,-144.8894
-0.01,0.473,0.215331,2.528543e-05,-148.0507
-0.01,0.472,0.215331,3.489305e-05,-151.0014
-0.01,0.471,0.215331,3.197387e-05,-148.3185
-0.01,0.47,0.215331,3.145939e-05,-160.1294
-0.01,0.469,0.215331,2.32672e-05,-145.3502
-0.01,0.468,0.215331,3.154385e-05,-141.8665
-0.01,0.467,0.215331,2.638411e-05,-157.4492
-0.01,0.466,0.215331,3.22632e-05,-158.5907
-0.01,0.465,0.215695,3.426616e-05,-164.2875
-0.01,0.464,0.215695,2.911834e-05,-155.5599
-0.01,0.463,0.215695,3.12366e-05,-168.0274
-0.01,0.462,0.215695,3.411895e-05,-147.5782
-0.01,0.461,0.215695,3.307093e-05,-145.8388
-0.01,0.46,0.215695,3.384303e-05,-154.2584
-0.01,0.459,0.215695,2.910774e-05,-153.1254
-0.01,0.458,0.215695,3.160216e-05,-144.8693
-0.01,0.457,0.215695,2.864142e-05,-153.6587
-0.01,0.456,0.215695,2.944961e-05,-144.7176
-0.01,0.455,0.215695,3.416369e-05,-161.2483
-0.01,0.454,0.215695,2.970656e-05,-150.1908
-0.01,0.453,0.215695,3.022378e-05,-153.0734
-0.01,0.452,0.215695,3.23721e-05,-157.1808
-0.01,0.451,0.215695,3.39646e-05,-156.0162
-0.01,0.45,0.215695,3.030963e-05,-149.1247
-0.01,0.449,0.215246,3.887022e-05,-141.152
-0.01,0.448,0.215246,3.789603e-05,-152.2793
-0.01,0.447,0.215246,3.129388e-05,-150.0129
-0.01,0.446,0.215246,3.622704e-05,-152.068
-0.01,0.445,0.215246,3.559633e-05,-152.8139
-0.01,0.444,0.215246,3.774635e-05,-144.9854
-0.01,0.443,0.215246,3.268743e-05,-153.6691
-0.01,0.442,0.215246,3.969876e-05,-159.7728
-0.01,0.441,0.215879,3.516424e-05,-151.3482
-0.01,0.44,0.215879,3.352922e-05,-152.1192
