"x, mkm","Potential energy, eV, VCh=0.01, VSG=-0.55","Potential energy, eV, VCh=0.05 V, VSG=-0.5","Potential energy, eV, VCh=0.1 V, VSG=-0.44","Potential energy, eV, VCh=0.15 V, VSG= -0.39"
-47.2,0.10457,0.06296,0.01147,-0.03795
-47.1,0.1046,0.06299,0.01149,-0.03794
-47,0.10463,0.06302,0.01151,-0.03792
-46.9,0.10466,0.06304,0.01153,-0.03791
-46.8,0.10469,0.06307,0.01156,-0.03789
-46.7,0.10473,0.0631,0.01158,-0.03787
-46.6,0.10476,0.06313,0.0116,-0.03785
-46.5,0.1048,0.06316,0.01163,-0.03783
-46.4,0.10483,0.06319,0.01166,-0.03781
-46.3,0.10487,0.06322,0.01168,-0.03779
-46.2,0.10491,0.06326,0.01171,-0.03777
-46.1,0.10494,0.06329,0.01174,-0.03774
-46,0.10498,0.06332,0.01177,-0.03772
-45.9,0.10502,0.06336,0.01179,-0.0377
-45.8,0.10505,0.06339,0.01182,-0.03767
-45.7,0.10509,0.06342,0.01185,-0.03765
-45.6,0.10513,0.06346,0.01188,-0.03762
-45.5,0.10517,0.06349,0.01191,-0.0376
-45.4,0.10521,0.06352,0.01194,-0.03757
-45.3,0.10525,0.06356,0.01197,-0.03755
-45.2,0.10528,0.0636,0.012,-0.03752
-45.1,0.10532,0.06363,0.01203,-0.03749
-45,0.10536,0.06367,0.01206,-0.03746
-44.9,0.10541,0.06371,0.0121,-0.03743
-44.8,0.10546,0.06375,0.01214,-0.03739
-44.7,0.10551,0.0638,0.01218,-0.03736
-44.6,0.10555,0.06384,0.01222,-0.03733
-44.5,0.1056,0.06388,0.01225,-0.03729
-44.4,0.10564,0.06392,0.01229,-0.03726
-44.3,0.10568,0.06396,0.01232,-0.03723
-44.2,0.10572,0.064,0.01236,-0.0372
-44.1,0.10576,0.06403,0.01239,-0.03717
-44,0.1058,0.06407,0.01242,-0.03714
-43.9,0.10584,0.0641,0.01245,-0.03712
-43.8,0.10588,0.06414,0.01248,-0.03709
-43.7,0.10592,0.06418,0.01252,-0.03706
-43.6,0.10596,0.06422,0.01255,-0.03703
-43.5,0.10601,0.06426,0.01259,-0.037
-43.4,0.10605,0.06429,0.01262,-0.03696
-43.3,0.10609,0.06433,0.01265,-0.03693
-43.2,0.10613,0.06437,0.01269,-0.0369
-43.1,0.10617,0.0644,0.01272,-0.03687
-43,0.10621,0.06444,0.01275,-0.03685
-42.9,0.10625,0.06448,0.01279,-0.03682
-42.8,0.10629,0.06451,0.01282,-0.03679
-42.7,0.10632,0.06455,0.01285,-0.03676
-42.6,0.10636,0.06458,0.01288,-0.03673
-42.5,0.1064,0.06461,0.01291,-0.03671
-42.4,0.10643,0.06465,0.01294,-0.03668
-42.3,0.10647,0.06468,0.01297,-0.03666
-42.2,0.1065,0.06471,0.01299,-0.03663
-42.1,0.10654,0.06474,0.01302,-0.0366
-42,0.10657,0.06478,0.01305,-0.03658
-41.9,0.10661,0.06481,0.01308,-0.03655
-41.8,0.10664,0.06484,0.01311,-0.03653
-41.7,0.10668,0.06487,0.01314,-0.0365
-41.6,0.10671,0.06491,0.01317,-0.03647
-41.5,0.10675,0.06494,0.0132,-0.03645
-41.4,0.10679,0.06497,0.01323,-0.03642
-41.3,0.10682,0.06501,0.01326,-0.03639
-41.2,0.10686,0.06504,0.01329,-0.03636
-41.1,0.10689,0.06507,0.01332,-0.03634
-41,0.10693,0.0651,0.01335,-0.03631
-40.9,0.10696,0.06513,0.01337,-0.03629
-40.8,0.107,0.06517,0.0134,-0.03626
-40.7,0.10703,0.0652,0.01343,-0.03624
-40.6,0.10706,0.06523,0.01346,-0.03621
-40.5,0.1071,0.06526,0.01348,-0.03619
-40.4,0.10713,0.06529,0.01351,-0.03616
-40.3,0.10717,0.06532,0.01354,-0.03613
-40.2,0.1072,0.06536,0.01357,-0.03611
-40.1,0.10724,0.06539,0.0136,-0.03608
-40,0.10727,0.06542,0.01363,-0.03605
-39.9,0.10731,0.06545,0.01366,-0.03602
-39.8,0.10734,0.06549,0.01369,-0.036
-39.7,0.10738,0.06552,0.01372,-0.03597
-39.6,0.10741,0.06555,0.01375,-0.03595
-39.5,0.10744,0.06558,0.01378,-0.03592
-39.4,0.10748,0.06561,0.0138,-0.0359
-39.3,0.1075,0.06564,0.01383,-0.03587
-39.2,0.10753,0.06566,0.01385,-0.03586
-39.1,0.10755,0.06568,0.01387,-0.03584
-39,0.10758,0.0657,0.01389,-0.03582
-38.9,0.1076,0.06573,0.01391,-0.0358
-38.8,0.10763,0.06575,0.01393,-0.03578
-38.7,0.10766,0.06578,0.01395,-0.03576
-38.6,0.10768,0.0658,0.01397,-0.03574
-38.5,0.10771,0.06583,0.014,-0.03572
-38.4,0.10774,0.06585,0.01402,-0.0357
-38.3,0.10777,0.06588,0.01405,-0.03568
-38.2,0.1078,0.06591,0.01407,-0.03566
-38.1,0.10783,0.06593,0.01409,-0.03563
-38,0.10786,0.06596,0.01412,-0.03561
-37.9,0.10788,0.06598,0.01414,-0.03559
-37.8,0.10791,0.06601,0.01416,-0.03557
-37.7,0.10794,0.06603,0.01418,-0.03555
-37.6,0.10796,0.06606,0.0142,-0.03554
-37.5,0.10799,0.06608,0.01422,-0.03552
-37.4,0.10801,0.0661,0.01424,-0.0355
-37.3,0.10804,0.06612,0.01426,-0.03548
-37.2,0.10806,0.06615,0.01428,-0.03546
-37.1,0.10808,0.06617,0.0143,-0.03544
-37,0.10811,0.06619,0.01433,-0.03542
-36.9,0.10814,0.06622,0.01435,-0.0354
-36.8,0.10816,0.06624,0.01437,-0.03538
-36.7,0.10819,0.06626,0.01439,-0.03537
-36.6,0.10821,0.06629,0.01441,-0.03535
-36.5,0.10823,0.06631,0.01443,-0.03533
-36.4,0.10825,0.06633,0.01445,-0.03532
-36.3,0.10828,0.06635,0.01446,-0.0353
-36.2,0.10829,0.06636,0.01448,-0.03529
-36.1,0.10831,0.06638,0.01449,-0.03527
-36,0.10833,0.0664,0.01451,-0.03526
-35.9,0.10835,0.06641,0.01452,-0.03525
-35.8,0.10837,0.06644,0.01454,-0.03523
-35.7,0.1084,0.06646,0.01456,-0.03521
-35.6,0.10842,0.06648,0.01458,-0.0352
-35.5,0.10844,0.0665,0.0146,-0.03518
-35.4,0.10846,0.06652,0.01462,-0.03516
-35.3,0.10849,0.06654,0.01463,-0.03515
-35.2,0.10851,0.06656,0.01465,-0.03513
-35.1,0.10853,0.06658,0.01467,-0.03511
-35,0.10855,0.0666,0.01469,-0.0351
-34.9,0.10857,0.06662,0.0147,-0.03508
-34.8,0.10859,0.06663,0.01472,-0.03507
-34.7,0.10861,0.06665,0.01474,-0.03505
-34.6,0.10863,0.06667,0.01476,-0.03504
-34.5,0.10865,0.06669,0.01477,-0.03502
-34.4,0.10867,0.06671,0.01479,-0.03501
-34.3,0.10869,0.06673,0.01481,-0.03499
-34.2,0.10871,0.06675,0.01482,-0.03498
-34.1,0.10873,0.06676,0.01484,-0.03496
-34,0.10875,0.06678,0.01485,-0.03495
-33.9,0.10877,0.0668,0.01487,-0.03494
-33.8,0.10878,0.06681,0.01488,-0.03492
-33.7,0.1088,0.06683,0.0149,-0.03491
-33.6,0.10882,0.06685,0.01491,-0.0349
-33.5,0.10884,0.06687,0.01493,-0.03488
-33.4,0.10886,0.06688,0.01494,-0.03487
-33.3,0.10888,0.0669,0.01496,-0.03485
-33.2,0.1089,0.06692,0.01497,-0.03484
-33.1,0.10891,0.06693,0.01499,-0.03483
-33,0.10893,0.06695,0.015,-0.03482
-32.9,0.10894,0.06696,0.01501,-0.03481
-32.8,0.10896,0.06697,0.01502,-0.03479
-32.7,0.10897,0.06699,0.01504,-0.03479
-32.6,0.10899,0.067,0.01505,-0.03478
-32.5,0.109,0.06701,0.01506,-0.03477
-32.4,0.10902,0.06703,0.01507,-0.03475
-32.3,0.10903,0.06704,0.01508,-0.03474
-32.2,0.10905,0.06706,0.0151,-0.03473
-32.1,0.10906,0.06707,0.01511,-0.03472
-32,0.10908,0.06708,0.01512,-0.03471
-31.9,0.10909,0.0671,0.01513,-0.0347
-31.8,0.10911,0.06711,0.01514,-0.03469
-31.7,0.10912,0.06712,0.01515,-0.03468
-31.6,0.10913,0.06713,0.01517,-0.03467
-31.5,0.10915,0.06714,0.01518,-0.03466
-31.4,0.10916,0.06716,0.01519,-0.03465
-31.3,0.10918,0.06717,0.0152,-0.03464
-31.2,0.10919,0.06719,0.01521,-0.03463
-31.1,0.10921,0.0672,0.01523,-0.03461
-31,0.10923,0.06722,0.01524,-0.0346
-30.9,0.10924,0.06723,0.01526,-0.03459
-30.8,0.10926,0.06725,0.01527,-0.03458
-30.7,0.10927,0.06726,0.01528,-0.03456
-30.6,0.10929,0.06728,0.0153,-0.03455
-30.5,0.10931,0.06729,0.01531,-0.03454
-30.4,0.10932,0.06731,0.01532,-0.03453
-30.3,0.10934,0.06732,0.01533,-0.03452
-30.2,0.10935,0.06734,0.01535,-0.0345
-30.1,0.10937,0.06735,0.01536,-0.03449
-30,0.10938,0.06736,0.01537,-0.03448
-29.9,0.1094,0.06738,0.01539,-0.03447
-29.8,0.10941,0.06739,0.0154,-0.03446
-29.7,0.10943,0.0674,0.01541,-0.03445
-29.6,0.10944,0.06742,0.01542,-0.03444
-29.5,0.10946,0.06743,0.01543,-0.03443
-29.4,0.10947,0.06744,0.01544,-0.03442
-29.3,0.10948,0.06745,0.01545,-0.03441
-29.2,0.10949,0.06747,0.01546,-0.0344
-29.1,0.10951,0.06748,0.01547,-0.03439
-29,0.10952,0.06749,0.01549,-0.03438
-28.9,0.10953,0.0675,0.0155,-0.03437
-28.8,0.10955,0.06751,0.01551,-0.03436
-28.7,0.10956,0.06752,0.01552,-0.03435
-28.6,0.10957,0.06754,0.01553,-0.03434
-28.5,0.10958,0.06755,0.01554,-0.03433
-28.4,0.1096,0.06756,0.01555,-0.03432
-28.3,0.10961,0.06757,0.01556,-0.03431
-28.2,0.10962,0.06758,0.01557,-0.0343
-28.1,0.10963,0.06759,0.01558,-0.03429
-28,0.10964,0.0676,0.01559,-0.03429
-27.9,0.10965,0.06761,0.0156,-0.03428
-27.8,0.10967,0.06762,0.01561,-0.03427
-27.7,0.10968,0.06763,0.01561,-0.03426
-27.6,0.10969,0.06764,0.01562,-0.03426
-27.5,0.1097,0.06765,0.01563,-0.03425
-27.4,0.10971,0.06766,0.01564,-0.03424
-27.3,0.10972,0.06767,0.01565,-0.03423
-27.2,0.10973,0.06768,0.01565,-0.03423
-27.1,0.10974,0.06769,0.01566,-0.03422
-27,0.10975,0.0677,0.01567,-0.03421
-26.9,0.10975,0.06771,0.01568,-0.03421
-26.8,0.10976,0.06771,0.01569,-0.0342
-26.7,0.10977,0.06772,0.01569,-0.03419
-26.6,0.10978,0.06773,0.0157,-0.03419
-26.5,0.10979,0.06774,0.01571,-0.03418
-26.4,0.1098,0.06775,0.01572,-0.03417
-26.3,0.10981,0.06776,0.01573,-0.03416
-26.2,0.10982,0.06777,0.01573,-0.03416
-26.1,0.10983,0.06778,0.01574,-0.03415
-26,0.10985,0.06779,0.01575,-0.03414
-25.9,0.10986,0.0678,0.01576,-0.03413
-25.8,0.10987,0.06781,0.01577,-0.03412
-25.7,0.10988,0.06782,0.01578,-0.03411
-25.6,0.10989,0.06783,0.01579,-0.03411
-25.5,0.10989,0.06783,0.01579,-0.0341
-25.4,0.1099,0.06784,0.0158,-0.0341
-25.3,0.10991,0.06785,0.0158,-0.03409
-25.2,0.10991,0.06785,0.01581,-0.03409
-25.1,0.10992,0.06786,0.01581,-0.03409
-25,0.10993,0.06786,0.01582,-0.03408
-24.9,0.10993,0.06787,0.01582,-0.03408
-24.8,0.10994,0.06787,0.01582,-0.03408
-24.7,0.10994,0.06788,0.01583,-0.03407
-24.6,0.10995,0.06788,0.01583,-0.03407
-24.5,0.10996,0.06789,0.01584,-0.03406
-24.4,0.10997,0.0679,0.01585,-0.03405
-24.3,0.10998,0.06791,0.01586,-0.03405
-24.2,0.10999,0.06792,0.01587,-0.03404
-24.1,0.11,0.06793,0.01587,-0.03403
-24,0.11,0.06793,0.01588,-0.03403
-23.9,0.11001,0.06794,0.01589,-0.03402
-23.8,0.11002,0.06795,0.01589,-0.03401
-23.7,0.11003,0.06796,0.0159,-0.03401
-23.6,0.11004,0.06796,0.01591,-0.034
-23.5,0.11004,0.06797,0.01591,-0.034
-23.4,0.11005,0.06798,0.01592,-0.03399
-23.3,0.11006,0.06799,0.01593,-0.03398
-23.2,0.11007,0.068,0.01594,-0.03398
-23.1,0.11008,0.06801,0.01595,-0.03397
-23,0.11009,0.06801,0.01595,-0.03396
-22.9,0.1101,0.06802,0.01596,-0.03395
-22.8,0.11011,0.06803,0.01597,-0.03394
-22.7,0.11012,0.06804,0.01598,-0.03394
-22.6,0.11013,0.06805,0.01599,-0.03393
-22.5,0.11014,0.06806,0.01599,-0.03392
-22.4,0.11015,0.06807,0.016,-0.03391
-22.3,0.11016,0.06807,0.01601,-0.03391
-22.2,0.11016,0.06808,0.01601,-0.03391
-22.1,0.11017,0.06809,0.01602,-0.0339
-22,0.11018,0.06809,0.01602,-0.0339
-21.9,0.11018,0.0681,0.01603,-0.03389
-21.8,0.11019,0.0681,0.01603,-0.03389
-21.7,0.11019,0.06811,0.01604,-0.03389
-21.6,0.1102,0.06811,0.01604,-0.03388
-21.5,0.1102,0.06812,0.01604,-0.03388
-21.4,0.11021,0.06812,0.01605,-0.03387
-21.3,0.11021,0.06813,0.01605,-0.03387
-21.2,0.11022,0.06813,0.01606,-0.03387
-21.1,0.11023,0.06814,0.01607,-0.03386
-21,0.11024,0.06815,0.01607,-0.03385
-20.9,0.11025,0.06816,0.01608,-0.03385
-20.8,0.11025,0.06816,0.01609,-0.03384
-20.7,0.11026,0.06817,0.01609,-0.03383
-20.6,0.11027,0.06818,0.0161,-0.03383
-20.5,0.11028,0.06818,0.01611,-0.03382
-20.4,0.11028,0.06819,0.01611,-0.03382
-20.3,0.11029,0.06819,0.01612,-0.03381
-20.2,0.11029,0.0682,0.01612,-0.03381
-20.1,0.1103,0.06821,0.01613,-0.0338
-20,0.11031,0.06821,0.01613,-0.0338
-19.9,0.11032,0.06822,0.01614,-0.03379
-19.8,0.11033,0.06823,0.01615,-0.03378
-19.7,0.11034,0.06824,0.01616,-0.03378
-19.6,0.11035,0.06825,0.01617,-0.03377
-19.5,0.11036,0.06826,0.01617,-0.03376
-19.4,0.11036,0.06827,0.01618,-0.03375
-19.3,0.11037,0.06828,0.01619,-0.03374
-19.2,0.11038,0.06829,0.0162,-0.03373
-19.1,0.11039,0.06829,0.01621,-0.03373
-19,0.1104,0.0683,0.01622,-0.03372
-18.9,0.11041,0.06831,0.01622,-0.03371
-18.8,0.11042,0.06832,0.01623,-0.03371
-18.7,0.11043,0.06832,0.01624,-0.0337
-18.6,0.11043,0.06833,0.01624,-0.03369
-18.5,0.11044,0.06834,0.01625,-0.03369
-18.4,0.11045,0.06835,0.01626,-0.03368
-18.3,0.11046,0.06835,0.01626,-0.03367
-18.2,0.11047,0.06836,0.01627,-0.03367
-18.1,0.11048,0.06837,0.01628,-0.03366
-18,0.11049,0.06838,0.01629,-0.03365
-17.9,0.11049,0.06839,0.0163,-0.03364
-17.8,0.1105,0.06839,0.0163,-0.03364
-17.7,0.1105,0.0684,0.0163,-0.03364
-17.6,0.1105,0.0684,0.0163,-0.03364
-17.5,0.11051,0.0684,0.0163,-0.03364
-17.4,0.11051,0.0684,0.01631,-0.03364
-17.3,0.11051,0.0684,0.01631,-0.03364
-17.2,0.11051,0.0684,0.01631,-0.03364
-17.1,0.11051,0.0684,0.01631,-0.03364
-17,0.11051,0.06841,0.01631,-0.03364
-16.9,0.11052,0.06841,0.01631,-0.03364
-16.8,0.11052,0.06841,0.01631,-0.03364
-16.7,0.11052,0.06841,0.01631,-0.03363
-16.6,0.11053,0.06842,0.01632,-0.03363
-16.5,0.11054,0.06843,0.01633,-0.03362
-16.4,0.11055,0.06844,0.01634,-0.03361
-16.3,0.11055,0.06844,0.01634,-0.0336
-16.2,0.11056,0.06845,0.01635,-0.0336
-16.1,0.11057,0.06846,0.01636,-0.03359
-16,0.11058,0.06846,0.01636,-0.03359
-15.9,0.11058,0.06847,0.01637,-0.03358
-15.8,0.11059,0.06848,0.01637,-0.03358
-15.7,0.11059,0.06848,0.01638,-0.03357
-15.6,0.1106,0.06848,0.01638,-0.03357
-15.5,0.11061,0.06849,0.01639,-0.03356
-15.4,0.11062,0.0685,0.0164,-0.03355
-15.3,0.11063,0.06851,0.01641,-0.03354
-15.2,0.11063,0.06852,0.01641,-0.03354
-15.1,0.11064,0.06853,0.01642,-0.03353
-15,0.11065,0.06853,0.01643,-0.03352
-14.9,0.11066,0.06854,0.01643,-0.03352
-14.8,0.11066,0.06855,0.01644,-0.03351
-14.7,0.11067,0.06855,0.01645,-0.03351
-14.6,0.11068,0.06856,0.01645,-0.0335
-14.5,0.11068,0.06856,0.01646,-0.0335
-14.4,0.11069,0.06857,0.01646,-0.03349
-14.3,0.11069,0.06857,0.01646,-0.03349
-14.2,0.11069,0.06857,0.01646,-0.03349
-14.1,0.11069,0.06857,0.01646,-0.03349
-14,0.1107,0.06858,0.01647,-0.03349
-13.9,0.1107,0.06858,0.01647,-0.03349
-13.8,0.1107,0.06858,0.01647,-0.03348
-13.7,0.1107,0.06858,0.01647,-0.03348
-13.6,0.1107,0.06858,0.01647,-0.03348
-13.5,0.11071,0.06859,0.01647,-0.03348
-13.4,0.11071,0.06859,0.01648,-0.03348
-13.3,0.11071,0.06859,0.01648,-0.03348
-13.2,0.11072,0.0686,0.01648,-0.03347
-13.1,0.11072,0.0686,0.01649,-0.03347
-13,0.11073,0.06861,0.01649,-0.03346
-12.9,0.11073,0.06861,0.0165,-0.03346
-12.8,0.11074,0.06861,0.0165,-0.03346
-12.7,0.11074,0.06862,0.0165,-0.03345
-12.6,0.11074,0.06862,0.01651,-0.03345
-12.5,0.11075,0.06862,0.01651,-0.03345
-12.4,0.11075,0.06863,0.01651,-0.03345
-12.3,0.11075,0.06863,0.01651,-0.03344
-12.2,0.11075,0.06863,0.01651,-0.03344
-12.1,0.11076,0.06863,0.01652,-0.03344
-12,0.11076,0.06864,0.01652,-0.03344
-11.9,0.11076,0.06864,0.01652,-0.03344
-11.8,0.11077,0.06864,0.01652,-0.03344
-11.7,0.11077,0.06864,0.01653,-0.03343
-11.6,0.11077,0.06865,0.01653,-0.03343
-11.5,0.11077,0.06865,0.01653,-0.03343
-11.4,0.11078,0.06865,0.01653,-0.03343
-11.3,0.11078,0.06865,0.01653,-0.03343
-11.2,0.11078,0.06865,0.01654,-0.03342
-11.1,0.11078,0.06866,0.01654,-0.03342
-11,0.11079,0.06866,0.01654,-0.03342
-10.9,0.11079,0.06866,0.01654,-0.03342
-10.8,0.11079,0.06866,0.01654,-0.03342
-10.7,0.11079,0.06866,0.01654,-0.03342
-10.6,0.11079,0.06867,0.01655,-0.03342
-10.5,0.11079,0.06867,0.01655,-0.03342
-10.4,0.1108,0.06867,0.01655,-0.03342
-10.3,0.1108,0.06867,0.01655,-0.03342
-10.2,0.1108,0.06867,0.01655,-0.03342
-10.1,0.1108,0.06867,0.01655,-0.03342
-10,0.1108,0.06867,0.01655,-0.03342
-9.9,0.1108,0.06867,0.01655,-0.03342
-9.8,0.1108,0.06867,0.01655,-0.03341
-9.7,0.1108,0.06867,0.01655,-0.03341
-9.6,0.11081,0.06868,0.01655,-0.03341
-9.5,0.11081,0.06868,0.01656,-0.03341
-9.4,0.11081,0.06868,0.01656,-0.0334
-9.3,0.11081,0.06868,0.01656,-0.0334
-9.2,0.11082,0.06869,0.01656,-0.0334
-9.1,0.11082,0.06869,0.01656,-0.0334
-9,0.11082,0.06869,0.01657,-0.0334
-8.9,0.11082,0.06869,0.01657,-0.0334
-8.8,0.11082,0.06869,0.01657,-0.0334
-8.7,0.11082,0.06869,0.01657,-0.0334
-8.6,0.11083,0.06869,0.01657,-0.03339
-8.5,0.11083,0.0687,0.01657,-0.03339
-8.4,0.11083,0.0687,0.01657,-0.03339
-8.3,0.11083,0.0687,0.01657,-0.03339
-8.2,0.11083,0.0687,0.01657,-0.03339
-8.1,0.11083,0.0687,0.01657,-0.03339
-8,0.11083,0.0687,0.01657,-0.03339
-7.9,0.11083,0.0687,0.01657,-0.03339
-7.8,0.11083,0.0687,0.01657,-0.0334
-7.7,0.11083,0.06869,0.01657,-0.0334
-7.6,0.11083,0.0687,0.01657,-0.0334
-7.5,0.11083,0.0687,0.01657,-0.03339
-7.4,0.11083,0.0687,0.01658,-0.03339
-7.3,0.11084,0.0687,0.01658,-0.03339
-7.2,0.11084,0.0687,0.01658,-0.03339
-7.1,0.11084,0.0687,0.01658,-0.03339
-7,0.11084,0.0687,0.01658,-0.03339
-6.9,0.11084,0.0687,0.01658,-0.03339
-6.8,0.11083,0.0687,0.01657,-0.03339
-6.7,0.11083,0.0687,0.01657,-0.0334
-6.6,0.11083,0.06869,0.01657,-0.0334
-6.5,0.11082,0.06869,0.01656,-0.0334
-6.4,0.11083,0.06869,0.01657,-0.0334
-6.3,0.11083,0.0687,0.01657,-0.0334
-6.2,0.11083,0.0687,0.01657,-0.03339
-6.1,0.11084,0.0687,0.01658,-0.03339
-6,0.11084,0.06871,0.01658,-0.03339
-5.9,0.11084,0.06871,0.01658,-0.03339
-5.8,0.11084,0.06871,0.01658,-0.03339
-5.7,0.11085,0.06871,0.01658,-0.03338
-5.6,0.11085,0.06871,0.01659,-0.03338
-5.5,0.11085,0.06872,0.01659,-0.03338
-5.4,0.11085,0.06872,0.01659,-0.03338
-5.3,0.11085,0.06872,0.01659,-0.03338
-5.2,0.11086,0.06872,0.01659,-0.03338
-5.1,0.11086,0.06872,0.01659,-0.03338
-5,0.11086,0.06872,0.0166,-0.03337
-4.9,0.11086,0.06872,0.0166,-0.03337
-4.8,0.11086,0.06873,0.0166,-0.03337
-4.7,0.11086,0.06873,0.0166,-0.03337
-4.6,0.11086,0.06872,0.0166,-0.03337
-4.5,0.11086,0.06872,0.01659,-0.03338
-4.4,0.11086,0.06872,0.01659,-0.03338
-4.3,0.11086,0.06872,0.01659,-0.03338
-4.2,0.11086,0.06872,0.01659,-0.03338
-4.1,0.11086,0.06872,0.01659,-0.03338
-4,0.11086,0.06873,0.0166,-0.03337
-3.9,0.11086,0.06873,0.0166,-0.03337
-3.8,0.11087,0.06873,0.0166,-0.03337
-3.7,0.11087,0.06873,0.0166,-0.03337
-3.6,0.11087,0.06874,0.01661,-0.03337
-3.5,0.11087,0.06874,0.01661,-0.03336
-3.4,0.11087,0.06874,0.01661,-0.03336
-3.3,0.11088,0.06874,0.01661,-0.03336
-3.2,0.11088,0.06874,0.01661,-0.03336
-3.1,0.11088,0.06874,0.01661,-0.03336
-3,0.11088,0.06874,0.01661,-0.03336
-2.9,0.11088,0.06874,0.01661,-0.03336
-2.8,0.11088,0.06874,0.01661,-0.03336
-2.7,0.11088,0.06874,0.01661,-0.03336
-2.6,0.11088,0.06874,0.01661,-0.03336
-2.5,0.11087,0.06874,0.01661,-0.03336
-2.4,0.11087,0.06873,0.0166,-0.03337
-2.3,0.11087,0.06873,0.0166,-0.03337
-2.2,0.11086,0.06873,0.0166,-0.03338
-2.1,0.11086,0.06872,0.01659,-0.03338
-2,0.11085,0.06871,0.01658,-0.03339
-1.9,0.11085,0.06871,0.01658,-0.03339
-1.8,0.11085,0.06872,0.01659,-0.03339
-1.7,0.11086,0.06872,0.01659,-0.03338
-1.6,0.11086,0.06872,0.01659,-0.03338
-1.5,0.11086,0.06872,0.01659,-0.03338
-1.4,0.11086,0.06873,0.0166,-0.03338
-1.3,0.11087,0.06873,0.0166,-0.03337
-1.2,0.11087,0.06873,0.0166,-0.03337
-1.1,0.11087,0.06873,0.0166,-0.03337
-1,0.11087,0.06873,0.0166,-0.03337
-0.9,0.11087,0.06873,0.0166,-0.03337
-0.8,0.11087,0.06873,0.0166,-0.03337
-0.7,0.11087,0.06874,0.01661,-0.03337
-0.6,0.11087,0.06874,0.01661,-0.03337
-0.5,0.11088,0.06874,0.01661,-0.03336
-0.4,0.11088,0.06874,0.01661,-0.03336
-0.3,0.11088,0.06874,0.01661,-0.03336
-0.2,0.11088,0.06874,0.01661,-0.03336
-0.1,0.11087,0.06874,0.01661,-0.03337
0,0.11087,0.06874,0.0166,-0.03337
0.1,0.11087,0.06873,0.0166,-0.03337
0.2,0.11087,0.06873,0.0166,-0.03337
0.3,0.11086,0.06873,0.0166,-0.03338
0.4,0.11086,0.06873,0.01659,-0.03338
0.5,0.11086,0.06873,0.01659,-0.03338
0.6,0.11086,0.06872,0.01659,-0.03338
0.7,0.11086,0.06872,0.01659,-0.03338
0.8,0.11086,0.06872,0.01659,-0.03338
0.9,0.11086,0.06872,0.01659,-0.03338
1,0.11086,0.06872,0.01659,-0.03338
1.1,0.11086,0.06872,0.01659,-0.03338
1.2,0.11085,0.06872,0.01659,-0.03338
1.3,0.11085,0.06872,0.01659,-0.03339
1.4,0.11085,0.06872,0.01659,-0.03339
1.5,0.11085,0.06872,0.01659,-0.03339
1.6,0.11086,0.06872,0.01659,-0.03338
1.7,0.11086,0.06872,0.01659,-0.03338
1.8,0.11086,0.06873,0.01659,-0.03338
1.9,0.11086,0.06873,0.0166,-0.03337
2,0.11087,0.06873,0.0166,-0.03337
2.1,0.11087,0.06873,0.0166,-0.03337
2.2,0.11087,0.06873,0.0166,-0.03337
2.3,0.11087,0.06873,0.0166,-0.03337
2.4,0.11087,0.06873,0.0166,-0.03337
2.5,0.11087,0.06874,0.0166,-0.03337
2.6,0.11087,0.06873,0.0166,-0.03337
2.7,0.11087,0.06873,0.0166,-0.03337
2.8,0.11087,0.06873,0.0166,-0.03337
2.9,0.11087,0.06873,0.0166,-0.03337
3,0.11087,0.06873,0.0166,-0.03337
3.1,0.11087,0.06873,0.0166,-0.03337
3.2,0.11087,0.06873,0.0166,-0.03337
3.3,0.11086,0.06873,0.0166,-0.03337
3.4,0.11086,0.06873,0.0166,-0.03338
3.5,0.11086,0.06872,0.01659,-0.03338
3.6,0.11086,0.06872,0.01659,-0.03338
3.7,0.11085,0.06872,0.01659,-0.03338
3.8,0.11085,0.06872,0.01659,-0.03338
3.9,0.11085,0.06872,0.01659,-0.03338
4,0.11085,0.06872,0.01659,-0.03338
4.1,0.11085,0.06872,0.01659,-0.03338
4.2,0.11085,0.06872,0.01659,-0.03338
4.3,0.11085,0.06872,0.01659,-0.03338
4.4,0.11085,0.06872,0.01659,-0.03338
4.5,0.11085,0.06872,0.01659,-0.03338
4.6,0.11085,0.06872,0.01659,-0.03338
4.7,0.11085,0.06872,0.01659,-0.03338
4.8,0.11085,0.06872,0.01659,-0.03338
4.9,0.11085,0.06872,0.01659,-0.03338
5,0.11085,0.06872,0.01659,-0.03338
5.1,0.11085,0.06872,0.01659,-0.03338
5.2,0.11085,0.06872,0.01659,-0.03338
5.3,0.11085,0.06872,0.01659,-0.03338
5.4,0.11085,0.06871,0.01659,-0.03338
5.5,0.11085,0.06871,0.01659,-0.03338
5.6,0.11085,0.06871,0.01658,-0.03338
5.7,0.11085,0.06871,0.01658,-0.03339
5.8,0.11084,0.06871,0.01658,-0.03339
5.9,0.11084,0.06871,0.01658,-0.03339
6,0.11084,0.06871,0.01658,-0.03339
6.1,0.11084,0.06871,0.01658,-0.03339
6.2,0.11084,0.06871,0.01658,-0.03339
6.3,0.11084,0.06871,0.01658,-0.03339
6.4,0.11084,0.0687,0.01658,-0.03339
6.5,0.11084,0.0687,0.01658,-0.03339
6.6,0.11084,0.0687,0.01658,-0.03339
6.7,0.11084,0.0687,0.01658,-0.03339
6.8,0.11084,0.0687,0.01658,-0.03339
