"x, mkm","Potential energy, eV, VCh=0.01, VSG=-0.55","Potential energy, eV, VCh=0.05 V, VSG=-0.5","Potential energy, eV, VCh=0.1 V, VSG=-0.44","Potential energy, eV, VCh=0.15 V, VSG= -0.39"
62.6,0.0766,0.03699,-0.01211,-0.05958
62.7,0.07608,0.03651,-0.01254,-0.05998
62.8,0.07556,0.03603,-0.01299,-0.06039
62.9,0.07503,0.03553,-0.01344,-0.06081
63,0.07448,0.03502,-0.01391,-0.06124
63.1,0.07392,0.0345,-0.01438,-0.06168
63.2,0.07335,0.03397,-0.01486,-0.06212
63.3,0.07277,0.03343,-0.01536,-0.06258
63.4,0.07218,0.03288,-0.01586,-0.06304
63.5,0.07158,0.03232,-0.01637,-0.06351
63.6,0.07096,0.03174,-0.01689,-0.06399
63.7,0.07033,0.03116,-0.01742,-0.06448
63.8,0.0697,0.03057,-0.01796,-0.06498
63.9,0.06905,0.02997,-0.01851,-0.06548
64,0.06839,0.02935,-0.01907,-0.066
64.1,0.06772,0.02873,-0.01964,-0.06652
64.2,0.06703,0.02808,-0.02023,-0.06706
64.3,0.06633,0.02743,-0.02082,-0.06761
64.4,0.06561,0.02677,-0.02142,-0.06816
64.5,0.06489,0.02609,-0.02204,-0.06873
64.6,0.06415,0.02541,-0.02266,-0.0693
64.7,0.0634,0.02471,-0.02329,-0.06988
64.8,0.06264,0.02401,-0.02393,-0.07047
64.9,0.06187,0.02329,-0.02458,-0.07107
65,0.06109,0.02256,-0.02525,-0.07167
65.1,0.06029,0.02183,-0.02591,-0.07229
65.2,0.05949,0.02108,-0.02659,-0.07291
65.3,0.05867,0.02032,-0.02728,-0.07354
65.4,0.05784,0.01955,-0.02798,-0.07417
65.5,0.057,0.01878,-0.02868,-0.07481
65.6,0.05616,0.01799,-0.02939,-0.07546
65.7,0.0553,0.0172,-0.0301,-0.07611
65.8,0.05444,0.0164,-0.03083,-0.07677
65.9,0.05356,0.01559,-0.03156,-0.07744
66,0.05268,0.01477,-0.03229,-0.0781
66.1,0.05178,0.01395,-0.03304,-0.07878
66.2,0.05088,0.01311,-0.03379,-0.07946
66.3,0.04996,0.01227,-0.03454,-0.08015
66.4,0.04904,0.01142,-0.03531,-0.08084
66.5,0.04811,0.01056,-0.03608,-0.08153
66.6,0.04718,0.0097,-0.03684,-0.08222
66.7,0.04624,0.00884,-0.03761,-0.08291
66.8,0.04529,0.00798,-0.03839,-0.08361
66.9,0.04434,0.00711,-0.03916,-0.0843
67,0.04339,0.00623,-0.03994,-0.08499
67.1,0.04243,0.00536,-0.04072,-0.08569
67.2,0.04147,0.00448,-0.0415,-0.08638
67.3,0.0405,0.00359,-0.04228,-0.08707
67.4,0.03953,0.0027,-0.04306,-0.08777
67.5,0.03855,0.00181,-0.04385,-0.08846
67.6,0.03757,9.18E-04,-0.04463,-0.08915
67.7,0.03658,2.50E-05,-0.04542,-0.08984
67.8,0.0356,-8.71E-04,-0.0462,-0.09053
67.9,0.0346,-0.00177,-0.04699,-0.09122
68,0.03361,-0.00267,-0.04777,-0.0919
68.1,0.03261,-0.00357,-0.04856,-0.09258
68.2,0.0316,-0.00448,-0.04934,-0.09325
68.3,0.03059,-0.00539,-0.05013,-0.09393
68.4,0.02958,-0.0063,-0.05091,-0.0946
68.5,0.02856,-0.00721,-0.0517,-0.09527
68.6,0.02754,-0.00813,-0.05248,-0.09594
68.7,0.02651,-0.00904,-0.05327,-0.0966
68.8,0.02549,-0.00996,-0.05405,-0.09726
68.9,0.02445,-0.01088,-0.05483,-0.09791
69,0.02341,-0.01181,-0.05561,-0.09857
69.1,0.02235,-0.01274,-0.0564,-0.09922
69.2,0.02128,-0.01369,-0.0572,-0.09988
69.3,0.0202,-0.01464,-0.05799,-0.10053
69.4,0.01911,-0.0156,-0.05879,-0.10118
69.5,0.01801,-0.01657,-0.0596,-0.10183
69.6,0.0169,-0.01755,-0.06041,-0.10248
69.7,0.01577,-0.01853,-0.06122,-0.10313
69.8,0.01464,-0.01952,-0.06203,-0.10378
69.9,0.01349,-0.02052,-0.06285,-0.10443
70,0.01233,-0.02153,-0.06367,-0.10507
70.1,0.01113,-0.02257,-0.06451,-0.10573
70.2,0.0099,-0.02363,-0.06537,-0.10638
70.3,0.00864,-0.02472,-0.06624,-0.10705
70.4,0.00734,-0.02583,-0.06712,-0.10771
70.5,0.00601,-0.02697,-0.06803,-0.10839
70.6,0.00465,-0.02814,-0.06894,-0.10906
70.7,0.00325,-0.02932,-0.06987,-0.10974
70.8,0.00182,-0.03054,-0.07082,-0.11043
70.9,3.57E-04,-0.03178,-0.07178,-0.11112
71,-0.00114,-0.03304,-0.07276,-0.11182
71.1,-0.00271,-0.03436,-0.07377,-0.11253
71.2,-0.00436,-0.03575,-0.07482,-0.11326
71.3,-0.0061,-0.0372,-0.07592,-0.11401
71.4,-0.00793,-0.03872,-0.07706,-0.11478
71.5,-0.00984,-0.04031,-0.07824,-0.11557
71.6,-0.01184,-0.04196,-0.07947,-0.11638
71.7,-0.01392,-0.04369,-0.08074,-0.1172
71.8,-0.0161,-0.04548,-0.08206,-0.11804
71.9,-0.01836,-0.04734,-0.08341,-0.11891
72,-0.0207,-0.04926,-0.08481,-0.11979
72.1,-0.02314,-0.05125,-0.08625,-0.12069
72.2,-0.0257,-0.05334,-0.08776,-0.12161
72.3,-0.02842,-0.05556,-0.08935,-0.12257
72.4,-0.0313,-0.0579,-0.09101,-0.12357
72.5,-0.03432,-0.06035,-0.09276,-0.12461
72.6,-0.03749,-0.06293,-0.09458,-0.12569
72.7,-0.04082,-0.06562,-0.09648,-0.12681
72.8,-0.0443,-0.06843,-0.09846,-0.12797
72.9,-0.04793,-0.07136,-0.10053,-0.12916
73,-0.05171,-0.07441,-0.10267,-0.1304
73.1,-0.05564,-0.07758,-0.10488,-0.13167
73.2,-0.05972,-0.08087,-0.10718,-0.13299
73.3,-0.06393,-0.08427,-0.10956,-0.13434
73.4,-0.06812,-0.08764,-0.11192,-0.1357
73.5,-0.07224,-0.09097,-0.11425,-0.13705
73.6,-0.07629,-0.09424,-0.11655,-0.13838
73.7,-0.08026,-0.09745,-0.11881,-0.13969
73.8,-0.08417,-0.10061,-0.12104,-0.14099
73.9,-0.08801,-0.10372,-0.12323,-0.14228
74,-0.09177,-0.10677,-0.12539,-0.14355
74.1,-0.09547,-0.10977,-0.12752,-0.14481
74.2,-0.0991,-0.11271,-0.12961,-0.14605
74.3,-0.10265,-0.1156,-0.13166,-0.14728
74.4,-0.10614,-0.11843,-0.13368,-0.14849
74.5,-0.10928,-0.12099,-0.13552,-0.1496
74.6,-0.11227,-0.12343,-0.13727,-0.15067
74.7,-0.11513,-0.12577,-0.13895,-0.1517
74.8,-0.11786,-0.128,-0.14056,-0.15269
74.9,-0.12046,-0.13013,-0.1421,-0.15365
75,-0.12294,-0.13215,-0.14357,-0.15456
75.1,-0.12528,-0.13407,-0.14496,-0.15544
75.2,-0.12749,-0.13589,-0.14629,-0.15628
75.3,-0.12957,-0.13761,-0.14754,-0.15708
75.4,-0.13153,-0.13922,-0.14873,-0.15784
75.5,-0.13335,-0.14073,-0.14984,-0.15857
75.6,-0.13502,-0.14211,-0.15087,-0.15924
75.7,-0.13659,-0.14341,-0.15184,-0.15989
75.8,-0.1381,-0.14467,-0.15278,-0.16052
75.9,-0.13955,-0.14587,-0.15369,-0.16112
76,-0.14093,-0.14703,-0.15456,-0.16171
76.1,-0.14226,-0.14814,-0.15539,-0.16228
76.2,-0.14352,-0.1492,-0.15619,-0.16283
76.3,-0.14473,-0.1502,-0.15696,-0.16335
76.4,-0.14587,-0.15116,-0.1577,-0.16386
76.5,-0.14695,-0.15208,-0.15839,-0.16435
76.6,-0.14797,-0.15294,-0.15906,-0.16482
76.7,-0.14893,-0.15375,-0.15969,-0.16527
76.8,-0.14985,-0.15453,-0.16029,-0.16571
76.9,-0.15074,-0.15529,-0.16088,-0.16614
77,-0.1516,-0.15602,-0.16146,-0.16655
77.1,-0.15243,-0.15672,-0.16201,-0.16696
77.2,-0.15323,-0.15741,-0.16255,-0.16735
77.3,-0.154,-0.15807,-0.16307,-0.16774
77.4,-0.15474,-0.1587,-0.16357,-0.16811
77.5,-0.15545,-0.15931,-0.16406,-0.16848
77.6,-0.15613,-0.1599,-0.16453,-0.16883
77.7,-0.15679,-0.16047,-0.16498,-0.16918
77.8,-0.15741,-0.16101,-0.16542,-0.16951
77.9,-0.15802,-0.16153,-0.16584,-0.16984
78,-0.1586,-0.16204,-0.16625,-0.17016
78.1,-0.15918,-0.16254,-0.16666,-0.17047
78.2,-0.15974,-0.16302,-0.16705,-0.17078
78.3,-0.16028,-0.1635,-0.16744,-0.17108
78.4,-0.16081,-0.16396,-0.16782,-0.17137
78.5,-0.16132,-0.16441,-0.16819,-0.17166
78.6,-0.16182,-0.16484,-0.16854,-0.17195
78.7,-0.1623,-0.16527,-0.16889,-0.17223
78.8,-0.16277,-0.16568,-0.16923,-0.1725
78.9,-0.16322,-0.16607,-0.16957,-0.17276
79,-0.16366,-0.16646,-0.16989,-0.17302
79.1,-0.16409,-0.16684,-0.1702,-0.17328
79.2,-0.1645,-0.16721,-0.17051,-0.17353
79.3,-0.16491,-0.16757,-0.17081,-0.17378
79.4,-0.16531,-0.16792,-0.17111,-0.17402
79.5,-0.1657,-0.16827,-0.1714,-0.17426
79.6,-0.16608,-0.1686,-0.17169,-0.17449
79.7,-0.16645,-0.16893,-0.17196,-0.17472
79.8,-0.16682,-0.16926,-0.17224,-0.17495
79.9,-0.16717,-0.16957,-0.17251,-0.17517
80,-0.16751,-0.16988,-0.17277,-0.17539
80.1,-0.16785,-0.17018,-0.17302,-0.1756
80.2,-0.16818,-0.17047,-0.17327,-0.17581
80.3,-0.1685,-0.17076,-0.17352,-0.17602
80.4,-0.16881,-0.17104,-0.17376,-0.17622
80.5,-0.16912,-0.17132,-0.174,-0.17642
80.6,-0.16943,-0.17159,-0.17424,-0.17662
80.7,-0.16973,-0.17186,-0.17447,-0.17682
80.8,-0.17002,-0.17212,-0.17469,-0.17701
80.9,-0.1703,-0.17238,-0.17492,-0.1772
81,-0.17058,-0.17263,-0.17513,-0.17738
81.1,-0.17086,-0.17288,-0.17535,-0.17757
81.2,-0.17112,-0.17312,-0.17556,-0.17775
81.3,-0.17138,-0.17336,-0.17576,-0.17792
81.4,-0.17164,-0.17359,-0.17596,-0.1781
81.5,-0.17189,-0.17382,-0.17616,-0.17827
81.6,-0.17214,-0.17404,-0.17636,-0.17844
81.7,-0.17238,-0.17426,-0.17655,-0.1786
81.8,-0.17262,-0.17448,-0.17674,-0.17877
81.9,-0.17286,-0.17469,-0.17693,-0.17893
82,-0.17309,-0.1749,-0.17711,-0.17909
82.1,-0.17331,-0.17511,-0.17729,-0.17924
82.2,-0.17354,-0.17531,-0.17747,-0.1794
82.3,-0.17376,-0.17551,-0.17765,-0.17955
82.4,-0.17397,-0.17571,-0.17782,-0.1797
82.5,-0.17418,-0.1759,-0.17799,-0.17985
82.6,-0.17439,-0.17609,-0.17815,-0.18
82.7,-0.17459,-0.17627,-0.17832,-0.18014
82.8,-0.17479,-0.17646,-0.17848,-0.18028
82.9,-0.17499,-0.17664,-0.17864,-0.18042
83,-0.17518,-0.17681,-0.1788,-0.18056
83.1,-0.17537,-0.17699,-0.17895,-0.1807
83.2,-0.17556,-0.17716,-0.1791,-0.18083
83.3,-0.17575,-0.17733,-0.17925,-0.18096
83.4,-0.17593,-0.17749,-0.1794,-0.18109
83.5,-0.1761,-0.17766,-0.17955,-0.18122
83.6,-0.17628,-0.17782,-0.17969,-0.18135
83.7,-0.17645,-0.17798,-0.17983,-0.18147
83.8,-0.17662,-0.17813,-0.17997,-0.18159
83.9,-0.17679,-0.17829,-0.1801,-0.18172
84,-0.17695,-0.17844,-0.18024,-0.18184
84.1,-0.17711,-0.17859,-0.18037,-0.18195
84.2,-0.17727,-0.17873,-0.1805,-0.18207
84.3,-0.17743,-0.17888,-0.18063,-0.18218
84.4,-0.17758,-0.17902,-0.18076,-0.1823
84.5,-0.17774,-0.17916,-0.18088,-0.18241
84.6,-0.17788,-0.17929,-0.18101,-0.18252
84.7,-0.17803,-0.17943,-0.18113,-0.18263
84.8,-0.17818,-0.17956,-0.18125,-0.18273
84.9,-0.17832,-0.17969,-0.18136,-0.18284
85,-0.17846,-0.17982,-0.18148,-0.18294
85.1,-0.1786,-0.17995,-0.18159,-0.18304
85.2,-0.17873,-0.18008,-0.18171,-0.18314
85.3,-0.17887,-0.1802,-0.18182,-0.18324
85.4,-0.179,-0.18032,-0.18193,-0.18334
85.5,-0.17913,-0.18044,-0.18204,-0.18344
85.6,-0.17926,-0.18056,-0.18214,-0.18353
85.7,-0.17938,-0.18068,-0.18225,-0.18363
85.8,-0.1795,-0.18079,-0.18235,-0.18372
85.9,-0.17963,-0.1809,-0.18245,-0.18381
86,-0.17975,-0.18101,-0.18255,-0.1839
86.1,-0.17987,-0.18112,-0.18265,-0.18399
86.2,-0.17998,-0.18123,-0.18275,-0.18408
86.3,-0.1801,-0.18134,-0.18284,-0.18416
86.4,-0.18021,-0.18144,-0.18294,-0.18425
86.5,-0.18032,-0.18154,-0.18303,-0.18433
86.6,-0.18043,-0.18165,-0.18312,-0.18441
86.7,-0.18054,-0.18174,-0.18321,-0.1845
86.8,-0.18064,-0.18184,-0.1833,-0.18458
86.9,-0.18074,-0.18194,-0.18338,-0.18465
87,-0.18085,-0.18203,-0.18347,-0.18473
87.1,-0.18095,-0.18213,-0.18355,-0.18481
87.2,-0.18105,-0.18222,-0.18364,-0.18488
87.3,-0.18114,-0.18231,-0.18372,-0.18496
87.4,-0.18124,-0.1824,-0.1838,-0.18503
87.5,-0.18134,-0.18249,-0.18388,-0.1851
87.6,-0.18143,-0.18257,-0.18396,-0.18517
87.7,-0.18152,-0.18266,-0.18404,-0.18524
87.8,-0.18161,-0.18274,-0.18411,-0.18531
87.9,-0.1817,-0.18282,-0.18419,-0.18538
88,-0.18179,-0.1829,-0.18426,-0.18544
88.1,-0.18187,-0.18298,-0.18433,-0.18551
88.2,-0.18195,-0.18306,-0.1844,-0.18557
88.3,-0.18204,-0.18314,-0.18447,-0.18564
88.4,-0.18212,-0.18321,-0.18454,-0.1857
88.5,-0.1822,-0.18329,-0.18461,-0.18576
88.6,-0.18228,-0.18336,-0.18467,-0.18582
88.7,-0.18236,-0.18343,-0.18474,-0.18588
88.8,-0.18243,-0.1835,-0.1848,-0.18594
88.9,-0.18251,-0.18357,-0.18487,-0.186
89,-0.18258,-0.18364,-0.18493,-0.18605
89.1,-0.18265,-0.18371,-0.18499,-0.18611
89.2,-0.18272,-0.18378,-0.18505,-0.18616
89.3,-0.18279,-0.18384,-0.18511,-0.18622
89.4,-0.18286,-0.1839,-0.18517,-0.18627
89.5,-0.18293,-0.18397,-0.18522,-0.18632
89.6,-0.18299,-0.18403,-0.18528,-0.18637
89.7,-0.18306,-0.18409,-0.18533,-0.18642
89.8,-0.18312,-0.18415,-0.18539,-0.18647
89.9,-0.18318,-0.1842,-0.18544,-0.18652
90,-0.18324,-0.18426,-0.18549,-0.18656
90.1,-0.1833,-0.18432,-0.18554,-0.18661
90.2,-0.18336,-0.18437,-0.18559,-0.18666
90.3,-0.18342,-0.18442,-0.18564,-0.1867
90.4,-0.18348,-0.18448,-0.18569,-0.18674
90.5,-0.18353,-0.18453,-0.18573,-0.18679
90.6,-0.18359,-0.18458,-0.18578,-0.18683
90.7,-0.18364,-0.18463,-0.18583,-0.18687
90.8,-0.18369,-0.18468,-0.18587,-0.18691
90.9,-0.18374,-0.18472,-0.18591,-0.18695
91,-0.18379,-0.18477,-0.18595,-0.18699
91.1,-0.18384,-0.18482,-0.186,-0.18702
91.2,-0.18389,-0.18486,-0.18604,-0.18706
91.3,-0.18393,-0.1849,-0.18608,-0.1871
91.4,-0.18398,-0.18494,-0.18611,-0.18713
91.5,-0.18402,-0.18499,-0.18615,-0.18717
91.6,-0.18407,-0.18503,-0.18619,-0.1872
91.7,-0.18411,-0.18506,-0.18622,-0.18723
91.8,-0.18415,-0.1851,-0.18626,-0.18726
91.9,-0.18419,-0.18514,-0.18629,-0.18729
92,-0.18423,-0.18518,-0.18633,-0.18732
92.1,-0.18427,-0.18521,-0.18636,-0.18735
92.2,-0.1843,-0.18525,-0.18639,-0.18738
92.3,-0.18434,-0.18528,-0.18642,-0.18741
92.4,-0.18437,-0.18531,-0.18645,-0.18744
92.5,-0.18441,-0.18534,-0.18648,-0.18746
92.6,-0.18444,-0.18537,-0.18651,-0.18749
92.7,-0.18447,-0.1854,-0.18653,-0.18751
92.8,-0.1845,-0.18543,-0.18656,-0.18754
92.9,-0.18453,-0.18546,-0.18658,-0.18756
93,-0.18456,-0.18549,-0.18661,-0.18758
93.1,-0.18459,-0.18551,-0.18663,-0.18761
93.2,-0.18462,-0.18554,-0.18666,-0.18763
93.3,-0.18464,-0.18556,-0.18668,-0.18765
93.4,-0.18467,-0.18559,-0.1867,-0.18767
93.5,-0.18469,-0.18561,-0.18672,-0.18768
93.6,-0.18471,-0.18563,-0.18674,-0.1877
93.7,-0.18474,-0.18565,-0.18676,-0.18772
93.8,-0.18476,-0.18567,-0.18678,-0.18774
93.9,-0.18478,-0.18569,-0.18679,-0.18775
94,-0.1848,-0.18571,-0.18681,-0.18777
94.1,-0.18481,-0.18572,-0.18682,-0.18778
94.2,-0.18483,-0.18574,-0.18684,-0.18779
94.3,-0.18485,-0.18576,-0.18685,-0.18781
94.4,-0.18486,-0.18577,-0.18687,-0.18782
94.5,-0.18488,-0.18578,-0.18688,-0.18783
94.6,-0.18489,-0.1858,-0.18689,-0.18784
94.7,-0.1849,-0.18581,-0.1869,-0.18785
94.8,-0.18492,-0.18582,-0.18691,-0.18786
94.9,-0.18493,-0.18583,-0.18692,-0.18787
95,-0.18494,-0.18584,-0.18693,-0.18788
95.1,-0.18494,-0.18585,-0.18694,-0.18788
95.2,-0.18495,-0.18585,-0.18694,-0.18789
95.3,-0.18496,-0.18586,-0.18695,-0.18789
95.4,-0.18497,-0.18587,-0.18695,-0.1879
95.5,-0.18497,-0.18587,-0.18696,-0.1879
95.6,-0.18497,-0.18587,-0.18696,-0.18791
95.7,-0.18498,-0.18588,-0.18696,-0.18791
95.8,-0.18498,-0.18588,-0.18697,-0.18791
95.9,-0.18498,-0.18588,-0.18697,-0.18791
96,-0.18498,-0.18588,-0.18697,-0.18791
